hg
Chip Chan	RMS
0 0	762.74	675
1 0	492.69	452
2 2	309.78	327
0 28	272.45	286
3 60	217.04	265
2 0	168.68	255
2 4	131.40	253
0 4	94.20	217
0 2	88.97	231
0 6	75.51	228
0 16	74.00	232
0 14	68.79	228
0 18	68.15	221
0 8	68.13	230
0 22	66.54	228
0 56	65.40	222
0 40	65.37	222
0 46	64.70	228
0 52	63.82	236
0 62	63.36	223
0 24	62.97	237
0 34	62.18	219
0 42	62.02	233
0 54	61.88	224
0 30	61.81	226
0 50	61.54	228
0 26	61.45	235
0 36	60.69	228
0 44	60.50	233
0 32	60.13	236
0 58	59.90	233
0 38	58.44	220
3 62	51.20	241
3 58	51.05	235
0 10	50.66	219
3 32	50.35	236
3 54	48.15	244
2 56	47.52	247
3 42	47.35	232
3 52	47.31	241
2 58	47.09	249
3 44	47.05	239
3 0	46.69	239
3 2	46.55	232
3 30	46.46	237
2 42	46.32	242
3 38	46.28	238
3 48	46.23	237
2 20	46.17	261
2 62	46.10	252
3 12	46.10	239
3 40	45.97	241
3 34	45.91	238
2 46	45.78	255
3 36	45.71	236
2 6	45.69	245
2 52	45.59	243
2 18	45.44	252
3 6	45.43	243
3 22	45.28	241
2 50	45.16	248
2 48	45.16	261
3 4	44.94	240
3 16	44.93	238
3 8	44.92	233
3 14	44.55	230
3 28	44.43	244
2 40	44.36	253
0 12	44.25	235
3 24	44.12	238
3 18	43.99	248
3 20	43.97	246
0 48	43.54	224
2 28	43.53	247
2 54	43.46	247
2 10	43.23	263
2 32	43.14	255
2 44	42.98	253
2 8	42.88	248
2 30	42.88	248
2 38	42.69	249
2 14	42.56	247
2 36	42.46	248
2 12	42.36	260
2 24	42.33	238
3 26	39.92	228
1 2	37.16	238
1 56	36.83	243
1 58	36.68	245
1 30	36.56	243
1 4	36.42	249
0 60	36.24	225
1 24	36.22	237
1 48	35.75	250
1 34	35.48	229
1 50	35.37	236
1 36	35.26	248
1 40	35.21	237
1 46	35.16	247
1 32	35.07	244
1 60	35.01	241
1 38	34.96	230
1 28	34.81	238
1 26	34.75	248
0 20	34.72	228
1 20	34.36	238
1 22	34.28	237
1 52	34.27	239
1 8	34.18	230
1 10	34.09	243
1 18	33.84	237
1 6	33.70	242
1 14	33.69	241
1 44	31.27	235
2 60	31.19	243
3 56	29.94	230
3 50	29.06	237
3 10	28.86	238
2 22	28.27	249
2 26	26.99	242
3 46	24.02	238
2 16	23.58	249
2 34	21.71	242
1 62	19.54	239
1 54	19.48	226
1 16	18.46	248
1 42	13.89	237
1 12	13.82	241
0 1	5.41	236
0 3	5.20	241
0 9	5.19	231
0 5	5.13	237
2 1	5.11	248
2 55	4.98	245
2 45	4.93	266
0 11	4.91	229
2 3	4.91	255
0 17	4.87	231
2 13	4.84	253
0 7	4.83	221
2 7	4.80	253
2 63	4.80	242
2 59	4.78	251
2 53	4.78	237
2 35	4.75	248
2 5	4.75	243
0 13	4.74	233
0 19	4.74	233
2 23	4.74	253
2 15	4.73	244
2 11	4.73	247
2 61	4.70	246
2 21	4.70	249
2 49	4.70	245
2 57	4.69	246
2 25	4.69	254
2 37	4.69	252
0 35	4.69	233
0 25	4.68	225
2 9	4.68	233
2 29	4.67	251
0 23	4.66	238
2 41	4.64	254
2 27	4.63	245
2 19	4.63	246
0 39	4.62	227
0 29	4.62	227
2 39	4.61	243
2 43	4.59	253
0 27	4.57	230
0 49	4.56	223
0 31	4.55	237
0 45	4.55	230
0 21	4.54	230
2 31	4.53	248
0 63	4.53	235
2 33	4.52	238
0 33	4.52	233
0 37	4.51	222
2 17	4.50	247
2 47	4.50	239
0 41	4.47	224
0 43	4.44	228
0 47	4.42	222
0 53	4.41	235
2 51	4.40	246
0 57	4.40	228
0 55	4.37	219
0 61	4.34	230
0 59	4.33	218
0 51	4.31	230
3 59	4.24	240
0 15	4.22	234
3 57	4.15	236
3 63	4.12	240
3 23	4.12	235
3 55	4.11	225
3 53	4.11	230
3 41	4.09	247
3 15	4.08	243
3 49	4.04	241
3 35	4.04	236
3 9	4.04	232
3 3	4.03	239
1 59	4.02	247
3 43	4.02	234
3 25	4.01	237
3 33	4.00	240
3 21	3.98	232
3 51	3.98	233
3 19	3.95	227
3 5	3.94	237
3 61	3.93	231
3 47	3.90	231
3 45	3.90	241
3 29	3.88	229
1 51	3.88	237
3 1	3.86	230
3 37	3.85	239
3 17	3.84	230
1 43	3.83	240
3 11	3.83	229
1 53	3.83	240
3 39	3.81	234
1 15	3.81	240
3 31	3.80	232
3 7	3.78	241
1 49	3.78	243
1 63	3.77	230
3 27	3.77	229
3 13	3.76	225
1 55	3.75	232
1 47	3.74	241
1 11	3.73	236
1 61	3.72	238
1 7	3.72	232
1 9	3.71	245
1 5	3.71	238
1 31	3.71	239
1 3	3.71	241
1 41	3.70	234
1 27	3.68	232
1 13	3.66	241
1 45	3.65	243
1 29	3.65	249
1 37	3.62	243
1 33	3.59	240
1 57	3.59	235
1 17	3.59	241
1 23	3.59	241
1 25	3.54	244
1 35	3.53	232
1 21	3.52	235
1 1	3.50	232
1 19	3.50	237
1 39	3.49	230
