hg
Chip Chan	RMS
0 0	761.00	652
1 0	505.28	446
2 2	325.75	323
0 28	278.32	274
3 60	227.52	259
2 0	182.55	250
2 4	146.30	251
0 4	99.82	213
0 2	94.45	228
0 6	83.71	225
0 16	81.49	229
0 8	78.60	228
0 14	78.59	225
0 18	77.05	219
0 22	76.56	227
0 40	74.82	221
0 56	74.40	220
0 46	74.26	227
0 52	73.73	234
0 24	73.52	235
0 62	73.14	222
0 42	72.13	232
0 54	71.83	222
0 26	71.83	234
0 34	71.66	217
0 30	71.46	225
0 44	71.34	232
0 50	71.26	227
0 36	71.13	227
0 32	70.52	234
0 58	69.07	232
0 38	69.01	219
3 58	63.90	237
3 62	63.85	243
3 32	63.66	238
2 58	61.87	252
2 56	61.78	249
3 54	61.74	245
2 20	61.70	263
3 52	61.21	243
3 44	61.19	241
2 42	61.17	245
2 62	61.12	255
2 46	60.75	258
3 42	60.70	234
2 18	60.58	254
2 6	60.33	248
2 48	60.27	263
3 0	60.24	240
3 2	60.11	235
2 52	60.09	246
3 48	60.09	238
2 50	59.95	251
3 38	59.88	240
3 36	59.67	238
2 40	59.65	255
3 6	59.54	245
3 40	59.40	243
3 12	59.36	241
3 30	59.35	239
3 4	59.30	241
3 34	59.24	240
2 28	58.97	250
3 22	58.93	242
3 16	58.91	241
2 10	58.86	266
2 8	58.81	251
3 8	58.76	235
3 14	58.58	232
2 54	58.42	249
2 30	58.41	250
2 38	58.41	252
3 18	58.25	251
3 24	58.16	240
3 20	58.10	248
3 28	57.97	246
2 32	57.95	258
2 14	57.78	248
2 24	57.66	240
2 12	57.50	262
2 36	57.47	251
2 44	57.30	256
0 10	54.60	216
1 2	52.64	240
3 26	52.41	230
1 58	52.31	246
1 4	52.19	251
1 56	52.19	245
1 24	51.86	238
1 48	51.85	251
1 30	51.63	244
1 46	51.58	248
1 60	51.56	243
1 40	51.36	238
1 36	51.31	249
1 50	51.13	238
1 14	50.76	242
1 20	50.63	239
1 34	50.58	230
1 22	50.52	238
1 26	50.42	249
1 52	50.41	240
1 38	50.39	231
1 32	50.33	245
1 8	50.30	231
1 10	50.18	245
1 28	50.06	239
1 6	49.92	244
1 18	49.45	239
0 12	47.89	233
0 48	47.34	221
1 44	44.81	237
0 60	38.47	222
2 60	37.16	245
0 20	37.14	226
3 56	35.47	231
3 10	34.75	239
2 22	34.55	250
3 50	34.42	238
2 26	33.59	244
2 16	27.58	251
3 46	27.45	239
1 62	27.10	239
1 54	26.90	227
1 16	26.44	248
2 34	25.78	243
1 12	19.11	241
1 42	14.79	237
0 1	5.18	235
0 3	5.15	240
0 5	5.11	237
2 15	5.04	244
0 9	4.89	231
2 1	4.88	249
0 11	4.88	229
0 13	4.84	233
2 7	4.84	254
2 41	4.83	255
0 7	4.80	220
2 61	4.80	247
2 57	4.77	246
0 17	4.76	231
2 3	4.75	256
2 47	4.74	239
2 63	4.74	243
0 19	4.73	232
0 23	4.69	237
2 13	4.68	254
2 43	4.68	254
2 5	4.68	243
2 49	4.67	245
2 9	4.67	233
2 23	4.65	254
2 11	4.65	247
0 21	4.65	229
2 51	4.64	247
2 31	4.63	249
0 63	4.63	234
2 19	4.62	246
2 45	4.62	266
0 61	4.62	229
2 37	4.62	252
0 25	4.61	225
2 29	4.61	251
2 55	4.61	246
2 17	4.60	247
2 21	4.60	249
2 59	4.59	251
0 39	4.58	226
0 57	4.56	228
2 25	4.56	254
0 27	4.55	230
2 33	4.55	238
2 53	4.55	238
2 27	4.54	245
0 31	4.54	236
2 39	4.54	243
2 35	4.51	248
0 29	4.51	226
0 51	4.50	229
0 37	4.50	221
0 59	4.49	217
0 49	4.48	223
0 41	4.47	224
0 35	4.47	233
0 53	4.47	234
0 33	4.45	233
0 55	4.44	219
0 45	4.41	230
0 43	4.41	228
0 47	4.37	221
0 15	4.20	234
3 5	4.06	238
3 15	4.05	243
3 59	3.99	240
3 51	3.95	234
1 59	3.94	247
3 57	3.91	236
3 35	3.91	236
3 3	3.90	240
3 9	3.89	232
1 49	3.88	243
3 45	3.87	241
3 63	3.86	240
1 45	3.85	243
3 55	3.84	226
3 39	3.83	234
3 23	3.82	235
1 57	3.81	235
3 49	3.81	241
3 37	3.81	240
3 61	3.80	232
3 53	3.79	230
3 13	3.78	226
1 53	3.78	240
1 41	3.77	234
3 27	3.77	229
1 61	3.76	238
1 15	3.76	240
3 21	3.76	232
3 1	3.76	230
1 29	3.75	249
3 29	3.75	230
3 7	3.75	241
3 19	3.75	227
3 43	3.74	234
1 43	3.74	241
3 47	3.74	231
1 47	3.73	241
1 63	3.73	230
3 41	3.73	248
1 33	3.73	240
1 37	3.73	243
1 25	3.73	245
3 11	3.72	229
3 33	3.72	240
3 31	3.70	232
1 55	3.70	232
1 39	3.70	230
1 51	3.70	237
1 3	3.70	241
3 25	3.68	238
1 9	3.65	245
1 31	3.65	239
1 23	3.65	241
1 21	3.64	235
1 17	3.61	241
1 11	3.60	236
1 13	3.60	242
3 17	3.59	230
1 35	3.55	232
1 27	3.54	233
1 5	3.53	238
1 19	3.53	238
1 7	3.49	232
1 1	3.41	232
