hg
Chip Chan	RMS
0 0	782.72	686
1 0	507.86	448
2 2	324.28	326
0 28	280.63	281
3 60	226.06	260
2 0	178.80	249
2 4	137.54	249
0 4	91.59	218
0 2	85.91	232
0 6	71.95	229
0 16	69.43	233
0 14	65.23	230
0 8	65.19	233
0 18	63.44	223
0 22	61.01	230
0 56	59.97	223
0 46	59.90	231
0 40	59.49	224
0 52	58.84	238
0 24	58.48	238
0 62	58.10	226
0 42	56.82	236
0 34	56.64	220
0 54	56.57	226
0 30	56.00	228
0 50	55.75	230
0 26	55.74	237
0 36	54.94	230
0 32	54.83	237
0 44	54.60	235
0 58	52.82	235
0 38	52.33	222
0 10	50.24	220
3 62	42.88	239
0 12	42.79	236
3 32	42.35	234
3 58	42.10	233
0 48	41.40	224
2 56	39.58	246
3 54	39.26	242
2 58	38.84	247
2 20	38.26	259
3 0	38.16	236
3 42	38.05	231
3 52	38.00	239
2 62	37.90	251
3 2	37.47	231
2 42	37.35	241
3 44	37.28	237
2 46	37.09	254
3 30	36.79	235
3 48	36.77	235
3 40	36.60	239
2 6	36.58	244
2 52	36.47	242
3 12	36.20	238
3 6	36.16	242
3 34	36.01	237
3 38	35.87	237
3 36	35.80	235
2 50	35.60	247
0 60	35.56	225
2 48	35.53	260
2 40	35.29	252
3 4	35.19	238
3 16	35.16	237
2 18	35.14	251
3 8	35.11	232
3 22	34.95	239
3 14	34.46	229
3 18	34.22	248
3 28	34.08	243
3 20	33.87	244
2 54	33.74	245
0 20	33.73	228
3 24	33.48	237
2 30	33.33	246
2 28	33.29	247
2 14	33.22	245
2 38	33.12	248
2 10	33.09	262
2 8	33.08	248
2 24	32.58	237
2 32	32.53	255
2 12	32.23	259
2 36	31.80	247
2 44	31.48	253
3 26	31.19	227
2 60	28.22	242
3 56	26.30	228
3 10	25.06	236
3 50	24.76	235
2 22	24.50	247
1 2	24.24	237
1 30	23.40	241
1 58	23.17	243
2 26	23.16	241
1 56	23.07	242
1 4	22.49	249
1 24	22.41	236
3 46	21.55	237
1 36	21.31	247
1 48	21.30	249
2 16	21.22	248
1 50	20.81	235
1 32	20.75	243
1 46	20.72	246
1 52	20.68	238
1 60	20.60	241
1 40	20.58	235
1 38	20.42	229
1 34	20.16	228
1 26	19.91	247
2 34	19.36	241
1 22	19.33	236
1 28	19.30	237
1 44	19.22	234
1 20	19.00	238
1 10	18.72	243
1 6	18.70	242
1 8	18.48	230
1 14	18.25	241
1 18	18.08	237
1 42	13.26	236
1 54	13.07	225
1 62	12.69	238
1 16	11.23	247
1 12	9.27	240
0 1	5.06	236
0 3	4.92	241
2 15	4.90	244
2 1	4.87	248
2 7	4.87	253
0 5	4.84	237
2 61	4.81	247
2 3	4.78	256
2 41	4.77	255
2 47	4.75	240
2 33	4.74	238
0 7	4.72	221
2 49	4.72	245
2 57	4.72	246
2 45	4.71	266
2 5	4.71	243
2 39	4.71	243
2 13	4.70	254
2 55	4.69	245
2 11	4.68	247
2 23	4.68	254
0 9	4.66	231
2 27	4.65	245
2 37	4.65	252
2 25	4.65	254
2 31	4.64	248
2 9	4.62	233
2 59	4.62	251
2 63	4.62	243
2 35	4.60	248
2 53	4.59	238
2 43	4.59	254
2 19	4.59	246
2 29	4.56	251
2 51	4.55	246
2 17	4.53	247
0 11	4.53	229
2 21	4.51	249
0 17	4.50	232
0 13	4.48	233
0 19	4.45	233
0 21	4.35	230
0 63	4.32	235
0 55	4.31	220
0 57	4.30	228
0 25	4.29	225
0 29	4.28	226
0 49	4.27	224
0 27	4.26	230
0 41	4.25	225
0 31	4.24	237
0 23	4.24	237
0 35	4.23	233
0 53	4.22	235
0 51	4.22	230
0 45	4.19	230
0 43	4.17	228
0 47	4.16	222
0 33	4.15	233
0 37	4.12	222
0 61	4.11	230
0 59	4.11	218
3 15	4.09	243
0 39	4.09	227
1 59	4.08	247
3 59	4.07	240
1 53	3.98	240
3 45	3.98	242
3 5	3.97	238
3 23	3.96	235
3 57	3.94	237
3 63	3.93	240
3 47	3.93	231
1 57	3.93	236
3 49	3.92	242
3 7	3.91	241
1 29	3.90	249
3 55	3.89	226
1 61	3.89	238
1 55	3.89	232
3 43	3.89	234
3 53	3.88	230
3 39	3.88	234
3 37	3.88	240
3 41	3.87	247
3 31	3.86	232
3 1	3.86	230
1 41	3.86	234
3 9	3.86	232
3 3	3.86	240
3 27	3.83	229
3 61	3.82	231
0 15	3.82	234
3 11	3.81	229
3 13	3.80	226
3 35	3.80	236
1 5	3.80	238
1 49	3.80	243
3 29	3.80	230
3 25	3.79	238
1 25	3.79	245
1 51	3.79	237
1 17	3.78	241
1 63	3.77	230
1 39	3.76	230
3 21	3.76	232
1 33	3.76	240
3 33	3.76	240
1 47	3.75	242
3 19	3.74	227
1 35	3.73	232
1 13	3.73	242
3 17	3.73	230
1 45	3.72	243
1 43	3.72	240
3 51	3.72	234
1 23	3.71	241
1 27	3.71	233
1 21	3.69	235
1 15	3.69	240
1 37	3.67	243
1 9	3.66	245
1 31	3.65	239
1 19	3.64	238
1 11	3.64	236
1 3	3.61	242
1 1	3.52	232
1 7	3.48	232
