hg
Chip Chan	RMS
0 0	750.90	652
1 0	485.25	415
2 2	308.63	299
0 28	269.17	262
3 60	215.60	240
2 0	166.97	235
2 4	127.98	240
0 4	88.90	216
0 2	83.46	231
0 6	70.15	228
0 16	67.90	232
0 14	63.78	228
0 8	63.38	232
0 18	62.68	221
0 22	60.59	229
0 40	60.12	224
0 56	60.03	222
0 46	59.60	230
0 52	58.59	237
0 62	58.53	225
0 24	57.76	238
0 42	56.72	235
0 34	56.19	220
0 54	55.78	225
0 50	55.67	230
0 30	55.65	227
0 26	54.93	236
0 36	54.74	229
0 32	54.44	236
0 44	54.42	234
0 58	53.33	233
0 38	52.97	220
0 10	48.11	218
3 62	44.77	236
3 58	44.11	229
3 32	43.63	230
0 12	41.50	234
2 58	41.45	244
2 56	41.35	242
2 62	41.19	248
3 54	40.85	239
2 20	40.38	255
2 42	40.34	238
3 0	40.33	233
3 42	40.28	227
0 48	40.18	223
3 52	40.12	236
3 44	40.09	235
2 46	39.86	251
2 6	39.55	241
2 50	39.50	244
2 52	39.48	239
3 2	39.38	228
3 48	39.35	232
3 40	39.21	236
3 6	39.02	239
3 38	38.99	234
2 40	38.98	249
2 48	38.96	256
2 18	38.83	248
3 34	38.78	234
3 4	38.68	234
3 12	38.68	234
3 30	38.60	233
3 36	38.49	232
3 16	38.48	234
3 22	37.89	236
2 54	37.80	242
2 10	37.64	259
2 38	37.46	245
2 14	37.35	242
3 8	37.33	229
2 28	37.19	244
2 30	37.17	243
3 14	37.14	226
3 28	37.10	240
2 8	36.98	244
2 24	36.92	233
3 24	36.50	234
3 20	36.41	242
2 32	36.32	253
3 18	36.30	244
2 12	36.28	256
2 44	35.92	250
2 36	35.80	244
0 60	34.56	223
3 26	32.80	224
0 20	32.28	227
1 56	29.99	239
1 58	29.98	241
1 2	29.73	235
1 4	29.38	247
1 24	29.12	233
1 30	29.09	238
1 36	28.70	245
1 60	28.58	239
1 38	28.45	227
1 46	28.40	243
1 48	28.33	246
1 50	28.29	233
1 40	28.19	233
1 52	28.07	235
1 32	27.99	241
1 14	27.80	238
1 8	27.72	227
1 6	27.65	240
2 60	27.64	240
1 26	27.64	245
1 34	27.52	225
1 10	27.43	242
1 20	27.43	235
1 22	27.37	234
1 18	27.22	235
1 28	27.01	234
3 56	26.52	226
3 10	25.72	234
2 22	25.65	246
1 44	25.59	232
3 50	25.41	233
2 26	23.86	239
3 46	21.96	235
2 16	21.59	247
2 34	20.06	239
1 62	16.42	236
1 54	16.24	224
1 16	15.38	246
1 42	13.18	234
1 12	11.67	239
2 55	4.85	245
2 7	4.80	253
0 1	4.78	235
2 3	4.74	255
0 7	4.73	221
0 3	4.73	241
2 59	4.71	251
2 29	4.70	251
2 49	4.65	245
2 15	4.63	244
2 47	4.62	239
2 37	4.62	252
2 9	4.61	233
2 19	4.60	246
2 31	4.59	248
2 61	4.59	247
2 1	4.57	248
0 5	4.57	237
2 39	4.56	243
2 17	4.55	247
2 25	4.54	254
2 45	4.53	266
2 51	4.53	246
2 53	4.52	238
2 5	4.52	243
2 23	4.51	253
2 41	4.51	255
2 11	4.49	247
2 57	4.46	246
2 63	4.45	242
2 33	4.44	238
2 21	4.43	249
2 27	4.42	245
0 11	4.42	229
2 13	4.41	254
2 43	4.38	254
0 23	4.38	237
2 35	4.37	248
0 13	4.34	233
0 31	4.24	237
0 9	4.22	231
0 17	4.17	231
0 19	4.13	233
0 43	4.11	228
0 27	4.10	230
0 51	4.06	230
0 45	4.06	230
0 21	4.06	229
0 25	4.05	225
0 33	4.04	233
0 63	4.03	235
3 59	4.03	240
0 41	4.00	224
3 15	3.98	243
1 59	3.98	246
3 1	3.98	230
0 35	3.98	233
3 55	3.97	226
3 37	3.97	240
0 59	3.96	217
3 3	3.96	239
1 49	3.95	243
3 5	3.95	238
0 53	3.94	235
1 45	3.92	243
3 9	3.92	232
0 37	3.91	221
0 29	3.89	226
1 51	3.89	237
3 47	3.88	231
0 47	3.88	221
0 57	3.87	228
3 49	3.87	241
3 51	3.86	233
3 33	3.86	240
0 61	3.85	229
1 61	3.85	238
3 41	3.85	247
3 57	3.84	236
1 25	3.84	244
0 15	3.84	234
3 21	3.84	232
3 27	3.81	229
3 13	3.80	226
0 39	3.80	226
0 49	3.80	223
3 7	3.79	241
3 43	3.78	234
3 61	3.78	231
3 63	3.78	240
3 11	3.77	229
3 25	3.77	237
3 53	3.77	230
3 35	3.77	236
0 55	3.76	220
1 29	3.76	249
3 23	3.76	235
1 47	3.76	241
1 57	3.74	235
1 35	3.74	232
3 45	3.73	241
1 5	3.73	238
1 21	3.73	234
1 11	3.73	235
3 31	3.72	232
3 17	3.72	230
1 43	3.72	240
1 55	3.71	231
1 37	3.71	242
1 63	3.70	230
3 39	3.69	234
1 33	3.69	240
1 9	3.69	245
1 13	3.67	242
1 23	3.65	240
3 19	3.65	227
1 41	3.62	234
1 39	3.61	230
3 29	3.60	230
1 7	3.58	232
1 53	3.57	240
1 19	3.57	237
1 17	3.54	241
1 27	3.53	232
1 31	3.50	239
1 3	3.45	241
1 15	3.44	240
1 1	3.21	232
