hg
Chip Chan	RMS
0 0	790.79	686
1 0	507.30	439
2 2	325.55	317
0 28	282.44	274
3 60	225.76	253
2 0	178.17	242
2 4	138.77	243
0 4	95.23	221
0 2	90.11	235
0 6	76.27	232
0 16	73.69	235
0 14	69.69	232
0 8	69.03	236
0 18	68.04	225
0 22	65.64	232
0 56	64.73	225
0 40	64.40	228
0 46	64.01	234
0 52	63.55	241
0 24	63.48	241
0 62	62.66	229
0 34	61.85	223
0 42	61.56	238
0 54	61.25	229
0 26	60.89	240
0 30	60.52	231
0 50	60.01	233
0 36	59.65	233
0 32	59.40	240
0 44	58.92	237
0 58	57.74	237
0 38	57.57	224
0 10	51.87	221
3 62	51.83	235
3 58	50.62	229
3 32	50.16	231
2 56	48.30	242
3 54	48.27	238
3 42	47.54	228
2 58	47.29	244
2 62	47.17	248
3 0	47.03	233
3 52	47.02	236
3 2	46.92	228
2 20	46.88	256
2 42	46.47	238
3 44	46.32	235
3 40	46.09	236
2 6	46.03	241
3 48	46.02	233
3 34	45.98	233
2 46	45.97	251
2 52	45.95	239
3 38	45.78	234
3 12	45.77	235
3 30	45.76	233
3 36	45.69	232
3 6	45.59	238
3 4	45.23	234
3 16	45.17	234
2 40	45.13	249
2 48	44.99	256
3 22	44.96	236
0 12	44.60	237
2 18	44.52	248
3 8	44.49	229
2 50	44.29	244
3 20	44.22	242
3 14	43.95	226
3 28	43.88	240
2 54	43.81	242
3 18	43.72	245
3 24	43.65	234
0 48	43.55	225
2 10	43.55	259
2 38	43.27	245
2 28	43.16	244
2 8	43.03	245
2 30	42.80	244
2 32	42.71	252
2 12	42.56	257
2 14	42.16	242
2 24	42.12	235
2 36	42.06	244
2 44	41.55	250
3 26	39.76	225
0 60	36.81	225
1 30	36.79	241
1 2	36.60	236
1 58	36.05	242
1 56	35.98	241
1 24	35.79	235
1 48	35.42	249
1 4	35.19	248
0 20	35.08	229
1 32	35.01	242
1 36	34.93	246
1 50	34.89	235
1 60	34.83	241
1 34	34.78	227
1 46	34.75	245
1 40	34.70	235
1 38	34.54	229
1 52	34.18	237
1 26	34.02	247
1 22	33.42	236
1 20	33.21	237
1 28	33.09	237
2 60	32.61	240
1 18	32.28	237
1 10	32.23	243
1 8	32.08	229
1 14	32.04	241
1 6	31.97	242
1 44	31.50	234
3 56	30.32	226
2 22	29.91	246
3 10	29.79	234
3 50	29.01	233
2 26	27.95	240
3 46	24.74	234
2 16	24.66	247
2 34	22.76	239
1 54	20.17	225
1 62	19.74	238
1 16	18.28	247
1 12	13.83	240
1 42	13.60	235
2 15	5.27	244
2 1	5.21	248
2 51	5.08	247
2 3	5.06	256
2 13	5.05	254
2 61	5.05	247
2 7	5.05	253
2 17	5.04	247
2 55	5.03	245
2 59	5.03	251
2 47	5.02	240
2 33	5.01	238
2 53	4.99	238
2 35	4.99	248
2 27	4.99	245
2 29	4.97	251
2 25	4.97	254
2 43	4.94	254
2 41	4.93	255
2 21	4.93	249
2 49	4.93	245
2 63	4.92	243
2 5	4.92	243
2 31	4.91	248
2 9	4.91	233
2 39	4.91	243
2 11	4.90	247
2 37	4.89	252
2 57	4.87	246
2 19	4.85	246
2 45	4.81	266
2 23	4.79	254
0 1	4.71	235
0 3	4.59	240
0 5	4.58	237
0 9	4.57	231
0 11	4.52	229
0 7	4.51	221
0 13	4.36	233
3 59	4.32	240
3 15	4.29	243
0 31	4.27	236
0 59	4.23	217
0 23	4.19	237
0 45	4.18	230
0 55	4.18	219
0 29	4.17	226
0 53	4.17	235
3 63	4.16	240
0 39	4.16	226
0 21	4.16	229
0 63	4.15	234
0 25	4.15	225
0 27	4.15	229
3 1	4.15	230
0 17	4.15	231
0 51	4.14	230
3 57	4.12	237
0 49	4.12	223
3 35	4.12	236
0 57	4.12	228
3 19	4.12	228
3 43	4.12	234
3 7	4.10	241
3 25	4.10	237
0 61	4.09	229
3 51	4.09	234
0 19	4.09	232
1 59	4.09	247
3 41	4.08	248
3 49	4.08	241
3 33	4.08	240
0 15	4.08	234
3 5	4.06	238
0 47	4.05	221
0 43	4.05	228
0 33	4.05	233
0 35	4.05	233
3 3	4.05	239
3 23	4.05	235
3 39	4.04	234
3 47	4.03	231
3 37	4.01	240
3 21	4.00	232
0 41	4.00	224
3 31	3.99	232
3 13	3.99	226
3 55	3.99	226
0 37	3.98	221
3 9	3.98	232
3 17	3.97	230
3 45	3.97	241
3 53	3.96	230
3 29	3.96	230
3 61	3.95	231
3 11	3.95	229
1 43	3.91	241
3 27	3.90	229
1 61	3.86	238
1 29	3.85	250
1 53	3.82	240
1 55	3.82	232
1 51	3.82	237
1 47	3.80	242
1 57	3.78	236
1 31	3.77	239
1 49	3.76	243
1 63	3.75	230
1 45	3.73	243
1 21	3.71	235
1 33	3.70	240
1 5	3.70	238
1 25	3.69	245
1 9	3.68	245
1 3	3.67	242
1 39	3.67	230
1 35	3.67	232
1 19	3.64	238
1 1	3.64	233
1 37	3.64	243
1 17	3.63	242
1 13	3.63	242
1 7	3.62	232
1 23	3.61	241
1 41	3.60	234
1 15	3.59	240
1 11	3.58	236
1 27	3.53	233
