hg
Chip Chan	RMS
0 0	772.82	639
1 0	498.96	411
2 2	316.51	293
0 28	278.06	257
3 60	219.82	237
2 0	168.79	233
2 4	130.09	238
0 4	91.13	212
0 2	85.61	226
0 6	71.55	224
0 16	69.17	228
0 14	63.95	225
0 8	63.76	228
0 18	63.05	218
0 56	60.76	219
0 22	59.96	227
0 40	59.89	220
0 46	59.36	226
0 52	58.67	234
0 62	58.16	222
0 24	57.97	234
0 34	56.79	216
0 42	56.68	232
0 50	56.63	226
0 54	56.46	222
0 26	56.32	233
0 30	55.86	224
0 36	55.63	226
0 44	54.70	232
0 58	54.64	230
0 32	54.53	233
0 38	52.96	218
0 10	49.64	216
3 62	42.53	236
0 12	42.32	232
3 32	41.85	231
3 58	41.84	230
0 48	41.58	220
2 56	39.89	243
3 54	39.67	240
3 52	39.29	236
2 58	39.20	245
2 62	39.09	249
3 0	38.79	235
2 20	38.63	256
2 46	38.60	252
3 42	38.26	228
2 52	38.20	240
3 44	38.18	234
2 42	38.07	239
2 6	38.03	242
3 2	37.83	229
3 40	37.70	237
3 48	37.65	232
2 50	37.63	245
3 30	37.50	233
2 48	37.29	257
3 12	37.25	236
3 4	37.24	235
2 18	37.23	249
3 6	37.01	239
3 38	36.99	234
2 40	36.92	250
3 34	36.81	234
3 16	36.79	235
3 8	36.70	230
3 36	36.64	233
3 22	36.52	237
3 14	36.04	226
2 10	35.81	260
2 14	35.79	244
2 54	35.75	244
3 28	35.66	241
2 28	35.61	245
2 30	35.58	245
0 60	35.53	222
3 20	35.46	242
2 36	35.37	245
3 18	35.37	246
2 38	35.21	246
2 24	35.17	235
2 32	35.07	253
2 8	35.00	245
2 12	34.90	257
3 24	34.89	234
2 44	34.29	251
0 20	33.39	226
3 26	31.91	224
1 2	28.46	236
1 58	28.42	242
1 56	28.41	240
1 30	28.41	240
1 4	28.10	247
1 48	27.80	247
1 24	27.75	234
2 60	27.67	241
1 60	27.41	240
1 52	27.38	236
1 36	27.28	245
1 50	27.27	234
1 22	27.17	235
1 40	27.15	234
1 46	27.12	244
1 26	27.07	246
1 32	27.00	242
1 20	26.85	236
1 34	26.74	227
1 14	26.57	239
1 8	26.45	227
1 38	26.29	228
1 6	26.14	241
1 18	26.03	235
3 56	26.03	227
1 10	26.00	242
1 28	25.90	236
2 22	25.54	246
3 10	24.66	235
1 44	24.15	233
3 50	24.14	234
2 26	23.71	240
2 16	21.32	248
3 46	21.11	235
2 34	19.72	240
1 54	15.92	224
1 62	15.64	237
1 16	14.60	246
1 42	13.11	235
1 12	11.18	239
0 1	5.34	235
2 1	5.01	248
2 23	5.01	253
2 57	5.00	246
2 15	4.99	244
2 45	4.97	266
2 63	4.94	242
2 13	4.92	253
2 41	4.92	254
0 5	4.90	237
2 19	4.88	246
2 55	4.87	245
2 31	4.87	248
2 25	4.86	254
2 5	4.84	243
2 35	4.82	248
2 3	4.81	255
2 9	4.80	233
2 53	4.79	237
2 49	4.78	245
2 11	4.76	247
0 3	4.76	241
2 17	4.75	247
2 33	4.75	238
2 51	4.74	246
2 21	4.73	249
2 7	4.72	253
2 37	4.71	252
2 39	4.70	243
2 43	4.70	253
2 29	4.69	251
2 59	4.68	251
0 9	4.68	231
0 7	4.68	221
2 47	4.64	239
2 61	4.63	247
0 11	4.61	229
2 27	4.56	245
0 19	4.53	233
0 21	4.49	229
0 63	4.48	234
0 17	4.45	231
0 13	4.41	233
0 23	4.40	237
0 25	4.38	225
0 31	4.36	236
0 29	4.34	226
0 35	4.31	233
3 37	4.31	239
0 41	4.29	225
3 57	4.27	236
0 43	4.27	228
3 59	4.26	240
0 45	4.24	230
0 57	4.23	228
3 61	4.22	231
3 3	4.21	239
0 33	4.20	233
0 53	4.20	235
3 5	4.17	237
0 27	4.15	230
3 45	4.14	241
0 51	4.14	230
0 47	4.13	221
0 39	4.13	226
0 61	4.13	229
0 59	4.12	218
3 9	4.11	232
3 63	4.11	240
0 49	4.11	223
0 37	4.10	221
0 15	4.10	234
3 15	4.09	243
3 39	4.09	233
3 17	4.09	230
3 41	4.08	247
3 49	4.06	241
3 21	4.06	232
3 11	4.06	229
0 55	4.06	219
3 31	4.03	232
3 19	4.03	227
3 55	4.01	225
3 43	4.00	234
3 47	3.99	231
3 7	3.98	241
3 29	3.98	229
3 25	3.98	237
3 1	3.97	230
3 51	3.96	233
3 33	3.95	240
3 35	3.94	236
3 53	3.92	229
3 27	3.91	229
3 23	3.88	235
3 13	3.87	225
1 49	3.87	243
1 59	3.79	247
1 61	3.73	238
1 21	3.69	235
1 29	3.69	249
1 5	3.69	238
1 31	3.68	239
1 53	3.66	240
1 63	3.66	230
1 41	3.65	234
1 51	3.64	237
1 45	3.63	243
1 55	3.62	231
1 47	3.62	241
1 57	3.62	235
1 43	3.61	240
1 25	3.61	244
1 37	3.59	242
1 27	3.57	232
1 23	3.57	241
1 11	3.57	236
1 33	3.55	240
1 13	3.55	241
1 7	3.53	232
1 9	3.52	245
1 17	3.51	241
1 35	3.45	232
1 39	3.43	230
1 19	3.39	237
1 1	3.39	232
1 15	3.38	240
1 3	3.38	241
