hg
Chip Chan	RMS
0 0	815.96	707
1 0	636.26	511
1 30	633.78	563
1 32	633.23	564
3 62	630.94	565
1 46	626.98	560
3 42	626.53	560
1 48	626.53	561
3 20	625.83	563
0 14	625.79	555
0 54	625.31	554
0 32	624.87	558
3 22	624.87	562
3 54	624.21	562
1 26	623.65	558
0 18	623.62	551
3 40	623.37	560
0 52	623.00	555
1 40	622.24	555
0 24	621.13	555
0 26	621.04	555
3 18	620.81	560
1 36	620.80	557
1 60	620.78	554
3 38	620.73	558
0 16	620.11	551
0 30	619.83	551
3 34	619.29	557
0 38	618.86	549
2 42	618.70	555
1 24	618.38	551
0 34	618.26	548
1 4	617.71	552
0 36	617.60	550
1 50	616.60	550
2 40	616.54	555
1 34	616.49	548
1 52	615.58	549
2 62	615.50	554
3 52	615.26	554
3 12	614.66	553
0 8	614.12	546
1 38	614.12	547
0 22	614.09	547
2 10	613.81	555
3 48	613.68	552
3 16	613.68	552
1 2	613.42	546
1 20	612.41	547
0 42	612.17	547
1 22	612.02	546
3 2	611.92	549
3 28	611.53	552
0 44	611.21	546
1 58	610.59	548
0 62	610.35	544
0 6	610.11	541
3 36	609.81	549
3 6	609.64	549
3 58	609.57	547
3 4	609.56	549
2 38	609.36	550
3 8	609.34	547
3 14	609.30	547
0 2	608.64	540
3 24	608.53	548
2 56	608.43	547
3 30	608.41	547
1 28	608.39	544
1 56	607.02	544
2 6	606.99	546
2 46	606.46	549
3 44	606.40	546
3 32	606.37	546
0 56	606.20	540
1 18	605.57	541
2 30	605.54	546
1 14	605.08	542
3 0	605.02	545
3 60	604.44	523
2 58	604.20	545
0 46	602.66	539
2 12	602.49	546
1 10	602.25	539
2 52	602.21	543
0 40	601.66	537
2 32	600.85	544
2 28	600.77	542
2 48	600.22	545
1 6	600.02	537
2 54	599.84	541
1 8	599.39	534
0 50	599.04	536
2 20	598.95	544
2 36	598.11	540
2 44	597.74	542
0 4	597.55	527
2 18	596.74	540
0 28	596.33	505
2 8	593.81	536
0 58	593.30	532
2 50	586.68	531
2 2	586.05	497
2 24	580.61	524
2 0	579.99	511
2 4	577.78	515
2 14	577.48	522
1 44	569.83	508
3 26	557.78	504
0 12	393.35	364
2 60	391.68	366
3 10	390.98	362
1 62	390.92	363
3 50	390.09	361
2 26	389.74	364
3 56	388.95	358
2 22	388.06	366
1 54	387.31	356
1 16	387.27	362
0 10	384.55	353
0 48	381.18	352
3 46	309.22	300
0 20	306.17	298
2 16	304.90	304
2 34	304.58	300
1 12	301.17	298
0 60	297.23	291
1 42	145.56	231
3 15	44.89	240
2 15	43.31	242
0 15	41.32	232
3 57	41.09	233
3 55	40.29	222
3 45	40.17	238
3 53	40.09	226
3 47	40.00	227
3 49	39.99	238
3 51	39.94	230
3 59	39.76	237
3 43	39.76	231
3 39	39.17	230
3 37	39.13	236
3 61	39.11	228
3 63	39.01	236
3 41	38.96	244
3 35	38.91	232
3 33	38.80	236
3 25	38.77	234
3 19	38.72	224
3 21	38.65	229
3 27	38.62	226
0 57	38.59	224
3 29	38.37	226
0 55	38.36	216
3 17	38.28	227
3 23	38.26	231
3 31	38.22	229
3 13	37.97	222
1 55	37.96	228
1 61	37.90	234
3 11	37.83	225
0 53	37.80	231
1 59	37.80	243
0 59	37.79	214
2 55	37.78	242
0 61	37.75	226
1 57	37.75	231
3 7	37.66	238
1 53	37.56	236
0 51	37.54	226
2 49	37.51	242
2 53	37.50	234
3 9	37.45	229
2 57	37.38	243
0 63	37.30	231
1 51	37.25	233
3 5	37.24	234
0 49	37.20	220
2 51	37.18	243
1 63	37.18	226
0 45	37.15	226
0 41	37.14	221
1 49	37.10	239
0 47	37.05	218
2 47	37.04	236
2 43	37.04	250
2 45	37.02	262
0 43	37.00	224
1 47	36.87	238
1 45	36.80	239
0 39	36.73	223
2 41	36.72	251
2 35	36.58	245
2 37	36.55	249
2 61	36.46	244
1 43	36.42	237
2 59	36.37	248
3 3	36.36	236
1 41	36.35	230
2 39	36.32	240
0 35	36.28	229
0 37	36.23	218
0 33	36.22	229
2 27	36.21	242
0 27	36.17	226
2 29	36.02	248
2 63	35.98	239
3 1	35.92	227
0 31	35.88	233
0 29	35.87	223
2 33	35.79	235
1 39	35.75	226
0 23	35.66	234
2 25	35.66	251
0 25	35.58	221
0 21	35.55	226
2 31	35.53	245
2 17	35.52	244
1 35	35.49	228
0 17	35.46	228
2 19	35.44	243
2 21	35.40	246
1 29	35.38	245
1 33	35.32	236
1 37	35.31	239
0 13	35.28	230
2 9	35.19	230
2 11	35.07	245
1 25	35.06	241
0 11	35.04	226
2 23	35.00	250
2 13	34.95	251
1 27	34.91	229
0 7	34.90	217
2 5	34.90	240
1 23	34.87	237
1 31	34.86	235
1 21	34.86	231
0 9	34.80	228
2 7	34.79	251
0 19	34.73	229
0 5	34.42	234
1 15	34.36	237
2 3	34.33	253
1 19	34.31	234
1 17	34.26	238
1 11	34.10	232
1 9	34.00	242
2 1	33.79	246
1 13	33.72	238
0 3	33.64	237
1 7	33.58	228
1 5	33.46	235
0 1	33.40	233
1 3	32.83	238
1 1	32.59	229
