hg
Chip Chan	RMS
0 0	757.10	636
1 0	500.47	412
2 2	324.53	298
0 28	260.70	246
3 60	223.17	236
2 0	182.73	232
2 4	140.70	237
0 4	58.64	215
0 2	53.75	230
0 6	51.01	228
0 8	49.17	231
0 14	48.29	228
0 18	47.66	221
0 16	46.82	231
0 40	45.37	224
0 46	44.96	230
0 22	44.94	230
0 52	44.39	237
0 62	44.31	225
0 34	42.91	219
0 54	42.75	225
0 42	42.74	235
0 24	42.17	238
0 30	42.15	227
0 50	42.01	230
0 36	41.65	229
0 56	41.62	222
0 32	41.53	237
0 44	41.00	234
0 26	39.75	236
0 38	39.59	220
0 10	39.30	219
0 58	36.62	234
0 12	33.35	235
0 48	32.40	223
3 32	31.03	231
2 56	30.97	244
2 20	30.67	257
2 6	28.94	243
2 58	28.69	246
2 42	28.59	240
0 60	28.56	224
3 62	27.93	236
3 58	27.70	231
2 46	27.28	252
2 62	27.06	249
2 52	26.98	240
0 20	26.58	227
2 18	26.15	250
3 0	25.87	235
2 48	25.81	258
2 50	25.67	246
2 8	25.56	246
2 40	25.48	251
3 54	25.35	239
2 10	25.24	261
3 2	25.04	229
2 14	24.89	244
3 42	24.87	229
2 30	24.81	246
2 12	24.77	258
2 28	24.70	246
2 54	24.70	245
3 44	24.70	235
2 38	24.67	247
2 24	24.53	236
3 52	24.42	237
3 4	24.26	236
3 48	24.25	233
3 30	24.09	233
2 32	23.88	254
3 40	23.82	238
3 34	23.77	235
3 12	23.68	236
3 38	23.58	235
3 16	23.48	235
3 6	23.46	240
3 36	23.39	233
2 36	23.29	246
2 44	23.22	252
3 14	22.86	226
3 28	22.66	241
3 8	22.65	230
3 22	22.61	237
1 2	22.60	237
3 20	22.35	242
3 18	22.32	246
3 24	21.74	234
1 56	21.64	241
1 30	21.63	241
1 58	21.51	243
1 4	20.91	248
1 24	20.07	235
3 26	19.96	225
2 60	19.40	241
1 60	19.11	241
1 50	19.10	235
1 46	18.99	245
1 48	18.71	249
1 52	18.58	238
1 32	18.42	242
1 40	18.30	235
1 34	18.16	228
2 22	17.89	247
1 36	17.76	246
1 38	17.73	229
1 44	17.70	234
1 26	17.41	247
1 28	17.28	237
2 26	17.13	240
1 22	17.12	236
1 6	16.85	242
1 18	16.67	237
1 10	16.64	243
1 20	16.54	237
3 56	16.30	226
3 10	16.18	235
1 8	16.09	229
3 50	16.06	234
1 14	16.05	240
2 16	15.39	248
2 34	13.85	240
3 46	13.39	235
1 62	12.52	238
1 42	12.42	235
1 54	12.33	225
1 16	11.07	247
1 12	9.64	240
0 5	5.38	237
0 7	5.29	221
0 1	5.24	236
0 9	5.22	231
0 3	5.22	241
0 13	5.13	233
0 17	5.09	232
0 11	5.06	229
0 63	4.99	235
0 57	4.98	228
0 23	4.98	237
0 21	4.96	230
0 19	4.94	233
0 31	4.93	237
0 33	4.89	233
0 55	4.89	220
0 45	4.88	230
0 53	4.86	235
0 43	4.86	228
0 41	4.86	225
0 37	4.84	222
0 27	4.84	230
0 35	4.81	233
0 29	4.79	227
0 25	4.75	225
0 39	4.75	227
0 47	4.71	222
0 61	4.71	230
0 49	4.70	224
0 59	4.68	218
0 51	4.67	230
0 15	4.36	235
2 15	4.25	244
2 7	4.19	254
2 13	4.18	254
2 3	4.18	256
2 23	4.15	254
2 45	4.15	266
2 35	4.14	248
2 29	4.14	252
2 1	4.11	249
2 25	4.11	254
2 43	4.09	254
2 59	4.08	251
2 19	4.07	246
2 11	4.07	247
2 17	4.07	247
2 57	4.06	247
2 37	4.06	252
2 31	4.06	249
2 55	4.05	246
2 49	4.03	245
2 47	4.03	240
2 41	4.03	255
2 63	4.00	243
2 5	3.99	243
2 27	3.98	245
2 9	3.98	233
2 39	3.97	243
2 21	3.97	249
1 57	3.96	235
2 53	3.95	238
2 33	3.95	238
1 49	3.94	243
2 61	3.93	247
1 59	3.93	247
1 25	3.92	245
1 51	3.88	237
1 55	3.86	232
1 29	3.86	250
1 11	3.84	236
1 61	3.83	238
1 45	3.83	243
2 51	3.82	247
1 53	3.82	240
1 43	3.82	241
1 9	3.82	245
1 27	3.82	233
1 63	3.79	230
1 5	3.79	238
1 47	3.76	242
1 31	3.75	239
1 33	3.74	241
1 35	3.74	232
1 23	3.73	241
1 21	3.73	235
1 41	3.73	234
1 15	3.73	240
1 39	3.71	230
1 19	3.70	238
1 37	3.68	243
1 17	3.68	242
1 13	3.65	242
1 3	3.62	242
1 7	3.57	232
1 1	3.54	232
3 23	3.34	235
3 15	3.33	243
3 57	3.32	237
3 43	3.28	234
3 41	3.27	248
3 25	3.24	238
3 45	3.24	241
3 5	3.23	238
3 29	3.22	230
3 61	3.22	231
3 59	3.22	240
3 35	3.21	236
3 33	3.21	240
3 37	3.21	240
3 7	3.20	241
3 53	3.20	230
3 63	3.16	240
3 3	3.16	239
3 39	3.16	233
3 1	3.14	230
3 17	3.14	230
3 49	3.13	241
3 27	3.11	229
3 31	3.11	232
3 11	3.11	229
3 55	3.11	225
3 19	3.10	227
3 21	3.10	232
3 47	3.08	231
3 13	3.08	226
3 9	3.04	232
3 51	3.03	234
