hg
Chip Chan	RMS
0 0	791.11	686
1 0	486.00	433
2 2	303.61	305
0 28	276.41	274
3 60	208.81	242
2 0	154.27	240
2 4	114.65	244
0 4	91.54	218
0 2	85.42	232
0 6	68.32	229
0 16	65.48	233
0 14	58.86	230
0 18	57.54	223
0 8	57.50	233
0 56	54.98	223
0 22	53.86	230
0 40	53.31	225
0 46	52.67	231
0 52	52.47	238
0 24	51.96	239
0 62	51.56	226
0 54	49.90	226
0 42	49.65	236
0 34	49.60	221
0 26	49.49	238
0 30	48.55	228
0 50	48.51	231
0 58	48.14	235
0 10	47.82	219
0 36	47.36	231
0 44	47.15	235
0 32	46.79	238
3 62	45.66	237
3 58	44.79	232
0 38	44.76	222
3 54	42.01	241
3 32	41.29	233
3 52	41.18	238
2 62	40.69	250
3 42	40.18	230
0 12	40.14	235
3 40	40.04	239
3 0	39.97	236
2 58	39.63	247
3 34	39.38	235
2 56	39.34	245
3 48	39.20	234
3 12	39.07	236
3 36	38.93	234
3 2	38.87	230
3 6	38.71	240
3 38	38.67	236
0 48	38.59	224
3 44	38.41	237
2 46	38.18	253
3 16	37.90	236
3 22	37.89	238
2 52	37.81	242
2 48	37.51	259
2 50	37.49	246
3 30	37.31	235
2 40	37.12	251
3 8	36.94	231
2 42	36.87	240
3 4	36.84	236
3 14	36.69	227
3 18	36.54	247
2 54	36.22	245
2 18	36.10	250
3 28	35.93	241
3 20	35.93	244
2 20	35.65	259
3 24	35.62	235
2 28	35.12	247
2 10	34.98	261
2 30	34.71	246
2 38	34.63	248
2 24	34.38	236
0 60	34.37	224
2 6	34.34	244
2 32	33.98	254
2 14	33.97	245
2 36	33.78	247
2 44	33.13	253
2 12	32.91	258
3 26	32.47	226
2 8	32.41	247
2 60	31.34	242
0 20	31.24	228
3 56	30.88	227
3 10	29.52	236
3 50	28.77	235
2 22	27.99	248
3 46	25.86	236
2 26	25.74	241
2 16	24.31	248
2 34	22.30	241
1 56	22.03	241
1 30	21.80	241
1 58	21.79	243
1 52	21.58	238
1 2	21.57	237
1 40	21.47	235
1 48	21.38	249
1 46	21.37	246
1 36	21.31	248
1 50	21.23	236
1 32	21.04	243
1 38	20.91	229
1 60	20.87	241
1 34	20.68	228
1 4	20.12	249
1 24	19.71	235
1 44	19.44	234
1 22	19.14	237
1 26	18.95	248
1 6	18.09	243
1 20	17.97	238
1 10	17.91	243
1 28	17.75	237
1 18	17.32	237
1 8	17.25	230
1 14	16.68	241
1 54	15.07	225
1 62	14.70	238
1 42	12.88	235
1 16	12.12	248
1 12	11.12	240
2 15	4.75	244
2 7	4.73	253
2 1	4.73	248
2 41	4.69	255
2 45	4.69	266
2 13	4.67	254
2 55	4.65	245
2 57	4.65	246
2 51	4.64	246
2 59	4.63	251
2 53	4.63	238
2 29	4.62	251
2 5	4.61	243
2 63	4.60	242
2 27	4.60	245
2 21	4.59	249
2 19	4.57	246
2 35	4.57	248
2 11	4.57	247
2 25	4.56	254
2 31	4.55	248
2 9	4.54	233
2 23	4.51	253
2 61	4.51	247
2 39	4.48	243
2 3	4.48	255
2 33	4.47	238
2 49	4.47	245
2 37	4.43	252
0 15	4.43	234
2 17	4.42	247
2 47	4.41	239
2 43	4.40	254
0 1	4.38	235
3 15	4.07	243
3 41	4.04	247
3 57	4.03	237
3 7	4.03	241
3 63	4.01	240
3 5	3.98	238
3 25	3.96	238
0 3	3.96	241
3 9	3.95	232
3 3	3.95	240
3 59	3.94	240
3 47	3.93	231
3 27	3.93	229
3 33	3.91	240
3 53	3.91	230
3 49	3.91	241
3 11	3.90	229
3 51	3.89	233
0 5	3.89	237
3 23	3.87	235
0 11	3.86	229
3 31	3.86	232
3 45	3.85	241
3 13	3.85	226
3 61	3.84	231
3 29	3.84	230
0 17	3.84	231
0 13	3.83	233
3 37	3.82	240
3 1	3.80	230
3 17	3.80	230
3 19	3.79	227
3 43	3.79	234
0 9	3.79	231
3 35	3.77	236
0 31	3.76	237
0 63	3.75	235
3 39	3.75	234
3 55	3.74	226
0 7	3.73	221
0 21	3.73	230
0 29	3.72	227
3 21	3.72	232
0 19	3.67	233
0 59	3.65	218
1 33	3.63	240
0 27	3.63	230
1 49	3.63	243
1 51	3.62	237
0 25	3.62	225
1 37	3.61	243
0 61	3.61	229
1 57	3.61	235
0 51	3.61	230
0 33	3.60	233
1 61	3.60	238
0 53	3.60	235
0 43	3.59	228
0 45	3.59	230
1 45	3.58	243
1 43	3.58	241
0 23	3.57	237
0 41	3.57	225
0 47	3.56	222
1 31	3.56	239
0 49	3.56	223
1 9	3.56	245
1 53	3.55	240
1 41	3.55	234
0 35	3.55	233
1 5	3.54	238
1 17	3.54	242
0 57	3.54	228
1 3	3.53	242
1 47	3.52	241
1 15	3.52	240
0 37	3.52	222
1 23	3.51	241
0 39	3.51	227
1 21	3.51	235
0 55	3.51	219
1 63	3.49	230
1 55	3.48	232
1 39	3.47	230
1 7	3.47	232
1 59	3.46	247
1 19	3.44	238
1 29	3.42	249
1 13	3.40	242
1 35	3.38	232
1 11	3.38	236
1 25	3.37	245
1 27	3.31	233
1 1	3.30	232
