hg
Chip Chan	RMS
2 10	1260.56	1091
2 12	1258.72	1089
2 20	1256.94	1092
2 4	1256.23	1087
2 18	1255.75	1094
2 0	1255.73	1086
2 8	1254.94	1087
2 6	1254.69	1085
2 32	1254.24	1087
2 30	1254.12	1086
2 48	1253.64	1092
2 40	1253.32	1087
2 14	1252.36	1085
2 44	1252.03	1087
2 36	1251.59	1089
2 28	1251.29	1087
2 2	1251.29	1093
2 46	1251.27	1088
2 62	1250.93	1085
2 56	1250.55	1083
2 42	1250.03	1083
2 38	1249.92	1083
2 52	1249.86	1087
2 54	1248.97	1083
2 50	1248.87	1087
2 24	1248.41	1082
2 58	1247.67	1086
0 8	1246.63	1067
0 6	1246.17	1061
0 2	1246.01	1063
0 26	1244.50	1067
0 16	1243.39	1064
0 14	1243.25	1063
0 24	1243.06	1067
0 4	1242.40	1061
0 22	1242.39	1065
0 18	1242.06	1058
0 42	1241.81	1062
0 32	1241.59	1062
0 52	1240.74	1061
0 30	1240.31	1061
0 36	1239.88	1061
0 38	1238.88	1057
0 40	1238.65	1060
0 46	1238.16	1059
0 44	1238.14	1061
0 58	1238.06	1061
0 56	1237.11	1059
0 50	1236.90	1057
0 54	1236.86	1055
0 28	1236.05	1066
0 62	1235.98	1056
0 34	1235.26	1053
3 6	1220.90	1050
3 12	1218.67	1046
3 16	1218.61	1049
3 18	1218.61	1049
3 4	1218.46	1045
3 2	1218.38	1044
3 0	1218.33	1043
3 8	1217.86	1046
3 20	1217.74	1046
3 22	1217.74	1049
3 28	1217.11	1049
1 4	1216.56	1040
1 6	1216.05	1039
3 30	1214.79	1046
3 54	1214.58	1046
1 2	1214.45	1036
3 24	1214.39	1045
3 40	1214.38	1046
3 14	1214.33	1043
3 44	1214.29	1050
3 48	1214.20	1050
3 38	1214.07	1047
1 10	1214.04	1037
3 32	1213.54	1043
3 34	1213.46	1044
3 36	1213.03	1047
3 62	1212.27	1045
3 52	1212.25	1047
3 42	1212.21	1043
1 14	1212.01	1039
1 26	1211.80	1036
3 60	1211.52	1053
1 20	1211.38	1033
1 18	1210.53	1033
3 58	1210.40	1047
1 22	1210.29	1034
1 36	1209.63	1035
1 8	1209.60	1031
1 28	1209.08	1034
1 48	1209.07	1036
1 24	1208.82	1033
1 30	1208.56	1034
1 56	1208.25	1034
1 58	1207.79	1034
1 32	1207.21	1031
1 40	1206.47	1032
1 46	1206.26	1031
1 50	1206.20	1031
3 26	1206.09	1028
1 60	1205.96	1031
1 52	1205.50	1030
1 38	1205.39	1030
1 34	1205.26	1029
1 44	1192.86	1015
1 0	1184.07	1035
2 22	1165.56	993
2 26	1161.09	990
2 60	1159.01	989
0 12	1145.09	968
0 10	1142.71	963
0 48	1140.63	962
3 50	1122.88	950
3 10	1122.79	951
1 16	1117.54	955
3 56	1115.45	945
1 62	1111.39	951
1 54	1106.74	944
2 16	1082.41	930
0 0	1069.82	839
2 34	1069.13	920
0 20	1060.64	901
0 60	1054.13	897
3 46	1035.79	885
1 12	1028.58	887
1 42	548.85	505
3 57	123.95	230
2 55	123.18	239
2 49	122.34	239
2 53	121.82	231
3 55	121.78	219
2 57	121.74	240
2 45	121.65	259
2 51	121.06	240
3 47	121.03	224
2 47	120.92	233
3 49	120.91	235
2 43	120.88	247
3 53	120.82	223
2 61	120.39	240
3 51	120.11	227
0 57	120.09	222
2 59	120.00	245
3 45	119.99	235
2 37	119.77	246
3 63	119.59	233
2 63	119.47	236
2 41	119.45	248
2 35	119.39	242
3 59	119.21	234
3 43	119.15	228
2 39	119.12	237
3 39	118.77	227
3 61	118.38	225
3 37	118.25	233
0 55	117.66	213
3 41	117.53	241
3 35	117.42	229
0 59	117.38	212
0 51	117.06	224
0 63	116.87	229
3 33	116.76	233
0 61	116.57	223
3 25	116.52	231
2 29	116.45	245
2 33	116.22	232
2 31	116.16	242
0 43	116.14	222
0 53	116.01	229
0 45	116.01	224
0 39	115.84	220
0 41	115.82	219
3 19	115.67	221
2 27	115.60	239
3 31	115.59	226
3 23	115.27	229
0 47	115.27	216
0 49	115.20	217
3 27	115.05	223
3 17	114.38	224
3 21	114.28	226
3 29	114.10	224
2 25	114.08	248
2 21	113.80	243
0 35	113.59	227
2 17	113.49	241
2 19	113.47	240
2 15	112.98	238
2 23	112.86	247
1 57	112.83	230
0 37	112.82	216
1 59	112.70	241
0 33	112.63	227
0 27	112.51	224
0 31	112.25	231
1 55	112.19	227
2 13	111.91	248
3 13	111.86	220
1 61	111.82	233
0 29	111.55	220
1 51	111.53	232
1 53	111.38	235
3 15	111.36	237
3 11	111.23	223
1 63	111.16	225
1 47	111.08	236
0 25	111.02	219
2 11	110.86	242
1 49	110.83	238
0 23	110.68	232
3 7	110.56	235
2 9	110.47	227
0 21	110.36	224
1 45	110.14	238
3 9	110.03	226
2 7	109.84	247
2 5	109.49	238
1 41	109.36	229
3 5	109.17	232
1 43	109.16	235
1 39	109.07	225
0 17	109.07	226
0 13	108.95	228
0 15	108.86	229
0 19	108.83	227
1 35	108.15	227
0 11	107.76	224
0 7	107.64	215
2 3	107.47	250
1 37	107.33	237
1 29	106.75	244
1 33	106.67	235
1 31	106.47	234
0 9	106.45	225
1 25	106.28	239
3 3	105.88	234
1 21	105.79	230
1 23	105.61	236
1 27	105.58	227
2 1	105.34	243
0 5	104.96	231
3 1	104.86	224
1 19	104.20	233
0 3	103.43	235
1 17	103.41	236
1 15	103.33	235
1 9	102.71	240
1 11	102.33	231
0 1	102.08	230
1 13	101.34	237
1 5	100.30	233
1 7	100.23	227
1 3	99.08	237
1 1	98.31	228
