hg
Chip Chan	RMS
0 0	777.80	670
1 0	506.33	444
2 2	325.31	322
0 28	264.63	267
3 60	223.82	255
2 0	184.53	248
2 4	148.89	246
0 4	89.24	216
0 2	86.22	230
0 6	82.40	227
0 8	81.50	230
0 14	81.36	227
0 18	80.72	220
0 16	80.47	230
0 22	79.10	229
0 40	79.08	222
0 46	78.87	228
0 52	78.48	236
0 62	77.90	224
0 24	77.49	236
0 34	77.05	218
0 54	76.90	224
0 42	76.84	233
0 44	76.65	233
0 56	76.56	221
0 30	76.41	226
0 32	76.39	235
0 50	76.39	228
0 36	76.09	228
0 26	75.71	235
0 38	74.65	219
0 58	72.97	232
2 20	66.95	257
2 56	66.66	244
2 42	66.58	239
2 18	66.43	249
2 6	66.19	243
3 32	65.83	232
2 28	65.73	245
2 58	65.68	246
2 52	65.65	240
2 8	65.58	245
2 50	65.57	245
2 48	65.57	258
2 40	65.57	250
2 46	65.56	252
2 62	65.51	249
3 58	64.96	230
2 10	64.95	260
3 62	64.94	236
2 30	64.73	245
2 38	64.49	246
2 54	64.47	244
3 42	64.44	228
2 12	64.38	257
2 36	64.35	245
2 14	64.31	244
2 24	64.31	236
3 44	64.25	234
2 44	64.15	251
2 32	64.12	253
3 54	63.87	240
3 48	63.86	233
3 2	63.83	229
3 52	63.77	236
3 4	63.76	235
3 30	63.68	233
3 28	63.42	240
3 38	63.37	234
3 36	63.32	233
3 6	63.25	239
3 8	63.24	229
3 0	63.23	234
3 22	63.23	237
3 14	63.11	226
3 16	62.87	235
3 12	62.87	235
3 40	62.86	237
3 24	62.75	234
3 18	62.63	245
3 20	62.56	242
3 34	62.48	234
1 56	62.25	239
1 60	62.20	239
1 2	62.17	235
1 58	62.13	242
1 4	62.13	247
1 40	62.09	233
1 48	61.97	247
1 36	61.80	245
1 14	61.60	239
1 46	61.59	244
1 50	61.56	233
1 26	61.43	246
1 10	61.29	242
1 24	61.23	234
1 8	61.22	228
1 20	61.14	236
1 32	61.10	241
1 30	61.05	240
1 22	61.03	234
1 6	60.96	241
1 52	60.92	236
1 34	60.80	226
1 38	60.76	228
1 28	60.62	235
1 18	60.61	236
3 26	56.74	224
1 44	53.60	233
0 10	52.81	218
0 12	47.79	234
0 48	47.64	222
0 60	37.74	224
2 60	37.30	241
0 20	36.35	227
2 22	35.88	247
2 26	35.43	240
3 50	34.42	234
3 10	34.36	235
3 56	34.22	227
1 62	32.64	237
1 54	32.47	224
1 16	31.93	246
2 16	27.02	248
2 34	25.89	240
3 46	25.69	236
1 12	23.31	239
1 42	14.68	235
0 5	5.64	237
0 1	5.62	236
0 3	5.60	241
0 11	5.51	229
0 7	5.44	221
0 9	5.43	231
0 63	5.40	235
0 17	5.38	232
0 23	5.36	238
0 13	5.35	233
0 21	5.33	230
0 33	5.31	233
0 31	5.26	237
0 53	5.23	235
0 19	5.23	233
0 49	5.21	224
0 47	5.19	222
0 37	5.17	222
0 25	5.14	225
0 61	5.13	230
0 39	5.12	227
0 29	5.12	227
0 27	5.11	230
0 41	5.10	225
0 59	5.10	218
0 45	5.08	230
0 55	5.08	220
0 35	5.07	233
0 43	5.07	228
0 57	5.04	228
0 51	4.99	230
2 15	4.69	244
2 59	4.52	251
0 15	4.52	235
2 3	4.50	256
2 1	4.49	248
2 9	4.39	233
2 43	4.38	254
2 35	4.38	248
2 45	4.36	266
2 55	4.35	245
2 57	4.35	246
2 11	4.34	247
2 17	4.34	247
2 29	4.32	251
2 31	4.30	249
2 7	4.30	253
2 13	4.30	254
2 21	4.28	249
2 23	4.27	254
2 61	4.26	247
2 27	4.26	245
2 41	4.25	255
2 5	4.25	243
2 25	4.25	254
2 39	4.23	243
2 47	4.20	240
2 53	4.19	238
2 49	4.19	245
2 63	4.19	243
2 33	4.17	238
2 37	4.17	252
1 61	4.16	238
2 51	4.16	246
2 19	4.15	246
1 45	4.14	244
1 57	4.13	236
1 53	4.12	240
1 25	4.08	245
1 51	4.08	237
1 11	4.07	236
1 47	4.06	242
1 55	4.05	232
1 59	4.02	247
1 29	3.99	250
1 7	3.99	232
1 37	3.99	243
1 41	3.98	234
1 49	3.98	243
1 15	3.96	240
1 43	3.96	241
1 39	3.96	230
1 23	3.95	241
1 35	3.94	232
1 5	3.92	238
1 33	3.92	240
1 63	3.92	230
1 17	3.91	242
1 13	3.91	242
1 21	3.89	235
1 3	3.88	242
1 9	3.85	245
1 31	3.83	239
1 19	3.82	238
1 1	3.80	233
1 27	3.80	233
3 15	3.65	243
3 25	3.57	238
3 5	3.57	238
3 57	3.54	237
3 35	3.54	236
3 61	3.53	232
3 59	3.53	240
3 47	3.51	231
3 21	3.50	233
3 45	3.50	242
3 63	3.49	240
3 11	3.49	229
3 33	3.49	240
3 19	3.48	228
3 51	3.48	234
3 3	3.47	240
3 37	3.47	240
3 13	3.47	226
3 31	3.46	232
3 49	3.44	241
3 55	3.44	226
3 9	3.43	232
3 43	3.42	234
3 7	3.41	241
3 1	3.41	230
3 23	3.41	235
3 41	3.38	248
3 39	3.37	234
3 53	3.37	230
3 27	3.36	229
3 29	3.33	230
3 17	3.32	230
