hg
Chip Chan	RMS
0 0	43.52	232
3 54	41.51	243
3 32	41.50	240
3 40	41.50	252
3 24	41.21	238
3 42	41.18	241
1 36	41.16	255
3 18	41.10	252
3 34	41.07	240
3 58	41.03	251
3 16	41.02	246
3 12	41.01	249
3 22	40.98	252
3 14	40.98	258
3 36	40.94	251
3 60	40.90	233
3 28	40.78	252
3 38	40.70	246
1 20	40.68	252
3 8	40.67	249
3 44	40.64	240
1 24	40.62	257
1 38	40.58	263
3 30	40.58	244
3 6	40.57	247
0 34	40.48	243
1 22	40.45	253
0 42	40.45	248
3 2	40.44	249
3 20	40.44	246
3 62	40.37	244
3 4	40.34	256
3 52	40.31	249
0 58	40.18	238
1 52	40.17	254
3 48	40.14	239
1 28	40.13	262
1 50	40.09	253
0 56	40.04	251
1 6	40.00	256
0 30	39.94	239
1 40	39.89	252
0 32	39.86	243
0 26	39.83	252
1 46	39.81	255
1 34	39.79	254
1 56	39.78	261
1 60	39.75	250
3 0	39.71	242
1 8	39.69	252
0 54	39.68	250
1 10	39.66	258
1 26	39.61	251
0 18	39.56	251
1 4	39.54	248
2 48	39.51	250
1 2	39.49	250
0 62	39.48	233
1 58	39.46	248
0 50	39.46	240
1 14	39.45	262
0 38	39.44	245
0 4	39.44	238
1 18	39.39	254
0 36	39.39	251
0 16	39.35	246
0 40	39.35	246
0 44	39.34	251
2 2	39.27	247
2 18	39.21	243
0 46	39.20	253
2 38	39.20	255
1 30	39.14	258
1 32	39.13	256
0 52	39.09	244
0 6	38.99	245
0 24	38.90	244
1 0	38.89	256
0 2	38.81	247
1 48	38.81	257
2 52	38.77	249
0 14	38.76	239
0 28	38.72	238
2 46	38.70	246
0 8	38.68	247
2 24	38.62	245
2 42	38.62	246
2 8	38.59	239
0 22	38.50	239
2 54	38.48	249
2 32	38.47	239
2 44	38.42	249
2 56	38.30	249
2 0	38.20	240
2 58	38.18	246
2 40	38.13	258
2 28	38.07	254
2 36	38.06	233
2 20	38.05	244
2 10	38.01	239
2 30	37.99	244
3 26	37.94	237
2 4	37.85	243
2 6	37.81	252
2 12	37.62	239
2 50	37.48	249
2 14	37.31	248
2 62	37.29	255
1 44	36.17	256
3 56	26.38	255
1 16	26.37	255
1 62	26.14	269
3 50	25.99	249
3 10	25.53	254
0 48	25.53	248
1 54	25.45	253
0 12	24.97	244
2 60	24.78	245
0 10	24.57	251
2 26	24.55	237
2 22	24.28	246
1 12	21.45	253
0 60	21.26	237
3 46	20.97	253
2 16	20.63	245
0 20	19.61	241
2 34	19.08	240
1 42	13.13	259
3 15	3.24	255
1 59	3.23	255
1 25	3.23	252
3 57	3.23	253
1 31	3.21	255
1 37	3.21	262
1 29	3.21	255
1 61	3.20	261
1 19	3.20	255
1 41	3.18	256
1 3	3.18	243
3 9	3.18	250
1 39	3.17	256
1 49	3.17	248
1 7	3.16	255
1 15	3.16	256
1 57	3.15	257
1 9	3.15	247
1 35	3.14	251
1 45	3.14	251
1 55	3.14	251
1 51	3.13	250
1 33	3.13	261
1 23	3.12	254
3 13	3.12	256
1 21	3.12	257
3 11	3.10	248
3 7	3.10	243
3 31	3.10	252
1 43	3.10	255
1 47	3.10	253
1 11	3.08	249
1 63	3.07	252
3 51	3.07	237
1 5	3.07	266
3 43	3.07	248
1 17	3.07	249
3 47	3.06	237
3 23	3.05	255
3 37	3.05	252
1 1	3.04	253
3 61	3.04	250
1 27	3.03	248
1 13	3.03	250
3 55	3.03	243
3 19	3.02	245
3 21	3.01	247
3 41	3.01	244
1 53	3.00	261
3 17	3.00	241
3 1	2.99	264
3 5	2.98	248
3 35	2.96	247
3 63	2.96	247
3 45	2.95	244
3 59	2.94	246
3 29	2.93	247
3 53	2.93	247
3 3	2.93	241
3 49	2.92	242
3 39	2.90	240
3 25	2.90	240
3 27	2.90	240
0 45	2.89	247
0 53	2.88	252
0 23	2.86	244
0 55	2.86	249
0 5	2.86	247
0 43	2.85	245
0 29	2.85	242
0 17	2.85	247
3 33	2.84	237
0 13	2.82	253
0 47	2.82	244
0 61	2.81	243
2 5	2.79	243
0 15	2.79	239
0 49	2.79	240
0 63	2.78	241
0 7	2.77	242
0 19	2.77	256
2 41	2.77	246
0 27	2.77	244
0 57	2.77	245
2 3	2.76	246
0 37	2.76	245
2 57	2.76	249
0 9	2.75	238
0 1	2.75	240
0 11	2.74	239
0 41	2.73	237
2 47	2.72	244
0 59	2.72	233
2 29	2.71	246
0 35	2.70	240
2 43	2.69	254
2 9	2.69	249
0 3	2.68	238
2 49	2.68	247
0 33	2.67	240
0 51	2.66	233
2 55	2.66	237
2 7	2.66	242
0 21	2.66	236
2 45	2.65	232
2 37	2.65	244
2 23	2.64	246
2 63	2.64	251
2 27	2.64	247
2 15	2.64	231
2 33	2.64	244
2 59	2.64	237
2 35	2.64	249
2 51	2.64	245
0 39	2.61	238
0 31	2.61	237
2 17	2.60	241
2 25	2.60	241
2 11	2.59	239
0 25	2.59	229
2 53	2.59	243
2 19	2.58	243
2 31	2.58	243
2 1	2.57	240
2 21	2.56	241
2 39	2.55	237
2 61	2.54	237
2 13	2.51	237
