hg
Chip Chan	RMS
0 0	781.11	671
1 0	501.30	435
2 2	322.46	311
0 28	281.76	271
3 60	223.49	248
2 0	177.39	240
2 4	143.12	241
0 4	109.02	215
0 2	103.91	230
0 6	91.45	227
0 16	89.95	230
0 14	86.39	227
0 8	85.83	231
0 18	84.99	221
0 22	83.66	229
0 56	83.59	221
0 40	82.76	223
0 46	82.59	229
0 52	82.06	236
0 24	82.00	236
0 62	81.00	224
0 42	80.76	234
0 26	80.20	235
0 30	80.12	226
0 54	79.68	224
0 34	79.59	218
0 50	79.41	228
0 36	79.27	228
0 44	79.13	233
0 32	78.90	235
0 58	78.09	232
0 38	77.28	219
3 62	71.95	234
3 58	71.43	228
3 32	70.77	229
2 56	70.07	241
2 42	70.06	237
3 54	70.01	237
2 62	70.01	246
2 18	69.89	246
3 44	69.87	232
2 20	69.69	254
2 58	69.67	243
3 48	69.53	230
3 52	69.49	234
2 46	69.42	249
3 42	69.34	226
2 50	69.20	242
2 52	69.17	237
3 2	69.13	226
2 6	69.08	240
2 40	68.94	247
2 28	68.91	242
3 12	68.87	233
2 48	68.84	255
3 38	68.54	232
3 6	68.51	236
3 40	68.42	235
3 16	68.37	232
3 36	68.34	231
3 0	68.33	231
3 30	68.27	231
3 34	68.25	232
2 10	68.10	257
3 4	68.06	233
2 38	67.95	244
2 8	67.92	243
2 54	67.83	241
3 14	67.79	224
3 22	67.72	234
3 8	67.65	228
2 30	67.60	242
2 24	67.34	233
2 14	67.27	241
3 28	67.26	238
2 36	66.98	243
3 18	66.95	243
2 12	66.89	255
3 24	66.85	232
2 32	66.83	251
2 44	66.70	249
3 20	66.54	240
1 58	61.92	241
1 2	61.49	234
1 40	61.44	233
1 56	61.25	239
1 60	61.24	238
1 50	61.04	232
1 48	61.01	246
1 4	60.91	245
1 24	60.89	233
1 36	60.84	244
1 30	60.74	238
1 46	60.73	243
1 38	60.66	227
1 14	60.57	238
1 22	60.52	234
1 20	60.51	235
3 26	60.26	223
1 8	60.19	227
1 26	60.19	244
1 52	60.14	235
1 34	60.00	225
1 28	59.96	235
1 18	59.78	234
1 6	59.75	240
1 32	59.69	240
1 10	59.52	241
0 10	57.56	218
1 44	53.37	232
0 12	51.25	234
0 48	50.77	222
2 60	41.47	239
0 60	40.80	224
2 22	40.12	245
3 56	39.50	225
0 20	39.19	227
3 10	38.96	234
3 50	38.70	232
2 26	38.48	239
1 54	31.81	224
1 62	31.74	236
1 16	31.15	246
2 16	31.14	247
3 46	30.67	234
2 34	29.10	239
1 12	22.49	239
1 42	14.96	235
2 15	5.40	244
2 7	5.14	253
2 43	5.13	254
2 59	5.12	251
2 51	5.05	247
2 1	5.05	249
2 13	5.03	254
2 63	5.03	243
2 61	5.02	247
2 9	5.02	233
2 5	5.01	243
2 3	5.00	256
2 17	4.97	247
2 35	4.97	248
2 41	4.96	255
2 29	4.96	251
0 1	4.95	235
2 49	4.93	245
2 47	4.92	240
2 33	4.91	238
2 45	4.91	266
2 21	4.91	249
2 39	4.90	243
2 11	4.89	247
2 53	4.88	238
2 37	4.88	252
2 25	4.88	254
2 57	4.87	247
2 23	4.85	254
2 19	4.84	247
2 55	4.84	246
0 5	4.82	237
2 27	4.80	245
2 31	4.80	249
0 3	4.78	241
0 11	4.64	229
0 7	4.57	221
0 13	4.56	233
0 63	4.49	235
0 9	4.48	231
0 23	4.46	237
0 17	4.43	232
0 57	4.39	228
3 59	4.37	240
0 19	4.37	233
0 55	4.35	220
0 21	4.34	230
3 57	4.33	237
3 15	4.33	243
0 43	4.32	228
0 31	4.32	237
3 39	4.31	234
0 53	4.30	235
0 39	4.29	227
0 15	4.28	235
3 7	4.28	241
0 47	4.28	222
3 25	4.27	238
3 49	4.27	241
3 35	4.26	236
3 45	4.25	241
3 51	4.25	233
0 27	4.25	230
3 41	4.25	247
3 63	4.23	240
0 41	4.23	225
3 5	4.23	238
3 33	4.22	240
3 37	4.22	240
0 33	4.21	233
0 25	4.20	225
0 35	4.20	233
0 29	4.19	227
0 49	4.18	224
0 59	4.18	218
0 51	4.17	230
3 9	4.16	232
3 61	4.15	232
3 55	4.15	226
3 23	4.14	235
3 43	4.14	234
3 47	4.14	231
3 13	4.14	226
0 45	4.13	230
3 17	4.12	230
3 29	4.11	230
3 21	4.11	232
0 61	4.11	230
0 37	4.09	222
3 27	4.08	229
3 31	4.07	232
3 3	4.07	240
3 53	4.06	230
3 1	4.03	230
3 11	4.02	229
3 19	4.01	228
1 39	3.94	230
1 43	3.91	241
1 47	3.89	242
1 41	3.88	234
1 57	3.88	235
1 29	3.88	249
1 49	3.88	243
1 53	3.86	240
1 61	3.86	239
1 45	3.86	243
1 59	3.84	247
1 55	3.82	232
1 51	3.79	237
1 63	3.76	230
1 23	3.74	241
1 7	3.73	232
1 17	3.71	242
1 19	3.68	238
1 3	3.68	241
1 13	3.68	242
1 21	3.67	235
1 11	3.66	236
1 31	3.66	239
1 9	3.66	245
1 25	3.66	245
1 37	3.63	243
1 15	3.63	240
1 27	3.63	233
1 33	3.62	240
1 5	3.58	238
1 1	3.57	233
1 35	3.55	232
