hg
Chip Chan	RMS
0 0	751.83	680
1 0	487.41	445
2 2	312.26	323
0 28	267.47	280
3 60	217.45	260
2 0	168.94	253
2 4	130.76	253
0 4	83.44	221
0 2	78.31	235
0 6	66.93	231
0 16	64.08	235
0 8	61.29	234
0 14	61.17	231
0 18	59.85	224
0 40	57.70	226
0 22	57.15	233
0 46	56.47	232
0 56	56.30	225
0 52	55.41	240
0 62	55.18	228
0 24	54.77	241
0 34	54.19	221
0 42	54.00	237
0 30	53.15	230
0 50	53.10	232
0 54	52.78	227
0 36	52.51	232
0 26	51.86	239
0 44	51.56	236
0 32	51.20	240
0 58	49.88	236
0 38	49.42	224
0 10	48.00	221
3 62	40.80	241
3 32	40.23	236
3 58	40.07	235
0 48	39.89	225
2 56	38.51	248
2 58	37.73	249
2 20	37.35	261
3 54	36.89	244
2 62	36.53	254
2 42	36.21	244
3 0	36.12	239
2 46	36.08	257
3 42	36.08	233
2 6	35.94	247
3 52	35.91	241
0 12	35.79	236
3 2	35.75	233
2 52	35.25	245
3 40	35.23	241
3 44	35.19	239
3 48	35.13	237
2 48	34.89	261
3 34	34.88	239
2 18	34.77	253
2 50	34.76	249
3 30	34.65	238
3 38	34.62	238
3 6	34.52	243
3 4	34.36	239
3 36	34.35	237
2 40	34.31	255
0 60	34.13	226
3 16	34.08	239
3 8	33.90	235
3 22	33.20	241
2 28	33.19	249
2 54	33.18	247
2 10	33.15	264
2 8	33.13	249
2 24	32.71	239
2 14	32.69	247
3 14	32.68	230
3 28	32.65	245
3 12	32.63	239
3 20	32.54	246
2 30	32.54	249
3 18	32.49	249
0 20	32.35	229
2 32	32.16	257
2 38	32.13	250
3 24	31.77	238
2 36	31.31	249
2 44	31.03	255
2 12	30.00	261
3 26	29.20	228
2 60	27.74	243
3 56	24.70	229
2 22	24.43	249
3 10	24.40	238
3 50	23.88	237
1 56	23.87	244
1 2	23.73	240
1 58	23.68	246
1 30	23.08	244
1 4	23.05	252
1 24	22.97	238
2 26	22.79	243
1 50	22.63	237
1 46	21.89	248
1 48	21.75	251
1 60	21.60	244
1 52	21.41	240
1 10	21.19	246
1 38	21.14	231
1 6	21.11	245
1 40	21.08	238
1 32	21.02	245
1 36	20.89	249
1 34	20.78	230
2 16	20.77	250
1 26	20.64	250
1 20	20.55	240
1 18	20.43	240
1 22	20.42	239
1 14	20.15	243
3 46	20.08	238
1 8	20.05	232
1 28	20.00	239
1 44	19.70	236
2 34	18.89	242
1 62	13.66	239
1 54	13.46	227
1 42	12.94	237
1 16	12.55	249
1 12	9.87	242
0 1	5.26	236
0 3	5.18	241
0 5	5.07	237
0 11	4.92	229
0 7	4.85	221
0 9	4.84	231
0 13	4.81	233
2 19	4.73	246
0 15	4.70	235
2 1	4.67	248
0 41	4.64	225
0 17	4.63	231
2 25	4.62	254
0 27	4.61	230
0 19	4.61	233
2 45	4.59	266
2 29	4.58	251
0 23	4.56	238
2 3	4.56	255
2 35	4.55	248
2 53	4.54	237
0 21	4.52	230
2 47	4.52	239
2 7	4.51	253
0 25	4.51	225
2 9	4.51	233
2 5	4.49	243
2 37	4.49	252
2 59	4.49	251
2 31	4.49	248
0 29	4.49	226
2 57	4.47	246
2 55	4.47	245
2 43	4.47	254
2 21	4.47	249
0 63	4.47	234
2 63	4.46	243
2 49	4.45	245
0 51	4.45	230
2 41	4.44	254
2 17	4.43	247
2 11	4.43	247
0 31	4.43	237
0 53	4.41	235
2 27	4.40	245
0 57	4.40	228
2 13	4.39	253
0 55	4.38	219
0 35	4.38	233
0 45	4.38	230
2 23	4.37	253
0 33	4.37	233
2 39	4.36	243
0 47	4.35	222
0 43	4.35	228
0 37	4.34	222
0 39	4.34	227
2 61	4.33	247
2 33	4.31	238
0 49	4.30	223
2 15	4.28	244
0 59	4.27	218
2 51	4.26	247
0 61	4.16	230
1 55	4.08	232
1 61	4.05	238
1 59	3.99	246
1 33	3.89	240
1 25	3.89	244
1 63	3.86	230
1 9	3.86	245
3 7	3.85	241
3 23	3.85	235
3 3	3.84	240
1 53	3.84	240
1 21	3.82	235
1 57	3.82	235
1 45	3.82	243
3 59	3.82	240
3 5	3.81	238
1 19	3.79	238
3 47	3.78	231
1 51	3.78	237
1 29	3.78	249
1 49	3.77	243
1 47	3.77	242
3 15	3.75	243
3 63	3.74	240
1 41	3.73	234
1 43	3.73	240
3 13	3.70	226
1 35	3.70	232
3 43	3.70	234
3 19	3.70	227
3 57	3.70	237
3 61	3.69	231
3 49	3.68	241
3 9	3.68	232
1 37	3.67	242
3 55	3.66	225
3 45	3.65	241
1 15	3.65	240
1 31	3.64	239
3 39	3.63	234
3 53	3.63	230
3 21	3.63	232
1 39	3.63	230
1 23	3.62	241
3 41	3.62	247
3 1	3.61	230
3 29	3.61	230
1 11	3.61	236
1 17	3.60	241
3 35	3.60	236
3 51	3.60	233
1 27	3.60	233
1 5	3.59	238
1 13	3.59	242
1 3	3.58	241
3 33	3.57	240
3 17	3.55	230
1 7	3.52	232
3 11	3.50	229
3 25	3.48	238
3 37	3.46	240
3 27	3.40	229
1 1	3.39	232
3 31	3.39	232
