hg
Chip Chan	RMS
0 0	771.98	667
1 0	510.55	451
2 2	328.92	323
0 28	271.82	272
3 60	227.25	256
2 0	184.70	245
2 4	142.70	246
0 4	77.01	215
0 2	72.06	229
0 6	62.73	226
0 16	59.37	230
0 8	58.34	229
0 14	57.94	227
0 18	56.65	220
0 22	53.47	228
0 46	53.31	228
0 40	53.13	222
0 52	52.44	235
0 62	51.91	223
0 56	51.10	220
0 24	50.92	236
0 34	50.76	217
0 42	50.44	233
0 54	50.13	223
0 50	49.82	227
0 30	49.80	225
0 36	48.80	228
0 32	48.30	235
0 26	48.00	235
0 44	47.83	233
0 38	46.21	219
0 10	45.85	217
0 58	44.70	233
0 12	38.85	233
0 48	38.03	222
3 32	36.96	234
3 62	35.65	238
3 58	35.28	232
2 56	34.70	245
2 58	33.61	247
2 20	33.51	259
0 60	32.95	223
3 54	32.62	242
2 6	32.42	244
2 62	32.32	251
2 42	32.11	241
3 0	31.90	236
2 46	31.63	254
3 42	31.17	230
3 44	31.16	237
3 52	31.07	239
0 20	30.87	226
2 52	30.77	242
3 2	30.76	231
3 48	30.21	235
2 18	30.13	251
3 40	30.03	239
3 34	30.00	236
3 30	29.68	236
2 48	29.55	259
3 36	29.52	235
3 4	29.46	237
2 40	29.42	251
2 50	29.31	247
3 12	29.24	237
3 6	29.23	241
3 38	28.89	236
3 16	28.84	237
2 54	28.78	245
2 10	28.41	262
3 22	28.18	239
3 8	28.10	232
2 8	28.04	247
3 14	27.95	228
3 28	27.90	242
2 24	27.74	237
2 14	27.71	245
2 38	27.67	248
3 18	27.49	247
2 28	27.49	246
3 24	27.46	236
2 30	27.40	246
3 20	27.29	244
2 12	27.28	258
2 32	26.82	255
2 36	26.04	247
2 44	25.90	253
3 26	24.95	227
2 60	24.75	242
3 56	21.55	228
2 22	21.42	248
3 10	20.71	236
3 50	20.52	235
1 2	20.33	238
1 56	20.05	243
1 58	20.01	244
2 26	19.84	241
1 30	19.40	242
1 4	18.44	249
2 16	18.31	249
1 24	18.02	236
3 46	17.97	236
1 60	17.36	242
1 52	17.30	239
1 48	17.26	250
1 46	16.95	246
1 50	16.71	236
2 34	16.62	241
1 38	16.42	230
1 40	16.38	236
1 34	16.38	229
1 36	16.37	248
1 32	16.12	244
1 44	15.88	235
1 26	15.51	248
1 6	15.28	243
1 22	15.19	237
1 10	15.12	244
1 28	14.93	238
1 20	14.80	238
1 8	14.31	230
1 18	14.30	237
1 14	13.84	241
1 42	12.64	236
1 62	11.70	238
1 54	11.51	226
1 16	10.17	248
1 12	8.85	241
0 3	5.38	241
0 5	5.20	237
0 1	5.17	235
0 7	5.12	221
0 9	5.03	231
0 11	4.96	229
0 13	4.94	233
0 17	4.88	231
0 63	4.76	235
0 25	4.74	225
0 21	4.71	230
0 19	4.71	233
0 23	4.70	237
0 33	4.70	233
0 41	4.67	225
0 45	4.66	230
0 49	4.65	223
0 53	4.65	235
0 31	4.64	237
0 27	4.63	230
0 61	4.63	230
0 43	4.62	228
0 51	4.60	230
0 29	4.58	227
2 15	4.58	244
0 37	4.55	222
0 35	4.54	233
0 39	4.53	226
2 21	4.53	249
2 57	4.53	246
2 35	4.52	248
0 47	4.51	222
2 61	4.51	247
0 59	4.51	218
2 41	4.50	255
2 19	4.49	246
2 25	4.48	254
0 57	4.48	228
0 55	4.47	220
2 7	4.45	253
2 43	4.45	254
2 3	4.45	256
2 1	4.44	249
2 45	4.44	266
2 5	4.44	243
2 13	4.43	254
2 23	4.43	254
2 63	4.42	243
2 37	4.42	252
2 47	4.40	239
2 29	4.38	251
2 55	4.38	245
2 59	4.37	251
2 11	4.37	248
2 31	4.36	248
2 53	4.36	238
2 9	4.34	233
2 51	4.32	246
2 33	4.30	238
0 15	4.30	235
2 17	4.30	247
2 49	4.29	245
2 27	4.26	245
2 39	4.25	243
1 55	4.17	232
1 59	4.12	247
1 47	4.08	241
1 57	4.08	235
1 33	4.06	240
1 53	4.05	240
1 61	4.05	238
1 49	4.04	243
1 21	4.02	235
1 51	4.01	237
1 41	4.00	234
1 13	4.00	242
1 31	3.96	239
1 45	3.96	243
1 17	3.95	241
1 63	3.94	230
1 43	3.93	241
1 25	3.93	245
1 23	3.91	241
1 9	3.90	245
1 35	3.89	232
1 5	3.89	238
1 29	3.89	249
1 39	3.86	230
1 37	3.86	242
1 3	3.84	241
1 27	3.84	232
1 7	3.83	232
1 19	3.83	238
1 15	3.82	240
1 11	3.81	236
3 59	3.70	241
3 15	3.68	243
1 1	3.63	232
3 5	3.60	238
3 63	3.60	240
3 39	3.59	234
3 25	3.58	238
3 23	3.56	235
3 61	3.56	231
3 57	3.54	237
3 45	3.53	241
3 17	3.52	230
3 55	3.51	226
3 49	3.51	242
3 41	3.50	247
3 7	3.49	241
3 47	3.48	231
3 19	3.47	227
3 53	3.47	230
3 33	3.47	240
3 31	3.45	232
3 13	3.44	226
3 51	3.43	234
3 37	3.43	240
3 11	3.43	229
3 1	3.41	230
3 3	3.41	240
3 27	3.40	229
3 43	3.38	234
3 29	3.33	230
3 21	3.32	232
3 9	3.30	232
3 35	3.24	236
