hg
Chip Chan	RMS
0 0	801.27	724
1 0	532.18	484
2 2	341.86	343
0 28	283.56	288
3 60	236.71	269
2 0	189.83	256
2 4	145.28	253
0 4	78.00	221
0 2	72.63	235
0 6	62.76	231
0 16	59.15	235
0 8	58.26	234
0 14	57.64	231
0 18	56.56	224
0 22	53.43	231
0 40	53.36	226
0 46	53.33	232
0 52	52.51	239
0 62	51.94	227
0 56	51.52	225
0 24	50.96	240
0 42	50.59	237
0 34	50.42	221
0 54	49.95	227
0 50	49.81	231
0 30	49.28	229
0 36	48.95	232
0 32	48.54	239
0 26	48.32	239
0 44	48.10	236
0 10	46.11	221
0 38	45.87	223
0 58	44.64	236
0 12	39.08	237
0 48	38.16	225
3 32	37.41	235
3 62	36.22	239
3 58	35.86	234
2 56	35.07	246
2 20	34.33	260
2 58	33.28	248
3 54	33.05	243
0 60	32.91	226
3 0	32.63	237
2 42	32.51	241
2 6	32.45	245
2 62	32.35	251
2 46	31.78	254
3 42	31.73	232
3 2	31.61	232
3 44	31.33	239
2 52	31.18	242
3 52	31.15	240
0 20	30.92	229
3 48	30.61	236
2 18	30.47	251
2 48	30.43	259
3 40	30.05	240
3 12	30.03	238
3 30	30.02	237
2 40	29.98	252
3 6	29.96	242
3 4	29.90	238
3 34	29.84	237
2 50	29.81	247
3 36	29.75	236
3 38	29.48	237
3 16	29.19	238
3 8	28.84	233
3 22	28.67	240
2 54	28.60	245
2 8	28.45	248
2 10	28.27	262
3 28	28.20	244
2 14	28.20	246
3 14	28.19	229
2 24	28.18	237
2 28	28.02	247
2 38	27.99	249
2 30	27.98	247
3 18	27.80	248
2 12	27.59	259
3 20	27.58	245
3 24	27.35	237
2 32	26.95	255
2 36	26.74	247
2 44	25.84	253
2 60	25.20	242
3 26	25.20	228
3 56	21.82	228
2 22	21.52	247
3 10	20.85	236
3 50	20.73	235
1 2	20.52	238
1 58	20.46	244
1 56	20.16	242
2 26	19.93	241
1 30	19.74	242
1 4	19.21	249
2 16	18.83	249
3 46	18.26	237
1 24	18.22	236
1 48	17.58	249
1 50	17.28	235
1 46	17.16	246
1 60	17.15	241
2 34	16.90	241
1 52	16.76	238
1 40	16.70	235
1 32	16.58	243
1 34	16.49	228
1 36	16.26	247
1 44	16.08	234
1 38	15.89	229
1 26	15.42	248
1 22	15.26	236
1 6	14.96	242
1 20	14.71	238
1 10	14.53	243
1 28	14.29	237
1 8	14.28	230
1 18	14.09	237
1 14	14.05	241
1 42	12.98	236
1 54	11.46	225
1 62	11.43	237
1 16	9.70	247
1 12	8.95	240
0 5	5.26	237
0 3	5.20	241
0 1	5.12	236
0 9	5.01	231
0 13	4.98	233
0 7	4.96	221
0 11	4.92	229
2 7	4.90	253
2 1	4.88	248
0 17	4.86	231
2 15	4.84	244
0 63	4.84	235
2 27	4.83	245
2 11	4.80	247
2 3	4.80	255
0 19	4.80	233
2 19	4.79	246
2 43	4.76	254
2 59	4.71	251
2 39	4.70	243
0 25	4.70	225
2 57	4.69	246
2 37	4.69	252
2 47	4.68	239
2 13	4.68	253
2 5	4.68	243
0 33	4.67	233
2 31	4.67	248
0 55	4.66	220
0 27	4.66	230
0 23	4.65	238
2 61	4.64	247
2 55	4.64	245
0 45	4.63	230
0 57	4.62	228
2 41	4.61	255
0 53	4.61	235
2 23	4.60	254
2 49	4.60	245
0 21	4.58	230
2 29	4.58	251
2 35	4.58	248
0 61	4.57	230
2 25	4.57	254
0 37	4.56	222
2 17	4.56	247
2 63	4.56	242
0 39	4.56	227
2 45	4.55	266
0 49	4.55	224
2 33	4.55	238
2 9	4.54	233
2 21	4.54	249
2 53	4.52	237
0 29	4.52	227
2 51	4.51	246
0 43	4.50	228
0 31	4.46	237
0 51	4.46	230
0 47	4.45	222
0 41	4.45	225
0 35	4.43	233
0 59	4.38	218
1 47	4.01	241
0 15	4.01	235
1 59	4.01	247
1 61	3.96	238
1 63	3.91	230
1 49	3.89	243
1 41	3.89	234
1 45	3.88	243
1 21	3.85	234
1 51	3.85	237
1 29	3.85	249
1 25	3.85	244
1 37	3.84	243
1 43	3.82	240
1 53	3.82	240
1 57	3.81	235
1 31	3.81	239
1 13	3.80	241
1 23	3.80	241
1 19	3.80	238
1 15	3.80	240
3 57	3.79	236
1 35	3.77	232
1 39	3.76	230
1 27	3.73	233
1 7	3.73	232
1 3	3.72	241
3 59	3.72	240
1 33	3.71	240
1 55	3.70	232
1 17	3.70	241
1 9	3.67	245
1 11	3.67	236
3 15	3.66	243
1 5	3.65	238
1 1	3.61	232
3 1	3.61	230
3 13	3.61	225
3 63	3.60	240
3 7	3.60	241
3 53	3.59	230
3 11	3.58	229
3 23	3.58	235
3 51	3.56	233
3 35	3.56	236
3 19	3.55	228
3 55	3.55	225
3 41	3.54	247
3 3	3.54	240
3 5	3.53	238
3 47	3.51	231
3 61	3.51	231
3 39	3.50	233
3 33	3.50	240
3 9	3.50	232
3 37	3.49	240
3 49	3.46	241
3 25	3.46	238
3 21	3.42	232
3 45	3.41	241
3 17	3.41	230
3 27	3.39	229
3 29	3.38	230
3 43	3.38	234
3 31	3.33	232
