hg
Chip Chan	RMS
0 0	776.59	653
1 0	506.83	427
2 2	324.92	309
0 28	278.41	267
3 60	225.89	248
2 0	179.16	239
2 4	139.37	241
0 4	89.98	215
0 2	84.47	229
0 6	72.41	227
0 16	69.98	230
0 14	66.84	227
0 8	66.58	230
0 18	65.18	220
0 22	62.13	229
0 40	61.76	222
0 46	61.45	229
0 56	61.13	221
0 52	60.79	236
0 24	60.23	237
0 62	60.05	224
0 34	59.07	218
0 42	58.99	233
0 54	58.55	224
0 30	58.16	226
0 50	57.91	228
0 26	57.65	235
0 36	57.57	229
0 32	56.95	236
0 44	56.89	233
0 38	54.81	220
0 58	54.67	233
0 10	50.05	218
3 62	48.09	235
3 32	47.32	231
3 58	47.20	230
3 54	45.10	239
2 56	44.68	243
3 42	43.93	227
2 58	43.89	245
3 0	43.60	233
3 52	43.46	236
0 12	43.31	234
2 62	43.13	249
3 2	43.11	228
3 48	42.93	232
3 44	42.89	234
2 20	42.75	256
3 40	42.60	237
2 42	42.54	239
2 46	42.32	251
3 30	42.16	233
3 34	42.07	234
0 48	41.88	222
2 52	41.82	240
3 12	41.82	235
3 38	41.79	233
2 6	41.77	242
3 6	41.69	239
3 4	41.66	234
3 36	41.59	232
3 16	41.12	234
3 22	41.09	236
2 18	40.89	249
3 8	40.82	230
2 48	40.78	257
2 40	40.72	249
3 14	40.48	225
3 18	40.43	245
2 50	40.28	245
3 20	40.18	241
3 28	39.97	240
3 24	39.78	234
2 54	39.53	243
2 10	39.36	259
2 38	38.92	246
2 28	38.86	244
2 8	38.76	245
2 30	38.72	244
2 32	38.30	253
2 12	38.23	256
2 14	37.94	242
2 24	37.66	235
2 36	37.47	245
2 44	37.33	251
3 26	36.25	225
0 60	35.50	223
0 20	33.81	227
1 30	31.90	240
1 2	31.50	236
1 58	31.29	242
1 4	30.91	248
1 56	30.53	241
1 24	30.43	234
1 48	30.36	248
1 46	30.35	245
1 40	30.11	235
1 32	30.05	242
2 60	30.04	240
1 60	29.79	240
1 36	29.73	246
1 34	29.73	227
1 52	29.36	237
1 50	29.31	234
1 38	29.28	228
3 56	29.09	226
1 26	28.88	246
1 22	28.80	236
1 28	28.76	236
1 20	28.25	237
1 18	27.94	236
3 10	27.85	234
1 8	27.77	228
1 10	27.63	243
1 6	27.47	242
3 50	27.33	233
2 22	27.26	246
1 44	27.15	233
1 14	26.82	240
2 26	25.65	240
3 46	23.30	235
2 16	22.92	247
2 34	20.76	240
1 62	17.56	237
1 54	17.56	225
1 16	15.96	247
1 42	13.56	235
1 12	12.24	240
0 1	5.17	235
0 3	5.01	241
2 15	4.95	244
0 5	4.93	237
2 1	4.86	249
2 47	4.85	240
2 37	4.83	252
0 9	4.82	231
0 11	4.82	229
2 53	4.81	238
2 63	4.79	243
2 7	4.77	253
2 13	4.77	254
2 55	4.77	245
2 41	4.75	255
2 3	4.75	255
2 17	4.75	247
2 31	4.74	249
2 49	4.73	245
2 43	4.72	254
0 13	4.72	233
2 11	4.71	247
2 21	4.71	249
2 57	4.70	246
2 59	4.69	251
0 7	4.69	221
2 45	4.69	266
2 19	4.69	246
2 23	4.67	254
2 25	4.65	254
2 5	4.65	243
2 9	4.64	233
2 35	4.63	248
2 51	4.63	247
0 19	4.60	233
2 29	4.60	251
2 61	4.59	247
0 63	4.58	235
2 33	4.53	238
0 21	4.53	230
2 27	4.52	245
0 23	4.51	238
0 17	4.51	232
2 39	4.50	243
0 25	4.46	225
0 43	4.45	228
0 41	4.40	225
0 49	4.39	224
0 29	4.38	227
0 53	4.36	235
0 57	4.31	228
0 33	4.30	233
0 55	4.30	220
0 31	4.30	237
0 27	4.30	230
0 39	4.28	227
0 35	4.28	233
0 45	4.27	230
0 51	4.26	230
0 61	4.25	230
0 47	4.24	222
0 37	4.24	222
0 59	4.13	218
1 61	4.06	238
1 49	4.05	243
3 59	4.01	240
1 47	4.01	242
3 55	4.00	226
3 63	4.00	240
1 45	3.99	243
3 15	3.97	243
1 51	3.97	237
0 15	3.97	235
3 57	3.96	236
1 57	3.95	235
1 55	3.94	232
3 41	3.92	247
3 27	3.90	229
1 63	3.89	230
1 59	3.89	247
3 33	3.88	240
3 37	3.87	240
1 53	3.86	240
3 7	3.85	241
3 53	3.85	230
1 21	3.85	235
1 37	3.85	243
1 9	3.84	246
1 23	3.84	241
1 11	3.84	236
3 61	3.83	231
1 33	3.83	241
1 27	3.82	233
3 35	3.82	236
1 41	3.82	234
3 51	3.82	233
3 5	3.82	238
3 39	3.81	234
3 3	3.80	240
1 29	3.80	250
1 35	3.80	232
1 39	3.80	230
1 43	3.79	241
3 47	3.79	231
1 7	3.78	232
3 31	3.78	232
3 1	3.77	230
3 49	3.77	241
3 43	3.76	234
1 5	3.76	238
3 19	3.74	227
3 23	3.74	235
3 11	3.73	229
3 17	3.72	230
3 21	3.72	232
3 13	3.72	225
1 25	3.71	245
1 17	3.71	242
3 25	3.71	238
3 9	3.71	232
3 45	3.70	241
3 29	3.69	230
1 3	3.68	242
1 31	3.65	239
1 19	3.64	238
1 15	3.64	240
1 13	3.64	242
1 1	3.53	233
