hg
Chip Chan	RMS
0 0	999.22	846
2 18	981.51	898
2 28	975.12	891
2 10	975.02	892
2 40	972.84	889
2 20	971.54	890
2 44	970.75	888
2 48	969.25	889
2 36	968.43	885
2 50	968.19	885
2 42	966.78	880
2 12	965.67	884
2 8	965.44	882
2 38	964.12	881
2 54	963.94	879
2 52	963.73	879
2 46	962.65	881
2 30	961.76	878
2 62	960.18	878
2 58	959.94	877
2 6	959.83	875
2 32	959.62	878
2 24	955.97	872
2 56	954.56	871
2 2	953.49	863
2 14	953.10	870
0 24	952.19	864
2 4	950.04	875
0 26	947.94	860
1 0	943.83	804
0 22	943.59	854
0 52	943.32	855
0 40	940.32	851
0 14	940.08	850
0 44	940.02	853
0 16	939.95	851
0 38	938.09	848
0 18	938.00	846
0 36	937.35	849
0 56	936.53	847
0 30	936.31	847
0 32	936.28	849
0 42	935.17	849
0 6	933.77	844
0 8	932.99	845
0 54	932.68	845
0 58	932.13	846
0 4	932.12	843
0 2	931.63	844
2 0	931.36	859
0 62	930.52	844
0 46	930.50	844
3 52	930.45	845
0 50	929.92	842
3 44	929.91	845
3 48	929.70	843
3 38	928.35	842
0 34	928.11	839
3 58	926.90	841
3 42	926.72	840
3 28	926.61	843
3 62	926.46	841
0 28	924.55	842
3 18	922.82	840
3 4	922.75	838
3 16	922.59	838
3 22	922.36	838
3 6	921.57	838
3 2	920.91	835
3 54	920.89	837
1 14	920.27	840
3 36	920.10	835
3 40	918.36	834
3 24	916.98	833
3 12	916.89	833
3 30	916.87	832
1 48	916.67	838
3 20	916.45	834
1 10	915.69	835
3 14	915.57	830
1 40	914.13	834
3 8	913.58	829
3 34	913.49	830
1 4	913.40	834
1 36	913.11	836
1 58	912.88	834
1 2	910.52	828
1 60	910.40	831
3 32	910.27	826
3 60	909.81	834
3 0	909.56	826
1 26	909.29	832
1 6	908.57	829
1 56	908.24	829
1 50	907.04	827
1 46	906.95	828
1 22	905.91	825
1 8	905.58	824
1 30	905.57	826
1 20	904.21	824
1 52	904.01	824
1 18	903.41	823
1 24	903.09	822
1 28	901.34	822
1 32	900.92	823
1 34	898.40	817
1 38	897.89	818
3 26	838.71	764
1 44	797.75	731
2 22	531.01	517
2 26	527.97	512
2 60	526.26	511
0 12	517.25	500
3 50	510.82	495
0 48	508.83	491
0 10	507.86	489
3 10	503.27	489
1 62	501.12	487
3 56	500.33	484
1 16	494.93	485
1 54	494.38	478
2 16	392.27	405
2 34	388.49	398
0 20	382.31	388
0 60	380.78	385
3 46	377.65	387
1 12	370.53	383
1 42	190.00	248
2 55	14.73	241
2 63	14.71	238
2 53	14.56	233
2 51	14.54	242
2 59	14.49	246
2 39	14.44	238
2 57	14.43	242
2 49	14.39	241
2 61	14.34	242
2 43	14.32	249
2 45	14.32	261
2 47	14.31	235
2 41	14.18	250
2 37	14.06	248
2 31	14.05	244
2 33	13.91	234
2 35	13.86	244
2 29	13.83	247
2 19	13.69	242
2 27	13.54	241
2 13	13.46	250
2 23	13.44	249
1 53	13.42	237
2 25	13.41	250
2 21	13.34	245
2 17	13.31	243
1 57	13.30	233
1 51	13.30	235
1 49	13.28	240
1 61	13.25	236
1 45	13.25	241
1 63	13.17	228
1 47	13.13	239
1 59	13.13	244
0 63	13.05	231
2 9	13.01	229
1 55	13.00	229
2 7	12.99	250
2 11	12.97	243
0 59	12.97	214
1 37	12.96	240
2 15	12.95	240
1 41	12.91	232
1 39	12.89	228
0 53	12.88	231
3 63	12.86	236
0 51	12.84	226
0 39	12.82	223
1 43	12.80	238
1 31	12.80	237
0 43	12.79	224
0 45	12.78	226
0 55	12.78	216
0 57	12.77	224
0 49	12.74	220
3 59	12.70	236
2 5	12.70	239
1 35	12.69	230
1 33	12.69	238
3 55	12.66	222
2 3	12.65	252
0 61	12.62	226
0 33	12.62	229
1 25	12.59	242
1 29	12.58	247
0 47	12.56	218
1 27	12.54	230
0 31	12.50	233
0 37	12.50	218
3 61	12.49	227
0 41	12.49	221
1 23	12.48	238
3 57	12.48	232
3 47	12.46	227
3 53	12.44	226
3 51	12.43	229
3 45	12.42	237
1 19	12.38	235
0 35	12.37	230
0 25	12.36	222
3 39	12.36	230
2 1	12.31	245
0 27	12.31	227
0 29	12.31	223
3 33	12.30	236
1 21	12.27	232
3 37	12.27	236
3 41	12.26	243
3 35	12.25	232
3 31	12.25	228
3 43	12.17	230
0 21	12.17	227
3 49	12.14	237
3 29	12.13	226
0 23	12.10	234
0 17	11.99	228
0 19	11.98	229
1 15	11.94	238
1 17	11.91	239
0 15	11.89	231
3 23	11.89	231
3 21	11.87	228
3 25	11.87	233
3 27	11.85	225
1 13	11.80	239
0 11	11.79	226
0 13	11.75	230
1 9	11.75	243
1 11	11.74	234
3 19	11.73	224
0 9	11.70	228
3 17	11.69	226
0 7	11.65	218
1 5	11.58	236
1 7	11.51	230
3 15	11.43	239
3 11	11.39	225
1 3	11.38	239
3 13	11.34	222
3 7	11.33	237
0 3	11.32	238
0 5	11.27	234
3 9	11.27	228
1 1	11.13	230
0 1	11.13	232
3 5	11.08	234
3 1	10.96	226
3 3	10.93	236
