hg
Chip Chan	RMS
0 0	753.17	675
1 0	476.35	431
2 2	301.14	312
0 28	264.58	274
3 60	212.11	251
2 0	162.29	244
2 4	122.59	246
0 4	85.69	219
0 2	79.96	233
0 6	66.71	230
0 16	63.92	233
0 14	59.67	230
0 8	59.49	233
0 18	58.31	223
0 22	55.49	231
0 56	55.40	224
0 40	55.33	225
0 46	54.78	231
0 52	54.24	238
0 62	53.66	226
0 24	53.08	239
0 42	52.20	236
0 34	51.80	221
0 30	51.20	228
0 54	51.16	226
0 50	51.13	230
0 26	50.45	238
0 36	50.22	230
0 44	49.54	236
0 32	49.33	238
0 58	47.82	234
0 38	47.46	222
0 10	47.41	220
0 12	40.36	235
0 48	39.42	224
3 62	36.50	236
3 58	35.84	230
3 32	35.34	232
0 60	34.04	224
2 56	33.84	243
2 58	33.37	245
3 54	32.98	240
2 62	32.78	248
2 20	32.56	257
2 46	32.11	252
0 20	32.04	228
3 52	31.88	237
3 0	31.88	234
3 42	31.79	229
2 42	31.78	239
3 44	31.22	235
2 52	31.12	239
2 6	31.11	242
3 2	31.00	229
2 48	30.60	257
2 40	30.57	249
3 40	30.41	237
3 48	30.32	233
2 50	30.28	244
3 12	30.24	235
3 34	30.16	234
2 18	30.03	248
3 38	29.93	234
3 6	29.89	239
3 30	29.79	233
3 36	29.79	233
3 4	29.55	235
3 16	29.51	235
2 54	29.34	243
2 10	28.74	260
3 22	28.57	237
3 8	28.47	230
3 14	28.44	226
2 38	28.42	246
2 30	28.19	244
2 28	28.16	244
3 28	28.04	241
3 24	27.95	234
3 18	27.67	245
2 60	27.64	240
2 14	27.63	243
2 24	27.52	234
3 20	27.49	242
2 8	27.43	245
2 32	27.36	253
2 12	27.33	257
2 36	27.00	245
2 44	26.33	251
3 26	25.24	225
3 56	23.35	226
2 22	22.93	246
3 10	22.55	234
3 50	21.95	233
2 26	21.17	239
2 16	20.42	247
3 46	19.79	235
2 34	18.19	239
1 56	17.95	240
1 58	17.89	242
1 2	17.76	235
1 30	17.13	239
1 4	16.55	247
1 24	16.34	234
1 48	16.20	248
1 46	16.11	244
1 50	15.84	234
1 60	15.70	240
1 52	15.51	237
1 40	15.49	234
1 36	15.40	246
1 32	15.28	241
1 38	15.23	228
1 34	15.09	227
1 44	14.79	233
1 22	14.49	235
1 28	14.34	236
1 26	14.16	246
1 10	13.86	242
1 20	13.81	237
1 18	13.72	236
1 6	13.55	241
1 8	13.46	228
1 14	13.30	240
1 42	12.19	235
1 54	10.93	224
1 62	10.82	237
1 16	9.76	247
1 12	8.48	239
0 1	4.98	235
2 15	4.97	244
2 1	4.92	248
0 3	4.92	240
2 3	4.87	255
2 7	4.83	253
2 37	4.81	252
2 19	4.80	246
0 5	4.79	237
2 45	4.79	266
2 13	4.79	253
2 55	4.79	245
2 61	4.79	246
0 7	4.76	221
2 51	4.74	246
2 23	4.74	253
2 57	4.74	246
2 41	4.74	254
2 59	4.73	251
2 9	4.72	233
2 43	4.71	253
2 11	4.69	247
2 5	4.69	243
2 53	4.68	237
2 47	4.68	239
2 17	4.66	247
2 31	4.66	248
2 21	4.66	249
2 35	4.65	248
2 49	4.64	245
2 33	4.64	238
2 63	4.63	242
2 39	4.60	242
0 13	4.60	233
2 29	4.58	251
2 25	4.55	254
2 27	4.49	244
0 9	4.48	231
0 11	4.48	229
0 17	4.48	231
0 23	4.35	237
0 27	4.30	230
0 19	4.29	233
0 31	4.23	236
0 21	4.22	229
0 63	4.22	234
0 25	4.20	225
0 29	4.17	226
0 45	4.12	230
0 33	4.11	232
0 53	4.10	235
0 39	4.10	226
0 57	4.09	228
0 35	4.09	233
0 41	4.08	225
0 37	4.07	221
3 59	4.04	240
0 59	4.04	217
0 61	4.03	229
0 47	4.02	221
3 49	4.00	241
0 15	4.00	234
3 61	3.99	231
0 43	3.97	228
0 55	3.96	219
3 33	3.96	240
3 63	3.96	240
0 51	3.95	229
3 55	3.94	225
3 3	3.94	239
3 51	3.93	233
3 15	3.93	243
3 39	3.93	233
0 49	3.92	223
3 43	3.91	234
3 5	3.91	238
3 41	3.90	247
3 53	3.89	229
3 25	3.88	237
3 19	3.88	227
3 21	3.88	232
3 17	3.88	230
1 57	3.87	235
3 57	3.87	236
3 47	3.86	231
3 7	3.86	241
1 59	3.84	246
3 9	3.83	232
3 23	3.83	235
3 37	3.82	239
3 11	3.82	229
3 45	3.81	241
3 13	3.81	225
3 1	3.80	230
3 27	3.80	229
1 61	3.79	238
1 49	3.79	243
3 35	3.77	236
3 31	3.76	232
1 51	3.76	237
1 45	3.75	243
1 47	3.75	241
1 53	3.74	240
1 39	3.73	230
1 29	3.73	249
3 29	3.72	230
1 35	3.70	232
1 63	3.68	230
1 31	3.68	239
1 55	3.67	231
1 13	3.66	241
1 33	3.65	240
1 41	3.65	234
1 21	3.64	234
1 5	3.63	238
1 15	3.62	240
1 25	3.61	244
1 37	3.60	242
1 11	3.60	236
1 23	3.59	241
1 3	3.59	241
1 27	3.57	232
1 43	3.57	240
1 19	3.57	237
1 9	3.54	245
1 17	3.53	241
1 7	3.53	232
1 1	3.43	232
