hg
Chip Chan	RMS
0 0	746.88	645
1 0	485.26	426
2 2	309.44	309
0 28	271.65	270
3 60	221.05	252
2 0	178.45	247
2 4	150.12	249
0 4	121.35	223
0 2	119.24	236
0 16	110.46	237
0 6	110.33	233
0 14	107.34	234
0 8	106.77	237
0 22	106.69	235
0 18	106.23	227
0 40	105.72	229
0 46	105.64	235
0 52	105.41	242
0 24	105.37	243
0 56	105.31	228
0 26	104.53	242
0 42	104.41	240
0 62	104.32	231
0 44	103.66	240
0 54	103.65	230
0 30	103.56	232
0 36	103.25	235
0 50	102.93	235
0 32	102.86	242
0 34	102.54	225
0 58	101.69	238
0 38	101.67	226
2 48	98.24	261
2 18	98.19	253
2 20	98.14	261
2 40	98.01	255
2 28	97.70	249
2 62	97.69	254
2 10	97.35	264
3 62	96.91	242
2 42	96.88	244
2 46	96.88	256
2 50	96.86	249
2 58	96.78	250
3 58	96.67	236
2 56	96.63	248
2 52	96.46	244
2 44	96.17	256
2 30	96.13	249
2 38	96.02	251
2 32	95.96	257
3 32	95.86	237
2 6	95.85	247
3 44	95.81	240
2 8	95.81	250
2 54	95.80	248
2 12	95.80	261
2 36	95.66	250
3 48	95.57	238
3 54	95.52	244
3 52	95.50	241
2 14	95.40	248
3 22	95.12	241
3 38	95.09	240
3 4	95.00	240
3 2	94.93	234
3 42	94.69	234
3 36	94.68	237
3 28	94.65	245
2 24	94.57	239
3 6	94.57	244
3 30	94.52	238
3 18	94.51	250
3 12	94.50	240
3 16	94.40	240
3 40	94.10	242
3 34	94.00	239
3 8	93.83	235
3 14	93.79	231
3 24	93.70	239
3 20	93.60	247
3 0	93.50	239
1 40	91.36	239
1 48	91.17	252
1 58	91.06	246
1 36	91.01	249
1 4	90.87	252
1 14	90.69	244
1 26	90.45	250
1 2	90.45	240
1 60	90.17	244
1 46	90.04	249
1 30	90.01	245
1 50	89.92	239
1 20	89.87	241
1 6	89.84	245
1 56	89.81	244
1 32	89.80	246
1 18	89.79	241
1 28	89.53	240
1 10	89.53	247
1 52	89.50	241
1 24	89.44	239
1 22	89.15	240
1 8	89.08	233
1 38	88.67	233
1 34	88.53	231
3 26	85.47	229
1 44	79.36	237
0 10	68.00	220
0 12	63.89	236
0 48	63.68	225
2 60	55.68	242
2 22	55.45	248
2 26	54.49	242
3 56	53.90	229
3 10	53.67	237
3 50	53.58	235
1 62	50.44	239
1 54	49.98	226
1 16	49.77	248
0 60	48.80	225
0 20	48.42	228
2 16	41.40	248
3 46	40.00	237
2 34	39.82	241
1 12	35.61	241
1 42	17.55	235
0 1	5.13	235
0 3	4.97	240
0 5	4.92	237
2 15	4.88	244
2 3	4.86	255
2 37	4.86	252
2 21	4.83	249
2 7	4.83	253
2 39	4.82	243
2 17	4.81	247
2 43	4.81	254
2 27	4.79	244
2 41	4.79	254
2 63	4.77	242
2 31	4.77	248
2 57	4.76	246
2 51	4.75	246
2 9	4.74	233
2 1	4.73	248
2 11	4.72	247
2 13	4.72	253
2 53	4.71	237
2 29	4.70	251
2 49	4.68	245
2 61	4.68	246
2 45	4.64	266
0 7	4.64	221
2 19	4.62	246
0 13	4.62	233
2 5	4.62	243
0 17	4.60	231
2 35	4.58	248
2 23	4.58	253
2 25	4.56	254
0 53	4.56	235
0 21	4.56	230
0 9	4.55	231
2 33	4.54	238
0 23	4.53	237
0 31	4.53	237
2 55	4.53	245
0 11	4.53	229
2 59	4.51	251
2 47	4.49	239
0 47	4.47	222
0 19	4.45	233
0 63	4.45	234
0 25	4.43	225
0 57	4.39	228
0 49	4.37	224
0 55	4.32	219
0 29	4.26	226
0 27	4.26	230
0 61	4.25	229
0 59	4.20	218
3 57	4.20	236
0 33	4.20	233
0 45	4.19	230
0 51	4.19	230
0 37	4.19	221
0 41	4.18	225
0 39	4.17	226
0 43	4.16	228
3 33	4.13	240
3 63	4.12	240
3 5	4.11	238
3 59	4.08	240
0 35	4.07	233
3 61	4.05	231
3 53	4.04	229
3 3	4.04	239
3 15	4.03	243
3 25	4.02	237
3 47	4.02	231
1 57	4.00	235
3 7	4.00	241
3 11	3.99	229
1 55	3.97	232
3 23	3.96	235
3 45	3.95	241
3 1	3.94	230
1 49	3.94	243
3 13	3.94	225
3 55	3.93	225
3 17	3.93	230
3 27	3.91	229
3 51	3.90	233
0 15	3.90	234
3 21	3.89	232
1 59	3.87	247
3 31	3.86	232
3 35	3.86	236
3 29	3.84	230
3 39	3.83	233
3 43	3.83	234
1 61	3.83	238
1 53	3.82	240
3 49	3.82	241
1 39	3.81	230
1 41	3.80	234
3 9	3.79	232
3 19	3.78	227
3 37	3.78	240
1 35	3.74	232
1 23	3.73	241
1 47	3.73	241
1 43	3.70	241
1 37	3.69	243
1 21	3.68	235
1 51	3.67	237
3 41	3.67	248
1 63	3.64	230
1 9	3.62	245
1 15	3.62	240
1 11	3.62	236
1 27	3.61	233
1 19	3.60	237
1 5	3.59	238
1 45	3.59	243
1 3	3.58	241
1 7	3.58	232
1 31	3.57	239
1 33	3.56	240
1 25	3.54	244
1 29	3.53	249
1 17	3.52	241
1 13	3.51	242
1 1	3.51	232
