hg
Chip Chan	RMS
0 0	763.74	654
1 0	491.73	409
2 2	317.04	295
0 28	280.46	260
3 60	227.70	237
2 0	181.08	230
2 4	142.60	234
0 4	109.45	215
0 2	105.61	229
0 6	94.78	227
0 16	93.74	230
0 14	90.49	227
0 8	89.39	231
0 18	89.19	220
0 56	88.09	221
0 52	87.45	236
0 40	87.20	223
0 22	87.09	228
0 24	87.08	236
0 46	86.61	229
0 62	86.36	224
0 42	86.04	233
0 26	85.35	234
0 54	85.06	223
0 32	84.85	235
0 34	84.52	218
0 44	84.41	233
0 36	84.32	228
0 30	84.32	225
0 50	84.05	229
0 58	83.96	231
0 38	83.24	219
3 62	77.74	229
2 20	77.06	250
2 56	76.95	237
2 62	76.76	243
2 58	76.74	239
3 32	76.69	225
3 58	76.67	223
2 42	76.63	233
2 6	76.40	236
3 54	76.18	232
2 46	76.09	246
2 18	76.04	243
2 40	76.01	244
2 48	75.85	251
2 10	75.75	254
2 52	75.73	234
2 50	75.56	239
3 2	75.44	223
3 52	75.29	230
2 28	75.28	238
3 42	75.23	222
3 44	75.21	229
3 0	74.91	228
3 48	74.83	227
3 16	74.75	229
2 32	74.73	247
3 38	74.68	228
3 4	74.67	229
2 8	74.65	239
3 40	74.62	231
3 22	74.55	231
3 12	74.48	228
2 30	74.48	239
3 30	74.45	227
2 12	74.42	251
3 34	74.37	228
3 18	74.33	238
3 6	74.29	232
2 38	74.25	240
2 54	74.09	238
2 14	74.03	237
2 44	73.80	245
3 36	73.77	226
3 24	73.73	228
3 28	73.73	235
3 14	73.59	220
2 36	73.52	239
3 20	73.52	236
3 8	73.49	224
2 24	73.34	229
1 2	72.09	231
1 58	71.99	237
1 48	71.80	243
1 36	71.65	242
1 30	71.63	235
1 4	71.52	243
1 50	71.34	229
1 56	71.29	235
1 60	71.16	235
1 40	71.13	230
1 24	71.01	229
1 46	70.89	240
1 26	70.82	242
1 32	70.57	237
1 20	70.48	232
1 22	70.25	231
1 34	70.15	222
1 28	70.12	232
1 52	69.99	232
1 14	69.92	236
1 38	69.87	223
1 6	69.65	237
1 8	69.55	225
1 10	69.47	237
1 18	69.39	232
3 26	66.63	220
1 44	63.31	229
0 10	61.02	218
0 12	56.54	234
0 48	55.48	222
2 60	46.40	237
2 22	45.14	243
0 60	44.35	223
2 26	43.77	236
3 50	43.77	230
3 10	43.69	231
3 56	43.55	222
0 20	43.13	226
1 62	40.24	235
1 54	40.20	222
1 16	39.81	244
2 16	34.59	245
3 46	33.20	232
2 34	32.70	238
1 12	28.52	238
1 42	17.17	233
2 3	5.08	256
0 1	5.08	235
2 55	5.02	245
2 61	5.02	247
2 1	5.00	248
2 59	4.99	251
2 49	4.95	245
2 45	4.93	266
2 29	4.90	251
2 57	4.90	247
2 7	4.89	253
2 9	4.89	233
2 39	4.87	243
2 5	4.87	243
2 47	4.86	240
2 53	4.85	238
2 21	4.84	249
2 15	4.84	244
2 63	4.82	243
2 17	4.81	247
2 27	4.81	245
2 19	4.80	246
2 33	4.80	238
2 11	4.78	247
2 37	4.78	253
2 25	4.77	254
0 5	4.77	237
0 9	4.76	231
2 13	4.76	254
2 35	4.76	248
2 31	4.76	249
0 3	4.74	241
2 23	4.74	253
2 43	4.74	254
0 11	4.72	229
2 41	4.72	255
0 7	4.72	221
2 51	4.71	247
0 13	4.62	233
0 21	4.55	229
0 17	4.55	231
3 59	4.48	240
3 57	4.46	236
3 47	4.45	231
0 23	4.42	238
3 63	4.41	240
3 61	4.40	231
0 41	4.39	225
3 45	4.38	241
0 37	4.37	222
0 25	4.37	225
0 39	4.36	226
3 21	4.35	232
3 15	4.35	243
0 63	4.35	235
3 17	4.32	230
0 33	4.31	233
3 43	4.30	234
0 53	4.30	235
0 51	4.29	230
3 41	4.28	247
0 45	4.28	230
0 35	4.27	233
3 37	4.27	240
3 55	4.27	225
0 49	4.25	223
3 27	4.24	229
3 49	4.23	241
0 43	4.22	228
3 9	4.21	232
0 27	4.21	230
0 59	4.21	218
0 19	4.19	233
0 31	4.17	237
0 61	4.17	229
3 11	4.16	229
3 31	4.16	232
0 15	4.16	234
3 39	4.15	233
3 3	4.15	239
3 25	4.14	237
0 55	4.14	219
0 47	4.14	221
0 57	4.13	228
3 51	4.09	233
3 13	4.09	225
3 1	4.08	230
0 29	4.08	227
3 7	4.08	241
3 23	4.07	235
3 53	4.06	230
3 19	4.05	227
3 5	4.05	237
3 35	3.99	236
1 51	3.95	237
1 59	3.93	247
3 29	3.92	230
3 33	3.91	240
1 23	3.91	241
1 63	3.91	230
1 57	3.91	235
1 45	3.87	243
1 55	3.85	232
1 61	3.84	238
1 53	3.83	240
1 29	3.81	249
1 47	3.81	242
1 43	3.80	241
1 15	3.79	240
1 27	3.78	233
1 25	3.76	245
1 39	3.76	230
1 49	3.75	243
1 37	3.75	243
1 9	3.74	245
1 41	3.74	234
1 21	3.72	235
1 33	3.71	240
1 5	3.69	238
1 13	3.65	242
1 35	3.65	232
1 3	3.63	242
1 31	3.60	239
1 17	3.55	242
1 7	3.53	232
1 1	3.52	232
1 19	3.43	238
1 11	3.38	236
