hg
Chip Chan	RMS
2 18	947.73	844
2 28	941.54	837
2 10	940.62	839
2 40	939.70	836
2 44	936.80	834
2 20	936.67	836
2 48	935.36	836
2 36	934.41	831
2 50	934.26	831
2 42	932.65	827
2 8	931.21	829
2 12	931.11	830
2 54	930.02	826
2 38	929.71	827
2 52	929.21	825
2 46	928.25	827
2 30	927.33	824
2 62	926.39	825
2 58	926.06	824
2 6	925.61	822
2 32	924.95	825
0 0	924.89	752
2 24	922.29	819
2 56	920.85	818
2 14	919.05	818
0 24	917.08	812
0 26	912.18	808
0 52	908.83	805
0 22	908.65	803
0 40	905.61	800
0 44	905.31	802
0 14	904.44	800
0 16	903.78	799
0 38	903.18	797
0 18	902.28	796
0 36	902.21	798
0 56	900.92	796
0 32	900.87	799
0 30	900.81	796
0 42	899.62	797
0 54	897.49	794
3 52	897.14	795
0 8	897.08	794
0 6	897.05	793
0 58	896.70	795
3 44	896.61	795
2 4	896.57	811
0 46	895.91	793
3 48	895.91	793
3 38	895.27	793
0 62	895.23	792
0 50	894.56	792
3 62	894.13	793
3 42	893.87	790
3 58	893.38	791
0 2	893.08	791
3 28	893.00	793
0 34	892.65	788
0 4	891.85	789
3 18	889.97	791
3 16	889.26	788
3 4	889.09	788
3 22	888.86	789
1 14	888.55	792
3 6	888.27	788
3 54	887.84	788
2 2	887.54	777
3 36	887.40	786
3 2	886.97	785
1 48	885.25	791
3 40	884.99	785
3 24	883.81	784
1 10	883.72	787
3 12	883.43	784
3 20	883.37	785
3 30	883.22	783
1 40	883.00	786
3 14	882.31	781
1 36	881.63	788
1 4	880.68	786
1 58	880.46	786
3 34	880.12	781
3 8	879.93	780
1 60	879.40	783
1 26	878.19	785
1 2	877.78	781
1 56	876.67	781
1 50	875.83	780
1 6	875.77	781
1 46	875.45	781
3 0	875.21	776
3 32	875.17	776
2 0	874.34	792
1 22	874.01	778
1 30	873.95	778
1 8	873.66	777
1 0	872.95	723
1 52	872.68	777
1 20	872.53	777
1 18	871.60	776
1 24	871.57	776
1 32	869.87	776
1 28	869.75	775
1 34	867.03	770
1 38	866.44	771
0 28	857.01	765
3 60	849.21	766
3 26	805.19	717
1 44	765.09	688
2 22	512.79	487
2 26	509.85	483
2 60	507.76	482
0 12	496.59	471
3 50	492.08	466
0 48	489.04	463
0 10	486.81	459
3 10	485.44	461
1 62	483.25	459
3 56	482.36	456
1 16	477.66	458
1 54	476.97	451
2 16	381.28	383
2 34	377.63	376
0 20	369.56	367
0 60	368.28	365
3 46	366.91	366
1 12	361.06	363
1 42	183.95	239
2 63	13.89	238
2 55	13.79	241
2 43	13.72	250
2 57	13.69	242
2 61	13.61	243
2 53	13.60	233
2 51	13.59	242
2 49	13.58	241
2 59	13.52	247
2 47	13.51	235
0 63	13.50	231
2 45	13.46	262
2 39	13.41	239
2 41	13.34	250
0 57	13.29	225
0 53	13.20	232
0 59	13.20	215
0 47	13.20	219
0 55	13.16	216
0 39	13.16	224
2 37	13.15	248
2 35	13.15	244
0 45	13.14	227
2 31	13.06	244
0 43	13.05	225
0 51	13.04	227
0 61	13.00	227
0 35	12.99	230
0 49	12.98	221
2 29	12.96	247
0 41	12.92	222
0 37	12.89	219
2 33	12.87	234
2 27	12.85	241
2 25	12.74	250
0 31	12.73	234
2 23	12.72	250
0 33	12.67	230
0 25	12.64	222
2 21	12.62	245
2 19	12.56	242
0 27	12.48	227
0 21	12.48	227
2 17	12.47	243
0 29	12.47	224
3 61	12.45	228
3 57	12.44	233
3 59	12.42	236
3 53	12.40	226
3 63	12.40	236
0 23	12.39	235
2 13	12.39	250
3 55	12.34	222
3 43	12.33	230
3 51	12.30	230
2 11	12.27	244
3 39	12.26	230
3 47	12.26	227
3 45	12.24	238
0 17	12.22	229
0 15	12.20	232
3 49	12.20	237
0 19	12.13	230
3 41	12.13	243
2 7	12.12	250
2 9	12.08	229
3 37	12.04	236
3 31	12.02	228
3 29	12.01	226
3 35	12.00	232
2 5	11.97	239
0 9	11.96	228
0 13	11.94	231
0 11	11.91	226
3 27	11.89	225
3 19	11.85	224
2 15	11.83	241
0 7	11.83	218
3 33	11.82	236
2 3	11.74	252
3 21	11.72	229
3 25	11.69	234
0 5	11.67	234
3 17	11.67	227
3 23	11.63	231
1 57	11.56	232
1 59	11.55	244
0 3	11.55	238
2 1	11.51	245
1 51	11.49	234
1 53	11.48	237
1 47	11.46	238
1 63	11.42	227
1 55	11.39	229
3 13	11.39	222
1 45	11.36	240
1 49	11.36	240
3 11	11.33	226
1 61	11.30	235
1 43	11.27	237
0 1	11.27	233
3 15	11.25	240
1 41	11.20	231
1 39	11.19	227
3 7	11.19	238
1 35	11.18	229
1 37	11.15	240
3 9	11.14	228
1 29	11.01	246
3 5	10.94	234
1 31	10.91	236
1 27	10.91	230
1 23	10.89	238
1 33	10.87	237
1 25	10.81	242
3 3	10.77	236
1 21	10.73	232
1 17	10.65	239
3 1	10.58	227
1 19	10.55	235
1 9	10.53	243
1 11	10.53	233
1 15	10.52	238
1 7	10.32	229
1 13	10.29	239
1 5	10.17	235
1 3	10.08	239
1 1	10.01	230
