hg
Chip Chan	RMS
0 0	779.36	668
1 0	517.40	443
2 2	335.34	318
0 28	281.00	268
3 60	233.93	252
2 0	188.14	244
2 4	149.84	247
0 4	92.87	220
0 2	87.98	234
0 6	78.64	232
0 16	76.08	235
0 14	74.50	232
0 8	74.12	235
0 18	73.47	225
0 40	71.16	227
0 46	70.53	234
0 22	70.46	234
0 56	69.82	226
0 52	69.68	241
0 62	69.46	229
0 24	69.07	241
0 34	68.22	223
0 42	68.10	239
0 36	67.83	233
0 54	67.81	228
0 50	67.59	233
0 30	67.30	230
0 44	67.10	238
0 26	66.98	240
0 32	66.80	240
0 38	65.48	225
0 58	64.89	237
3 62	60.02	241
2 56	59.90	248
3 32	59.89	236
3 58	59.68	235
2 20	59.49	262
2 58	59.38	250
2 42	59.24	244
2 62	58.95	254
2 6	58.76	247
2 18	58.59	254
2 46	58.46	257
2 52	58.26	245
3 54	57.84	244
2 48	57.61	262
2 50	57.50	250
2 40	57.38	255
3 44	57.38	240
3 42	57.31	233
3 0	57.28	239
3 52	57.20	242
3 2	57.10	234
2 10	56.92	265
3 48	56.90	238
2 28	56.79	250
2 8	56.73	250
2 54	56.66	248
3 6	56.45	244
2 38	56.36	251
3 40	56.30	242
3 38	56.29	239
2 30	56.29	249
3 4	56.24	239
3 36	56.12	238
2 24	56.10	240
3 12	56.05	240
3 30	56.01	238
3 16	55.96	240
2 32	55.84	258
3 34	55.84	239
2 12	55.81	262
2 14	55.80	248
3 22	55.78	242
2 44	55.64	256
2 36	55.55	250
3 8	55.40	235
3 28	55.30	246
3 14	55.18	231
3 24	54.90	239
3 18	54.83	250
3 20	54.59	247
0 10	52.10	220
1 58	50.09	247
1 2	49.95	241
1 56	49.70	246
3 26	49.42	229
1 30	49.42	245
1 4	49.35	252
1 60	49.08	245
1 50	49.02	239
1 40	48.97	239
1 24	48.97	239
1 48	48.82	253
1 46	48.56	249
1 36	48.50	251
1 52	48.15	242
1 38	48.09	233
1 32	48.06	246
1 20	48.01	241
1 34	47.72	232
1 10	47.71	247
1 22	47.60	240
1 26	47.56	252
1 8	47.49	233
1 14	47.48	244
1 6	47.34	246
1 18	47.24	241
1 28	47.23	241
0 12	45.47	236
0 48	45.07	225
1 44	42.78	237
0 60	36.58	225
2 60	35.69	243
0 20	35.05	229
2 22	33.72	249
3 56	33.56	229
2 26	32.91	243
3 10	32.83	237
3 50	32.55	236
2 16	26.63	250
1 54	25.86	227
3 46	25.61	237
1 62	25.53	240
2 34	25.08	242
1 16	24.62	249
1 12	18.00	242
1 42	14.47	236
0 5	5.34	237
0 1	5.28	236
0 3	5.20	241
0 7	5.11	221
0 9	5.08	231
0 11	5.07	229
0 13	5.06	233
0 63	5.00	235
0 17	4.95	231
2 15	4.94	244
0 19	4.87	233
0 41	4.84	225
0 23	4.83	238
2 13	4.83	254
0 21	4.81	230
2 7	4.81	253
0 25	4.80	225
0 53	4.79	235
2 37	4.78	252
2 45	4.78	266
0 51	4.77	230
2 57	4.77	246
0 55	4.76	220
2 51	4.76	247
2 3	4.76	256
0 57	4.75	228
2 19	4.75	246
2 59	4.75	251
0 33	4.74	233
0 31	4.73	237
2 1	4.73	249
2 63	4.72	243
2 5	4.72	243
2 31	4.71	249
0 35	4.71	233
0 37	4.70	222
2 23	4.70	254
0 27	4.69	230
2 61	4.68	247
2 43	4.68	254
2 21	4.68	249
0 45	4.67	230
2 17	4.66	247
0 29	4.65	227
2 41	4.64	255
0 59	4.63	218
0 47	4.63	222
2 49	4.62	245
2 39	4.62	243
2 53	4.62	238
0 49	4.61	224
0 43	4.60	228
2 9	4.59	233
2 47	4.59	240
2 29	4.59	251
0 61	4.59	230
0 39	4.58	227
2 55	4.58	245
2 25	4.56	254
2 27	4.55	245
2 33	4.53	238
2 35	4.53	248
2 11	4.53	248
0 15	4.20	235
1 59	4.13	247
1 45	4.07	244
1 61	3.97	239
1 53	3.97	240
1 57	3.95	236
1 43	3.95	241
1 49	3.92	243
1 55	3.91	232
1 29	3.90	250
1 51	3.90	237
1 19	3.90	238
3 15	3.89	243
1 41	3.89	234
1 5	3.88	238
1 39	3.88	230
1 47	3.86	242
1 33	3.85	241
1 25	3.84	245
1 37	3.84	243
1 9	3.80	245
1 35	3.78	232
1 63	3.78	230
1 21	3.78	235
1 15	3.78	241
1 7	3.77	232
1 31	3.77	239
1 11	3.72	236
3 7	3.70	241
3 23	3.70	235
1 3	3.70	242
3 63	3.68	240
1 17	3.67	242
1 13	3.67	242
1 1	3.66	233
1 23	3.65	241
1 27	3.65	233
3 13	3.65	226
3 59	3.64	241
3 49	3.61	242
3 61	3.59	232
3 45	3.59	242
3 57	3.58	237
3 21	3.58	232
3 1	3.58	230
3 47	3.57	231
3 27	3.57	229
3 33	3.56	240
3 41	3.53	248
3 37	3.53	240
3 11	3.51	229
3 17	3.51	231
3 9	3.50	232
3 53	3.50	230
3 51	3.49	234
3 43	3.48	234
3 55	3.48	226
3 3	3.47	240
3 39	3.47	234
3 19	3.45	228
3 5	3.44	238
3 35	3.44	236
3 25	3.44	238
3 29	3.36	230
3 31	3.33	232
