hg
Chip Chan	RMS
0 0	770.29	692
1 0	501.17	460
2 2	321.81	333
0 28	280.27	289
3 60	223.98	266
2 0	178.91	256
2 4	145.74	255
0 4	111.84	220
0 2	107.57	234
0 6	97.02	231
0 16	96.16	234
0 14	92.93	231
0 8	92.45	233
0 18	91.41	224
0 22	91.39	233
0 40	90.11	226
0 56	89.54	225
0 46	89.30	232
0 24	89.26	240
0 52	88.97	239
0 26	87.97	239
0 62	87.96	227
0 42	87.84	237
0 34	87.23	221
0 30	86.82	229
0 54	86.75	227
0 44	86.59	237
0 36	86.57	232
0 50	86.49	231
0 32	86.36	239
0 58	85.60	236
0 38	84.80	223
3 62	83.18	240
2 18	82.98	252
2 20	82.80	260
2 58	82.57	249
2 56	82.45	247
2 62	82.36	253
2 46	82.24	255
2 48	82.11	261
3 58	82.08	234
2 42	82.07	243
2 40	81.95	253
2 50	81.92	249
2 52	81.87	243
2 28	81.61	248
2 10	81.29	263
2 6	81.13	246
3 32	81.05	235
3 54	80.94	243
3 52	80.69	240
2 54	80.65	246
2 30	80.42	248
3 44	80.41	239
3 48	80.36	236
2 36	80.25	249
2 8	80.23	249
2 38	80.21	250
2 44	80.16	254
3 42	80.13	232
2 12	79.98	259
2 14	79.96	246
2 24	79.70	238
2 32	79.57	256
3 2	79.56	232
3 38	79.46	238
3 22	79.46	241
3 12	79.38	239
3 4	79.33	239
3 40	79.31	240
3 0	79.31	238
3 16	79.24	239
3 6	79.12	243
3 36	78.96	236
3 34	78.92	238
3 30	78.82	237
3 28	78.51	244
3 8	78.49	234
3 18	78.40	249
3 14	78.01	230
3 24	77.85	238
3 20	77.79	246
1 58	74.18	245
1 48	74.03	251
1 40	73.84	237
1 4	73.82	250
1 2	73.81	239
1 36	73.75	248
1 56	73.65	243
1 46	73.43	246
1 30	73.35	242
1 60	73.33	242
1 50	73.26	236
1 14	73.07	242
1 26	72.82	248
1 24	72.80	236
1 10	72.69	245
1 6	72.63	243
1 52	72.52	239
1 22	72.51	238
1 32	72.45	244
1 38	72.29	230
1 20	72.08	239
1 28	72.03	238
1 18	71.97	238
1 8	71.93	231
1 34	71.70	229
3 26	70.68	228
1 44	64.51	235
0 10	60.72	220
0 12	55.30	236
0 48	54.51	224
2 60	49.21	242
2 22	47.50	247
3 56	46.42	228
2 26	46.18	241
3 10	46.15	236
3 50	46.09	235
0 60	42.70	225
0 20	41.67	228
1 54	39.88	225
1 62	39.74	238
1 16	38.76	247
2 16	36.26	248
3 46	35.60	236
2 34	34.31	241
1 12	27.93	240
1 42	16.53	236
2 15	5.24	244
2 63	5.14	243
2 9	5.09	233
2 53	5.09	237
2 55	5.06	245
2 11	5.06	247
2 45	5.05	266
2 57	5.04	246
2 1	5.03	248
2 7	5.03	253
2 47	5.01	239
2 43	5.01	253
2 61	5.00	246
2 59	4.99	251
2 29	4.99	251
2 35	4.98	248
2 31	4.98	248
2 23	4.96	253
2 25	4.96	254
2 49	4.95	245
2 37	4.94	252
2 13	4.94	254
2 33	4.93	238
2 19	4.92	246
2 51	4.91	246
2 5	4.90	243
2 3	4.90	255
2 17	4.89	247
2 21	4.88	249
2 41	4.86	255
2 27	4.85	244
2 39	4.82	243
0 3	4.76	241
0 1	4.71	235
0 9	4.70	231
0 5	4.61	237
0 11	4.55	229
0 7	4.52	221
0 13	4.40	233
0 63	4.31	234
0 23	4.30	237
3 57	4.28	236
0 17	4.26	231
0 19	4.26	232
3 3	4.25	240
3 63	4.24	240
3 1	4.24	230
3 43	4.24	234
3 53	4.23	230
0 57	4.22	228
0 51	4.21	230
0 25	4.21	225
0 29	4.20	226
3 59	4.18	240
3 15	4.18	243
3 51	4.17	233
3 39	4.17	234
3 61	4.17	231
0 39	4.17	226
0 31	4.17	236
0 41	4.16	225
0 45	4.16	230
0 27	4.15	230
3 45	4.15	241
3 55	4.14	225
3 9	4.13	232
0 59	4.13	217
0 21	4.13	229
3 7	4.12	241
3 5	4.12	238
3 35	4.11	236
3 49	4.10	241
0 43	4.09	228
0 33	4.09	233
3 41	4.08	247
0 49	4.08	223
0 15	4.07	234
0 61	4.06	229
3 17	4.05	230
0 35	4.05	233
0 53	4.05	235
3 23	4.05	235
3 25	4.04	238
3 47	4.03	231
1 53	4.00	240
0 55	3.99	219
0 47	3.99	221
3 33	3.99	240
3 13	3.98	225
3 19	3.97	227
3 37	3.96	240
0 37	3.96	221
3 21	3.95	232
1 63	3.94	230
1 59	3.93	246
1 61	3.93	238
3 27	3.92	229
3 11	3.91	229
3 31	3.90	232
3 29	3.90	230
1 47	3.87	241
1 49	3.87	243
1 45	3.85	243
1 57	3.85	235
1 29	3.84	249
1 51	3.84	237
1 55	3.82	232
1 43	3.82	240
1 41	3.81	234
1 31	3.80	239
1 33	3.79	240
1 39	3.79	230
1 27	3.78	232
1 37	3.77	243
1 35	3.77	232
1 21	3.75	235
1 5	3.75	238
1 25	3.74	244
1 7	3.70	232
1 11	3.69	236
1 23	3.69	241
1 19	3.69	238
1 17	3.67	241
1 15	3.67	240
1 3	3.66	241
1 9	3.64	245
1 13	3.59	241
1 1	3.53	232
