hg
Chip Chan	RMS
0 0	772.86	634
1 0	510.78	436
2 2	327.41	307
0 28	283.70	267
3 60	228.79	246
2 0	178.02	240
2 4	137.67	245
0 4	89.77	212
0 2	83.30	227
0 6	67.71	225
0 16	65.13	229
0 14	59.55	226
0 8	58.73	229
0 18	58.34	219
0 22	56.57	228
0 56	56.54	221
0 40	55.76	222
0 46	55.66	228
0 62	53.68	224
0 52	53.67	235
0 24	53.19	236
0 42	52.82	233
0 34	52.42	218
0 54	51.18	224
0 50	50.81	228
0 30	50.79	225
0 36	50.60	228
0 26	50.22	235
0 32	49.89	236
0 44	49.63	233
0 58	49.26	233
0 10	47.90	217
0 38	47.81	219
3 58	41.03	235
3 32	40.21	236
3 62	40.11	242
0 48	39.98	222
3 54	36.76	244
2 56	36.52	249
2 62	35.64	255
2 58	35.62	251
3 0	35.56	239
2 20	35.23	262
3 52	35.09	242
3 42	35.05	233
2 42	34.84	245
0 60	34.62	224
3 44	34.50	239
3 2	34.36	234
0 12	34.31	233
3 40	34.26	242
2 46	34.21	257
3 48	34.00	237
3 6	33.71	243
3 30	33.68	238
3 34	33.62	239
3 16	33.31	240
2 52	33.24	245
2 6	33.20	248
3 36	33.18	237
3 38	32.92	239
3 4	32.64	241
3 8	32.31	235
2 48	32.20	263
0 20	32.19	227
2 40	32.12	255
2 18	32.10	254
3 14	32.04	231
2 50	32.03	250
3 22	32.00	242
3 12	31.61	240
3 18	31.48	250
3 28	31.35	245
3 24	31.23	238
2 10	30.70	265
2 54	30.69	249
2 14	30.60	249
2 30	30.44	250
2 8	30.39	250
3 20	30.38	247
2 32	30.34	258
2 24	30.22	240
2 28	30.18	250
2 38	29.96	251
2 36	28.25	250
3 26	28.21	229
2 44	27.75	256
2 12	27.28	261
2 60	26.93	245
3 56	25.40	230
3 10	24.79	239
1 10	23.67	247
2 22	23.56	251
3 50	23.48	237
1 6	23.32	245
1 56	23.28	245
1 58	22.85	247
1 2	22.36	241
1 4	22.26	252
2 26	21.90	244
1 30	21.38	245
3 46	21.15	239
1 24	20.44	239
2 16	20.29	251
1 60	20.16	244
1 50	20.07	238
1 52	18.99	241
2 34	18.83	243
1 48	18.80	252
1 46	18.73	249
1 14	18.15	243
1 8	17.84	232
1 18	17.73	240
1 32	17.57	246
1 34	17.30	231
1 44	17.27	237
1 38	17.20	233
1 40	17.18	239
1 26	16.89	250
1 20	16.82	240
1 22	16.66	239
1 36	16.57	249
1 28	15.56	239
1 62	14.88	241
1 54	13.77	228
1 42	13.60	238
1 12	12.30	242
1 16	11.41	249
0 1	5.15	236
2 63	4.99	243
0 7	4.95	221
2 51	4.92	247
2 59	4.92	251
2 35	4.91	248
2 53	4.89	238
0 5	4.85	237
2 17	4.84	247
2 45	4.82	266
2 7	4.82	254
2 57	4.82	247
2 29	4.81	251
2 25	4.80	255
2 39	4.79	243
2 1	4.77	249
2 5	4.77	244
2 43	4.77	254
2 47	4.76	240
0 3	4.76	241
2 13	4.75	254
2 9	4.72	233
2 33	4.72	239
2 15	4.71	244
2 37	4.70	253
2 27	4.69	245
0 9	4.68	231
2 23	4.68	254
2 41	4.68	255
2 3	4.68	256
2 21	4.66	249
2 55	4.65	246
2 11	4.63	248
2 61	4.61	247
2 31	4.60	249
2 19	4.57	247
0 15	4.56	235
2 49	4.56	245
0 13	4.53	233
0 17	4.51	231
0 63	4.48	235
0 11	4.43	229
0 59	4.38	218
0 19	4.35	233
0 25	4.33	225
0 33	4.33	233
0 53	4.32	235
0 55	4.26	220
0 45	4.26	230
0 21	4.26	230
0 35	4.26	233
0 23	4.24	238
0 31	4.23	237
0 29	4.22	227
0 61	4.20	230
3 49	4.16	242
0 39	4.15	227
3 59	4.11	241
0 27	4.09	230
3 7	4.09	242
3 15	4.09	243
0 37	4.08	222
0 57	4.07	228
0 47	4.06	222
0 51	4.06	230
0 41	4.04	225
3 63	4.03	240
0 49	4.03	224
3 55	4.02	226
3 45	4.02	242
3 53	4.01	230
3 11	4.01	229
3 3	4.00	240
3 9	4.00	232
3 17	4.00	230
3 51	3.99	234
3 33	3.99	240
3 41	3.99	248
3 35	3.97	236
3 57	3.96	237
0 43	3.95	228
3 61	3.95	232
3 25	3.94	238
3 29	3.94	230
1 45	3.94	243
3 19	3.93	228
3 27	3.92	229
3 5	3.92	238
1 53	3.92	240
3 39	3.91	234
3 37	3.91	240
3 47	3.89	231
3 21	3.88	233
3 23	3.88	235
1 55	3.87	232
3 31	3.86	233
1 57	3.85	236
1 33	3.83	240
1 59	3.83	247
3 13	3.83	226
3 1	3.82	230
1 63	3.82	230
1 51	3.81	237
1 47	3.81	242
1 61	3.80	238
1 39	3.78	230
1 43	3.78	241
3 43	3.76	234
1 15	3.72	240
1 49	3.71	243
1 27	3.69	233
1 21	3.69	235
1 41	3.69	234
1 11	3.68	236
1 5	3.64	238
1 9	3.64	246
1 25	3.63	245
1 37	3.59	243
1 35	3.59	232
1 23	3.59	241
1 13	3.58	242
1 17	3.58	242
1 31	3.57	239
1 29	3.54	249
1 7	3.48	232
1 3	3.48	242
1 19	3.47	238
1 1	3.39	232
