hg
Chip Chan	RMS
0 0	758.47	680
1 0	488.72	451
2 2	314.53	325
0 28	268.78	278
3 60	222.37	258
2 0	173.46	249
2 4	133.54	251
0 4	79.28	220
0 2	74.07	234
0 6	62.74	230
0 16	60.15	234
0 14	57.29	231
0 8	56.76	234
0 18	55.71	223
0 40	53.45	226
0 46	52.44	232
0 22	52.29	230
0 56	51.71	225
0 62	51.64	227
0 52	51.44	239
0 24	50.52	240
0 42	49.83	236
0 34	49.19	221
0 30	48.85	229
0 50	48.56	231
0 54	48.56	227
0 36	47.99	231
0 26	47.48	238
0 32	47.33	239
0 44	47.00	236
0 58	45.80	236
0 38	45.72	223
0 10	45.30	221
0 48	37.52	225
3 32	36.59	235
3 62	36.53	240
3 58	35.99	234
2 56	34.84	246
2 58	33.99	248
2 20	33.76	259
0 12	33.48	236
3 54	33.36	243
2 62	33.20	251
3 0	32.66	237
0 60	32.60	226
2 42	32.38	242
2 6	32.12	245
3 42	32.12	231
2 46	32.07	254
3 2	31.96	232
3 52	31.07	239
2 52	31.06	242
3 44	30.99	238
3 48	30.88	236
3 40	30.43	240
3 30	30.39	236
2 50	30.37	247
3 6	30.31	242
3 34	30.28	237
0 20	30.22	229
2 48	30.02	260
2 40	29.95	252
3 4	29.85	238
2 18	29.72	250
3 38	29.64	237
3 36	29.56	235
3 16	29.43	238
2 54	28.91	246
3 22	28.85	239
2 10	28.84	263
2 8	28.63	247
3 14	28.62	228
3 8	28.53	233
2 28	28.42	247
2 30	28.18	247
2 24	28.09	237
2 38	28.08	249
3 20	27.99	245
2 14	27.66	245
3 18	27.52	248
3 12	27.48	238
3 28	27.44	243
3 24	27.39	237
2 32	27.33	255
2 36	26.81	248
2 44	26.25	253
2 60	25.78	242
3 26	25.12	227
2 12	25.01	259
3 56	23.10	228
2 22	22.08	248
3 50	21.87	235
3 10	21.77	237
2 26	20.45	242
2 16	19.25	249
3 46	18.82	237
1 2	18.61	239
1 58	18.34	245
1 56	17.88	243
1 30	17.68	243
2 34	17.52	241
1 4	17.08	250
1 24	16.56	237
1 48	15.83	250
1 46	15.53	247
1 52	15.20	240
1 50	15.06	236
1 60	14.99	243
1 34	14.67	229
1 36	14.54	248
1 32	14.53	245
1 40	14.45	237
1 38	14.21	231
1 44	14.03	236
1 26	13.49	248
1 42	12.91	237
1 22	12.83	238
1 28	12.71	239
1 6	12.58	244
1 10	12.37	245
1 14	12.31	241
1 18	12.08	238
1 20	12.03	239
1 8	11.61	231
1 62	10.43	239
1 54	10.33	227
1 16	8.70	249
1 12	7.60	241
0 1	5.18	236
0 3	4.92	241
2 1	4.88	248
2 53	4.88	237
2 63	4.86	242
2 3	4.85	255
2 43	4.83	253
2 41	4.83	255
2 13	4.82	253
2 55	4.80	245
2 39	4.79	243
0 5	4.79	237
2 35	4.76	248
0 9	4.76	231
2 17	4.75	247
2 45	4.74	266
2 27	4.74	244
2 11	4.72	247
2 25	4.71	254
2 29	4.71	251
2 49	4.71	245
2 19	4.70	246
0 7	4.69	221
0 21	4.69	230
2 5	4.69	243
2 59	4.69	251
2 37	4.69	252
2 15	4.69	244
2 21	4.68	249
2 7	4.67	253
2 57	4.67	246
2 33	4.66	238
2 47	4.66	239
0 13	4.63	233
2 31	4.62	248
0 11	4.60	229
2 61	4.60	246
2 51	4.58	246
2 23	4.55	253
0 17	4.54	231
0 63	4.50	235
0 23	4.49	237
2 9	4.49	233
0 19	4.47	233
0 15	4.46	235
0 39	4.34	227
0 35	4.33	233
0 31	4.33	237
0 29	4.31	227
0 41	4.30	225
0 33	4.29	233
0 25	4.27	225
0 27	4.27	230
0 53	4.24	235
0 55	4.19	220
0 61	4.18	230
0 45	4.18	230
0 59	4.17	218
0 49	4.17	224
0 37	4.14	222
0 43	4.14	228
0 57	4.14	228
0 51	4.10	230
3 63	4.09	240
1 61	4.09	238
0 47	4.06	222
3 59	4.03	240
1 57	4.01	235
3 57	4.00	236
3 15	3.96	243
3 43	3.95	234
1 63	3.94	230
3 45	3.93	241
1 55	3.92	232
1 59	3.90	247
3 47	3.90	231
3 61	3.90	231
3 5	3.88	237
3 55	3.88	225
3 37	3.87	239
3 3	3.86	239
3 11	3.84	229
3 41	3.83	247
3 49	3.81	241
1 43	3.81	240
1 41	3.81	234
1 37	3.80	242
3 23	3.80	235
3 27	3.79	229
1 53	3.78	240
1 47	3.77	241
1 29	3.76	249
1 35	3.76	232
1 3	3.75	241
1 25	3.74	244
1 15	3.74	240
3 13	3.73	225
1 51	3.73	237
1 39	3.73	230
3 53	3.73	230
3 33	3.73	240
1 23	3.73	241
1 19	3.73	238
3 1	3.72	230
1 1	3.72	232
3 9	3.72	232
3 39	3.72	233
1 49	3.72	243
3 7	3.71	241
3 31	3.70	232
1 27	3.70	232
1 7	3.68	232
1 9	3.68	245
3 25	3.67	237
3 21	3.67	232
3 51	3.67	233
1 45	3.66	243
1 17	3.64	241
3 35	3.64	235
3 17	3.64	230
3 19	3.63	227
1 5	3.62	238
1 31	3.61	239
1 33	3.59	240
1 11	3.59	236
1 21	3.58	234
3 29	3.57	229
1 13	3.52	241
