hg
Chip Chan	RMS
0 0	660.92	500
1 0	428.83	363
2 2	281.56	292
0 28	245.22	254
3 60	204.49	246
2 0	175.42	246
2 4	157.91	245
0 4	133.09	212
0 2	132.11	225
0 16	126.02	226
0 6	126.00	222
0 14	124.35	223
0 24	123.84	232
0 18	123.65	217
0 22	123.46	225
0 8	123.21	226
0 56	122.98	217
0 40	122.66	219
0 52	122.61	231
0 26	122.51	231
0 46	121.63	224
0 30	121.07	222
0 44	121.06	229
0 62	121.05	220
0 42	121.00	230
0 36	120.75	224
0 54	120.68	220
0 34	120.27	214
2 18	120.25	250
0 50	120.14	224
0 38	120.11	216
0 32	120.01	232
0 58	119.91	228
2 20	119.04	257
2 28	118.80	245
2 40	118.74	250
2 48	118.43	257
2 50	118.30	245
2 42	118.29	240
2 58	117.99	245
2 8	117.81	245
2 52	117.70	240
2 44	117.65	251
2 10	117.59	260
2 36	117.38	245
2 56	117.28	244
2 46	117.25	252
2 54	117.23	244
2 6	117.17	243
2 62	117.08	249
2 38	116.88	247
2 24	116.44	235
2 30	116.44	245
2 12	116.41	257
2 32	116.14	253
2 14	115.92	244
3 58	115.00	230
3 62	114.81	236
3 44	114.30	235
3 48	114.26	232
3 52	113.99	237
3 42	113.52	228
3 38	113.33	234
3 32	112.98	232
3 2	112.95	229
3 54	112.89	239
3 28	112.75	240
3 16	112.62	235
3 36	112.55	233
3 6	112.42	239
3 22	112.39	237
3 40	112.08	237
3 14	111.96	226
3 4	111.94	235
3 18	111.91	244
3 30	111.89	233
3 34	111.87	234
3 12	111.78	235
3 8	111.75	230
3 24	111.62	234
3 20	111.57	242
3 0	110.64	234
1 14	109.63	239
1 58	109.14	242
1 40	108.80	234
1 48	108.65	247
1 2	108.61	235
1 4	108.55	247
1 36	108.26	245
1 60	108.12	239
1 10	107.92	241
1 56	107.92	240
1 8	107.87	228
1 50	107.82	234
1 26	107.81	245
1 30	107.72	240
1 22	107.62	235
1 20	107.33	235
1 46	107.28	244
1 24	107.22	234
1 28	107.20	235
1 18	107.08	235
1 52	106.93	236
1 38	106.80	228
1 6	106.76	240
1 32	106.71	241
1 34	106.58	226
3 26	100.73	225
1 44	92.97	233
0 10	71.04	215
0 12	68.15	231
0 48	67.60	219
2 60	61.68	241
2 22	61.19	247
2 26	60.18	241
3 50	59.31	234
3 56	58.86	227
3 10	58.79	235
1 62	55.26	237
1 54	54.91	224
1 16	53.86	246
0 60	51.00	221
0 20	50.27	225
2 16	43.91	249
2 34	42.88	241
3 46	42.73	236
1 12	38.65	240
1 42	18.77	235
0 1	4.47	235
2 61	4.47	247
0 7	4.42	221
2 15	4.42	244
0 3	4.41	240
0 5	4.38	237
2 43	4.37	254
2 7	4.35	254
2 41	4.33	255
2 57	4.31	246
2 11	4.31	247
2 35	4.30	248
2 3	4.29	256
2 51	4.29	247
2 55	4.28	245
2 49	4.26	245
2 53	4.26	238
2 1	4.25	249
2 19	4.24	246
2 63	4.24	243
2 31	4.24	249
2 59	4.24	251
2 33	4.23	238
2 5	4.23	243
0 11	4.23	229
2 9	4.22	233
0 13	4.20	233
2 45	4.20	266
2 17	4.20	247
2 13	4.20	254
2 39	4.18	243
2 29	4.18	251
2 37	4.18	252
2 47	4.17	240
2 21	4.15	249
0 63	4.14	235
0 19	4.13	232
0 41	4.12	224
2 23	4.12	254
2 27	4.12	245
0 23	4.12	237
0 9	4.11	231
0 17	4.11	231
0 21	4.10	229
0 53	4.05	235
2 25	4.05	254
0 35	4.04	233
0 25	4.02	225
0 31	4.02	237
0 39	4.01	226
0 47	4.00	221
0 55	3.99	219
0 37	3.96	221
0 59	3.96	218
0 33	3.96	233
0 51	3.96	230
0 29	3.96	226
0 45	3.96	230
0 57	3.95	228
0 27	3.92	230
0 49	3.89	223
0 43	3.87	228
0 61	3.85	229
3 15	3.76	243
3 57	3.74	236
0 15	3.72	234
1 49	3.71	243
3 63	3.70	240
3 49	3.70	241
3 61	3.69	232
1 53	3.69	240
1 61	3.69	238
3 55	3.68	226
3 13	3.66	226
1 45	3.66	243
1 63	3.65	230
3 5	3.64	238
3 39	3.63	234
3 59	3.63	240
1 51	3.63	237
3 7	3.62	241
3 51	3.61	234
3 35	3.60	236
3 1	3.60	230
3 11	3.60	229
1 57	3.60	236
1 59	3.60	247
3 25	3.59	238
3 41	3.59	248
1 47	3.59	241
3 37	3.58	240
1 15	3.58	240
3 45	3.57	242
1 5	3.57	238
3 23	3.57	235
3 31	3.57	232
1 21	3.56	235
1 55	3.56	232
3 21	3.56	232
1 11	3.54	236
3 53	3.54	230
3 17	3.54	230
1 29	3.53	250
1 33	3.53	240
3 19	3.53	228
1 9	3.53	245
1 3	3.53	242
1 39	3.52	230
1 31	3.52	239
3 43	3.52	234
1 41	3.51	234
3 9	3.51	232
3 3	3.50	240
1 23	3.50	241
1 35	3.49	232
3 33	3.49	240
1 37	3.48	243
1 43	3.47	241
3 29	3.46	230
1 27	3.46	233
1 17	3.46	241
1 13	3.45	242
1 25	3.44	245
1 7	3.43	232
3 47	3.40	231
1 19	3.38	238
3 27	3.36	229
1 1	3.32	233
