hg
Chip Chan	RMS
0 0	754.39	633
1 0	479.63	427
2 2	307.86	312
0 28	263.75	267
3 60	216.20	251
2 0	168.65	246
2 4	127.65	250
0 4	83.41	210
0 2	78.33	225
0 6	66.78	222
0 16	63.27	226
0 14	60.66	223
0 8	60.09	226
0 18	59.25	215
0 40	56.06	218
0 22	55.95	225
0 46	55.58	224
0 56	55.25	218
0 62	54.53	221
0 52	54.20	232
0 24	53.49	232
0 42	52.93	229
0 34	52.85	214
0 54	52.16	220
0 50	51.94	224
0 30	51.65	222
0 26	50.97	232
0 44	50.58	229
0 36	50.45	225
0 32	49.73	232
0 10	48.31	214
0 38	48.06	217
0 58	47.88	230
0 48	40.11	220
0 12	35.70	231
0 60	34.68	222
3 32	34.54	236
3 62	34.26	241
3 58	33.97	234
0 20	32.72	225
2 56	32.59	249
2 58	32.13	250
2 20	32.08	262
2 62	31.22	254
3 54	31.07	244
2 42	30.84	245
3 0	30.71	238
3 42	30.69	233
2 46	30.31	257
2 6	30.18	247
2 52	29.95	244
3 52	29.91	241
3 44	29.68	239
3 2	29.28	233
3 48	29.20	237
2 18	29.07	254
3 40	28.79	241
2 48	28.72	262
3 30	28.33	237
2 50	28.32	250
3 34	28.29	239
3 6	28.24	243
3 38	28.19	237
3 36	28.13	236
2 40	28.00	255
3 16	27.73	239
2 54	27.62	248
3 4	27.59	239
2 28	27.53	249
3 22	27.51	241
3 8	27.34	234
2 10	27.29	265
2 38	26.83	251
2 30	26.71	249
3 12	26.66	238
2 8	26.52	249
3 14	26.52	230
2 24	26.51	239
3 28	26.29	244
2 14	26.27	247
2 32	26.24	257
3 24	26.23	237
3 20	26.16	246
3 18	25.91	249
2 44	25.07	256
2 60	24.93	245
2 36	24.89	250
3 26	24.09	228
2 12	23.67	261
3 56	21.63	230
2 22	21.36	250
3 10	20.54	238
3 50	20.07	237
2 26	19.64	243
2 16	18.62	251
1 56	18.38	244
1 2	18.11	240
1 58	17.95	246
3 46	17.80	238
1 30	17.43	244
2 34	16.65	243
1 4	16.27	251
1 24	16.10	238
1 60	15.74	244
1 46	15.59	248
1 48	15.57	251
1 50	15.19	237
1 40	14.89	238
1 52	14.79	240
1 38	14.55	231
1 36	14.55	248
1 44	14.36	237
1 32	14.23	245
1 34	14.17	230
1 22	13.75	238
1 26	13.59	249
1 6	13.46	244
1 10	13.24	245
1 28	12.89	238
1 8	12.36	231
1 14	12.33	242
1 20	12.24	239
1 18	12.17	239
1 42	12.11	238
1 62	10.69	240
1 54	10.62	227
1 16	8.91	248
1 12	8.38	241
0 1	5.39	235
0 3	5.20	240
0 5	5.04	236
0 11	4.97	229
0 7	4.86	220
0 15	4.85	234
0 23	4.83	237
0 19	4.82	232
2 15	4.81	244
2 3	4.81	256
0 9	4.79	231
2 13	4.79	254
0 17	4.73	231
2 63	4.73	243
2 1	4.72	249
2 45	4.71	266
0 13	4.69	233
2 19	4.68	247
2 59	4.68	251
2 53	4.67	238
2 23	4.65	254
0 63	4.63	234
0 35	4.62	233
0 25	4.62	225
2 57	4.61	246
2 55	4.60	245
2 5	4.60	243
2 21	4.59	249
2 29	4.58	251
2 49	4.58	245
2 7	4.57	253
2 41	4.57	255
2 17	4.57	247
2 43	4.57	254
0 47	4.57	221
2 47	4.55	240
2 31	4.55	248
2 27	4.54	245
2 51	4.53	247
2 39	4.53	243
0 21	4.52	229
2 9	4.50	233
2 37	4.49	252
0 31	4.48	236
2 11	4.47	247
2 61	4.45	247
2 25	4.44	254
0 27	4.42	229
2 35	4.42	248
0 61	4.41	229
0 39	4.40	226
0 43	4.40	228
2 33	4.39	238
0 33	4.39	232
0 29	4.38	226
0 41	4.38	224
0 37	4.35	221
0 53	4.30	234
0 59	4.28	217
0 51	4.28	230
0 45	4.27	230
0 55	4.22	219
0 49	4.20	223
0 57	4.13	228
3 3	4.02	240
3 57	3.90	237
1 51	3.90	237
3 59	3.86	240
3 51	3.82	234
3 55	3.80	226
3 45	3.79	242
3 53	3.79	230
1 63	3.79	230
3 5	3.76	238
3 49	3.76	241
3 31	3.75	232
3 63	3.75	240
3 43	3.75	234
3 35	3.74	236
1 61	3.73	238
3 7	3.70	242
3 29	3.69	230
3 61	3.68	232
3 1	3.68	230
3 13	3.68	226
3 9	3.67	232
3 33	3.67	240
1 53	3.66	240
1 59	3.66	247
3 21	3.66	232
1 23	3.64	241
3 25	3.64	238
3 15	3.64	243
3 47	3.63	231
3 17	3.62	230
1 35	3.61	232
3 27	3.60	229
1 43	3.59	240
1 55	3.59	232
3 39	3.59	234
1 27	3.58	232
3 41	3.58	248
1 45	3.57	243
1 57	3.57	235
1 5	3.57	238
1 37	3.57	242
1 49	3.56	243
1 41	3.56	234
1 31	3.55	239
1 13	3.55	242
1 17	3.55	241
1 9	3.55	245
3 23	3.53	235
1 39	3.53	230
1 25	3.53	244
1 19	3.53	237
3 37	3.51	240
1 29	3.50	249
3 19	3.50	228
1 47	3.49	241
1 11	3.49	236
3 11	3.48	229
1 15	3.47	240
1 21	3.46	235
1 33	3.43	240
1 1	3.33	232
1 7	3.33	232
1 3	3.32	241
