hg
Chip Chan	RMS
0 0	790.44	700
1 0	510.57	470
2 2	327.78	335
0 28	282.24	286
3 60	229.20	263
2 0	182.14	249
2 4	141.23	250
0 4	94.69	218
0 2	89.21	232
0 6	75.96	229
0 16	73.52	232
0 14	69.11	228
0 8	68.63	232
0 18	67.59	222
0 22	65.26	230
0 40	64.39	223
0 56	64.24	223
0 46	63.34	230
0 52	63.06	237
0 24	62.66	238
0 62	62.39	225
0 42	61.45	234
0 34	61.24	219
0 54	60.68	225
0 30	60.26	227
0 26	60.15	236
0 50	60.14	229
0 36	59.84	229
0 32	59.23	237
0 44	58.93	234
0 38	57.17	220
0 58	56.98	234
0 10	51.73	220
3 62	48.86	238
3 58	48.58	232
3 32	48.57	234
3 54	45.48	241
3 52	45.11	238
2 56	44.83	244
3 42	44.73	229
0 12	44.52	235
3 44	44.28	236
3 0	44.26	235
2 58	44.25	247
3 2	43.98	230
3 48	43.87	234
2 62	43.74	250
2 20	43.62	258
0 48	43.59	223
3 40	43.37	238
3 30	43.09	235
3 12	43.03	236
2 42	42.94	239
3 38	42.94	236
3 34	42.91	236
3 4	42.77	236
2 6	42.70	243
2 46	42.63	253
3 36	42.62	234
3 6	42.56	240
2 52	42.45	240
3 16	42.40	236
3 22	42.13	238
3 8	41.73	231
2 48	41.57	258
3 14	41.56	227
2 40	41.52	250
3 28	41.41	242
2 18	41.30	250
3 20	41.13	244
3 18	40.99	246
2 50	40.90	246
3 24	40.51	235
2 54	40.34	244
2 10	39.97	260
2 28	39.86	245
2 8	39.79	246
2 38	39.71	247
2 14	39.52	244
2 30	39.22	245
2 24	38.89	235
2 12	38.80	257
2 32	38.55	253
2 36	38.39	246
2 44	38.09	251
3 26	37.14	226
0 60	36.72	224
0 20	34.91	228
1 2	32.68	235
1 30	32.57	240
1 58	32.54	241
1 56	32.17	240
1 4	32.13	247
1 24	31.78	234
1 48	31.59	247
1 60	31.04	239
1 50	30.94	233
1 36	30.88	245
1 32	30.82	241
1 46	30.70	243
1 40	30.68	234
1 34	30.57	226
1 38	30.50	228
1 52	30.31	236
1 26	30.13	245
1 20	29.83	236
1 22	29.76	235
2 60	29.70	240
1 28	29.49	236
1 8	29.18	228
1 10	29.12	241
3 56	29.02	227
1 18	28.96	235
1 14	28.85	239
1 6	28.76	241
1 44	28.04	233
3 10	27.86	236
3 50	27.47	234
2 22	26.96	246
2 26	25.30	240
3 46	23.08	236
2 16	22.69	247
2 34	20.76	239
1 54	17.61	223
1 62	17.38	237
1 16	16.63	246
1 42	13.53	235
1 12	12.33	239
2 15	5.31	244
2 9	5.17	233
2 41	5.17	255
2 1	5.14	248
2 13	5.13	253
2 17	5.12	247
2 55	5.11	245
2 3	5.08	255
2 59	5.08	251
2 63	5.08	242
2 53	5.06	237
2 31	5.06	248
2 39	5.05	243
2 47	5.03	239
2 29	5.03	251
2 57	5.03	246
2 21	5.01	249
2 23	5.01	253
2 7	5.00	253
2 51	5.00	246
2 5	4.98	243
2 49	4.98	245
2 11	4.97	247
2 43	4.97	254
2 61	4.96	247
2 27	4.96	245
2 37	4.95	252
0 1	4.93	236
2 33	4.93	238
2 19	4.93	246
2 35	4.92	248
0 3	4.90	241
2 25	4.89	254
2 45	4.80	266
0 11	4.76	229
0 5	4.73	237
0 7	4.68	221
0 9	4.52	231
0 13	4.50	233
0 33	4.45	233
0 23	4.42	237
0 17	4.40	231
0 55	4.38	219
0 19	4.37	233
0 31	4.36	237
0 29	4.35	227
0 21	4.35	230
0 35	4.31	233
0 25	4.31	225
0 45	4.31	230
0 63	4.31	235
0 57	4.30	228
0 53	4.30	235
0 51	4.28	230
0 27	4.28	230
0 37	4.25	221
0 39	4.20	226
3 15	4.18	243
0 59	4.18	218
0 41	4.16	225
0 49	4.16	223
0 47	4.15	221
3 57	4.11	237
3 59	4.11	240
0 43	4.11	228
0 15	4.10	234
0 61	4.08	229
3 17	4.07	230
3 1	4.07	230
3 51	4.06	233
3 25	4.04	237
3 47	4.04	231
3 61	4.02	231
3 5	4.02	238
3 53	4.01	230
3 27	4.00	229
3 3	3.98	239
3 11	3.98	229
3 7	3.97	241
3 63	3.97	240
3 35	3.97	236
3 39	3.96	234
3 45	3.95	241
3 41	3.94	247
3 43	3.94	234
3 49	3.94	241
1 57	3.94	235
3 19	3.91	227
3 21	3.91	232
3 13	3.90	226
3 31	3.89	232
1 55	3.89	232
3 37	3.88	240
1 59	3.88	247
3 55	3.88	225
1 37	3.88	243
1 51	3.87	237
3 33	3.86	240
1 49	3.86	243
1 53	3.86	240
1 47	3.86	241
3 29	3.85	230
3 23	3.85	235
1 63	3.84	230
1 43	3.84	240
3 9	3.83	232
1 41	3.79	234
1 45	3.77	243
1 25	3.77	244
1 39	3.75	230
1 5	3.73	238
1 61	3.72	238
1 9	3.71	245
1 21	3.71	235
1 33	3.70	240
1 29	3.67	249
1 3	3.67	241
1 31	3.66	239
1 11	3.66	236
1 17	3.65	241
1 35	3.65	232
1 7	3.65	232
1 15	3.64	240
1 19	3.64	238
1 27	3.62	232
1 1	3.59	232
1 23	3.58	241
1 13	3.55	241
