hg
Chip Chan	RMS
0 0	760.93	640
1 0	493.50	419
2 2	311.31	301
0 28	274.76	263
3 60	220.22	244
2 0	169.93	238
2 4	131.76	242
0 4	93.52	213
0 2	87.68	227
0 6	74.16	225
0 16	72.57	228
0 14	68.18	225
0 8	67.66	228
0 18	66.84	218
0 22	64.78	226
0 56	64.52	219
0 40	64.28	221
0 46	63.42	226
0 52	62.99	234
0 24	62.70	235
0 62	61.94	222
0 26	61.21	233
0 42	61.08	232
0 34	60.89	217
0 54	60.65	222
0 30	60.38	224
0 50	60.18	226
0 44	59.78	232
0 36	59.55	226
0 32	59.50	234
0 58	58.39	231
0 38	57.49	218
0 10	50.30	216
3 62	49.85	239
3 32	49.75	234
3 58	49.37	233
3 44	46.65	237
3 54	46.58	242
3 42	46.54	231
2 56	46.24	246
3 52	46.19	239
2 58	46.17	248
2 20	46.07	259
3 0	45.85	237
3 2	45.59	231
3 48	45.52	235
3 30	45.50	235
2 62	45.47	251
3 34	45.37	237
2 46	45.20	254
3 38	45.12	237
3 40	45.11	240
3 6	45.05	242
3 12	44.88	238
2 42	44.78	242
2 6	44.54	243
2 52	44.49	242
3 22	44.38	240
3 36	44.35	235
2 18	44.27	251
3 4	44.25	237
3 16	44.24	237
3 8	44.18	233
2 48	44.03	259
3 28	43.84	243
2 50	43.81	247
2 40	43.62	252
3 18	43.53	248
3 14	43.38	228
3 24	43.33	236
3 20	43.32	244
0 12	43.22	233
2 54	43.13	245
2 30	42.84	247
2 28	42.66	247
2 14	42.54	245
2 8	42.44	247
0 48	42.43	221
2 38	42.33	248
2 10	42.29	262
2 32	42.06	255
2 24	42.04	237
2 36	41.60	247
2 44	41.45	253
2 12	41.43	258
3 26	39.14	227
1 56	37.50	241
1 2	37.49	237
1 58	37.04	243
1 4	36.86	249
1 48	36.79	249
1 30	36.63	240
1 36	36.47	247
1 60	36.35	241
1 24	36.31	236
1 40	36.17	235
0 60	36.04	223
1 50	36.01	235
1 32	35.90	243
1 46	35.72	245
1 22	35.66	236
1 52	35.52	237
1 34	35.52	227
1 26	35.50	247
1 10	35.48	243
1 8	35.41	229
1 28	35.36	237
1 6	35.21	242
1 38	35.13	229
1 14	35.06	240
1 20	35.05	237
1 18	34.81	237
0 20	34.21	226
1 44	31.77	234
2 60	29.81	242
3 56	28.74	229
3 10	28.36	237
3 50	27.73	236
2 22	27.25	248
2 26	25.70	241
3 46	22.99	237
2 16	22.95	249
2 34	20.91	241
1 62	19.78	238
1 54	19.71	225
1 16	18.90	247
1 12	14.29	240
1 42	13.51	236
2 55	4.96	245
0 1	4.88	235
2 15	4.88	244
0 7	4.82	221
2 9	4.79	233
0 3	4.78	241
2 3	4.77	256
2 43	4.75	254
2 1	4.74	249
2 61	4.72	247
0 5	4.72	237
2 17	4.71	247
2 39	4.69	243
2 21	4.68	249
2 59	4.66	251
2 5	4.66	243
2 7	4.66	253
2 33	4.66	238
2 53	4.65	238
2 45	4.61	266
0 9	4.61	231
2 63	4.60	243
2 37	4.60	252
2 41	4.60	255
2 29	4.58	251
2 31	4.58	249
0 11	4.58	229
2 35	4.58	248
2 13	4.57	254
2 11	4.56	247
2 19	4.54	246
2 51	4.52	247
2 27	4.52	245
2 57	4.52	246
2 23	4.52	253
2 47	4.47	239
2 25	4.46	254
0 17	4.45	231
0 21	4.43	229
0 25	4.41	225
2 49	4.37	245
0 13	4.35	233
0 27	4.31	230
0 23	4.30	237
0 19	4.30	233
0 63	4.26	235
0 35	4.25	233
0 31	4.25	236
0 41	4.21	224
0 57	4.21	228
0 39	4.20	226
0 49	4.16	223
0 15	4.16	235
3 15	4.14	243
0 59	4.13	218
3 5	4.11	238
0 61	4.11	230
0 33	4.11	233
3 61	4.10	231
0 29	4.10	227
0 53	4.09	235
0 45	4.08	230
3 47	4.07	231
0 55	4.06	219
3 59	4.05	240
3 11	4.05	229
3 45	4.04	241
0 43	4.04	228
0 37	4.03	221
3 51	4.01	234
3 33	4.01	240
3 43	4.00	234
3 25	3.99	238
0 47	3.98	221
3 57	3.97	237
3 19	3.97	228
3 37	3.97	240
3 63	3.97	240
0 51	3.96	230
3 49	3.96	241
3 1	3.93	230
3 9	3.93	232
3 53	3.93	230
3 3	3.91	239
3 55	3.90	226
1 63	3.87	230
3 31	3.86	232
3 23	3.84	235
3 13	3.83	226
3 35	3.82	236
3 39	3.81	234
3 29	3.81	230
1 47	3.81	241
3 17	3.81	230
3 27	3.79	229
3 41	3.77	248
1 57	3.75	235
1 61	3.75	238
1 59	3.75	247
3 7	3.73	241
3 21	3.73	232
1 13	3.72	241
1 33	3.71	240
1 55	3.69	232
1 25	3.68	244
1 43	3.67	240
1 23	3.64	241
1 19	3.64	238
1 11	3.63	236
1 51	3.62	237
1 29	3.62	249
1 49	3.62	243
1 45	3.62	243
1 9	3.61	246
1 3	3.61	242
1 21	3.60	235
1 27	3.59	232
1 35	3.57	232
1 53	3.57	240
1 41	3.56	234
1 39	3.56	230
1 37	3.54	243
1 15	3.52	240
1 31	3.51	239
1 7	3.48	232
1 5	3.44	238
1 17	3.35	241
1 1	3.30	232
