hg
Chip Chan	RMS
0 0	731.36	632
1 0	471.03	410
2 2	298.14	299
0 28	261.15	261
3 60	208.12	245
2 0	163.24	239
2 4	127.07	242
0 4	90.24	213
0 2	84.98	228
0 6	71.86	225
0 16	70.11	229
0 14	66.16	226
0 8	65.19	229
0 18	64.30	219
0 22	63.70	228
0 40	62.38	220
0 56	61.84	219
0 46	61.46	227
0 52	60.34	234
0 62	60.14	222
0 24	59.91	235
0 42	58.81	232
0 34	58.54	217
0 54	58.51	222
0 50	58.24	226
0 26	57.53	234
0 30	57.33	225
0 36	57.10	226
0 44	56.93	231
0 32	56.51	234
0 58	55.69	231
0 38	55.01	218
0 10	49.14	218
3 62	47.36	236
3 58	47.00	230
3 32	45.64	231
2 56	44.76	242
2 20	44.53	256
2 58	44.13	244
3 54	43.89	240
2 42	43.83	237
2 62	43.42	248
3 0	43.14	233
3 52	43.13	236
2 46	43.05	251
3 42	42.86	228
3 2	42.69	228
2 6	42.60	241
2 52	42.56	238
2 18	42.51	247
0 12	42.43	234
3 44	42.37	234
2 40	42.34	248
2 50	42.29	244
2 48	42.02	255
3 48	41.95	232
3 6	41.95	239
3 12	41.67	235
0 48	41.54	222
3 30	41.53	233
3 40	41.43	237
3 16	41.43	234
3 34	41.31	234
3 4	41.13	234
3 38	41.07	234
3 36	40.94	233
2 54	40.88	242
3 8	40.54	229
2 30	40.46	243
2 28	40.41	243
3 22	40.40	236
2 38	40.29	245
2 24	40.16	233
2 8	40.06	244
3 14	40.05	226
2 10	39.89	259
2 14	39.89	242
2 32	39.80	251
3 18	39.57	245
3 28	39.40	240
2 36	39.30	243
3 24	39.30	234
3 20	39.29	242
2 12	39.10	255
2 44	38.84	250
3 26	35.79	225
0 60	34.69	223
1 2	33.26	234
0 20	32.90	227
1 58	32.57	240
1 56	32.56	239
1 30	32.44	238
1 4	32.07	245
1 24	31.91	232
1 48	31.89	246
2 60	31.72	239
1 46	31.29	243
1 32	31.13	240
1 38	31.13	226
1 60	31.12	238
1 36	31.07	244
1 50	30.97	232
1 40	30.88	232
1 34	30.62	225
1 52	30.45	235
1 26	30.40	245
1 28	30.26	234
1 22	30.26	233
1 20	30.17	234
1 18	30.14	234
1 6	29.87	239
1 10	29.61	240
1 8	29.37	226
1 14	29.18	237
3 56	28.01	227
1 44	27.91	232
3 10	27.28	235
2 22	27.18	246
3 50	26.54	234
2 26	25.81	240
2 16	23.01	248
3 46	23.01	236
2 34	20.83	239
1 54	18.12	223
1 62	17.98	236
1 16	16.67	246
1 42	13.51	235
1 12	13.02	239
0 5	5.09	237
0 1	5.04	235
2 1	4.97	248
2 15	4.94	244
2 7	4.90	253
2 55	4.89	245
0 3	4.87	241
2 57	4.85	246
2 43	4.85	254
2 51	4.83	246
2 41	4.82	255
2 3	4.82	255
2 23	4.81	254
2 19	4.78	246
2 53	4.77	238
2 49	4.76	245
2 63	4.76	242
0 7	4.76	220
2 39	4.75	243
2 9	4.74	233
0 9	4.74	231
2 31	4.70	248
2 5	4.69	243
0 17	4.68	231
0 13	4.68	233
2 35	4.68	248
2 33	4.67	238
0 11	4.66	229
2 47	4.66	239
2 29	4.65	251
2 59	4.65	251
2 17	4.65	247
2 37	4.60	252
2 45	4.60	266
2 21	4.58	249
2 61	4.56	247
2 27	4.56	244
2 11	4.56	247
2 25	4.54	254
0 63	4.52	235
2 13	4.47	253
0 21	4.41	229
0 33	4.40	233
0 31	4.34	237
0 19	4.32	233
0 55	4.30	219
0 41	4.27	225
0 25	4.26	225
0 27	4.26	230
0 59	4.22	217
0 23	4.19	237
3 59	4.18	240
0 61	4.16	229
0 39	4.15	226
0 35	4.15	233
0 53	4.15	234
0 29	4.14	226
0 45	4.10	230
0 49	4.09	224
3 63	4.07	240
0 51	4.07	230
0 43	4.06	228
0 57	4.06	228
0 37	4.04	221
3 27	4.04	229
3 39	4.03	233
3 43	4.03	234
3 19	4.02	227
3 57	4.02	237
3 25	4.00	238
3 55	4.00	225
3 11	4.00	229
3 5	4.00	238
3 1	3.95	230
3 17	3.95	230
3 53	3.95	230
3 33	3.95	240
3 61	3.94	231
3 45	3.94	241
3 49	3.93	241
1 37	3.93	242
0 15	3.92	234
3 41	3.92	247
0 47	3.92	221
3 23	3.92	235
3 35	3.91	236
3 21	3.91	232
1 57	3.90	235
3 15	3.90	243
3 9	3.90	232
3 37	3.88	240
3 51	3.86	233
3 47	3.85	231
1 53	3.85	240
3 29	3.84	229
3 3	3.84	239
3 13	3.80	226
1 59	3.74	246
3 7	3.72	241
1 45	3.71	243
1 61	3.70	238
1 51	3.70	237
1 55	3.69	231
3 31	3.68	232
1 41	3.68	234
1 5	3.68	238
1 21	3.63	234
1 29	3.61	249
1 39	3.61	230
1 47	3.61	241
1 31	3.61	239
1 11	3.56	235
1 33	3.56	240
1 49	3.56	243
1 63	3.54	230
1 35	3.54	232
1 25	3.53	244
1 1	3.51	232
1 3	3.51	241
1 43	3.51	240
1 17	3.51	241
1 15	3.50	240
1 23	3.48	241
1 27	3.46	232
1 9	3.45	245
1 19	3.38	237
1 13	3.35	241
1 7	3.29	232
