hg
Chip Chan	RMS
0 0	792.67	690
1 0	524.99	456
2 2	337.78	326
0 28	292.67	285
3 60	233.59	264
2 0	190.06	258
2 4	164.00	255
1 10	146.97	243
1 6	141.60	242
0 4	140.55	221
0 2	137.90	233
1 14	135.75	241
1 4	135.14	249
0 40	133.61	225
0 46	132.06	230
1 18	131.86	237
1 60	131.29	241
1 2	131.17	238
0 42	130.73	235
1 56	129.05	243
0 52	128.31	238
0 62	127.85	226
0 44	127.13	234
1 30	127.04	242
1 58	126.54	244
1 20	125.99	238
1 8	125.90	230
0 50	125.66	230
1 52	125.15	239
0 16	125.09	233
0 36	124.60	230
0 56	124.60	224
0 54	124.06	226
1 46	123.75	246
1 24	123.00	237
0 6	122.96	230
0 38	122.75	222
1 48	122.57	249
1 32	122.45	243
1 50	122.22	236
0 18	121.59	222
0 34	120.70	220
0 14	120.12	229
0 58	119.64	235
1 22	119.14	236
1 34	118.60	229
1 26	118.30	248
0 32	118.07	238
0 8	114.94	232
2 42	114.02	241
1 40	113.81	236
0 30	113.55	227
2 30	113.37	246
2 40	113.11	253
1 38	112.23	230
2 10	111.99	262
2 6	111.75	245
2 32	111.49	255
1 28	111.29	238
1 44	110.96	235
2 28	110.59	247
2 38	108.13	249
0 26	107.90	237
0 24	107.52	239
2 56	106.93	247
1 36	106.01	248
2 36	104.64	247
2 20	104.18	259
3 24	104.13	236
3 14	104.04	228
2 24	103.73	237
3 18	102.70	247
3 20	102.68	244
2 54	102.56	246
3 22	102.54	239
3 16	102.30	237
2 52	102.30	243
3 2	101.65	231
2 18	101.63	251
3 8	101.45	232
2 62	101.27	252
3 42	100.80	231
3 4	100.50	237
2 46	99.90	255
2 44	99.78	254
3 0	99.47	237
3 40	99.33	240
2 58	99.14	248
0 22	98.83	232
2 8	97.81	247
3 62	97.09	239
3 54	96.55	242
3 38	96.14	236
3 28	95.93	243
1 62	95.75	240
3 26	95.36	227
3 6	94.63	242
3 30	94.52	236
2 14	93.94	245
3 34	93.58	236
2 48	93.46	260
2 50	92.21	248
3 52	92.06	239
3 58	91.56	234
3 32	91.45	234
3 36	91.10	235
0 48	90.37	225
2 12	89.15	259
1 16	88.78	249
3 48	86.67	236
1 54	85.33	227
0 10	84.78	221
1 12	83.41	242
3 44	81.34	238
3 12	81.22	237
2 26	75.89	243
2 22	71.65	249
0 60	69.88	227
2 60	67.88	243
3 10	66.32	238
3 56	63.71	229
2 34	62.64	242
3 50	61.15	236
0 12	60.71	236
0 20	53.92	229
2 16	52.89	250
3 46	49.21	238
1 42	37.17	238
2 57	7.79	247
2 43	7.76	254
2 29	7.75	251
1 57	7.70	236
2 49	7.68	245
2 53	7.68	238
2 25	7.63	255
2 61	7.60	247
2 51	7.57	247
2 63	7.56	243
2 33	7.56	239
2 55	7.56	245
2 37	7.56	252
1 61	7.56	239
2 59	7.54	251
2 7	7.52	253
2 21	7.51	249
2 3	7.51	256
2 1	7.50	249
2 15	7.45	244
1 59	7.44	247
2 23	7.43	254
2 9	7.43	233
2 41	7.43	255
2 47	7.43	240
1 53	7.42	240
2 39	7.42	243
2 5	7.40	243
2 27	7.40	245
1 55	7.39	232
2 11	7.39	247
2 17	7.38	247
2 35	7.38	248
1 43	7.38	241
2 13	7.35	254
1 39	7.35	230
1 47	7.34	242
1 63	7.33	231
2 45	7.33	266
1 51	7.31	238
1 49	7.31	243
2 31	7.29	249
2 19	7.22	246
1 45	7.20	244
1 41	7.19	235
1 21	7.12	235
1 31	7.12	240
1 37	7.11	243
1 7	7.10	232
1 27	7.10	233
1 23	7.08	241
1 25	7.08	245
1 17	7.06	242
3 61	7.01	232
1 29	7.00	250
1 9	7.00	246
1 35	6.99	232
1 33	6.97	241
1 5	6.97	239
1 15	6.92	241
3 59	6.90	240
3 57	6.90	237
1 11	6.90	236
3 63	6.90	240
3 55	6.89	226
1 19	6.83	238
0 1	6.82	236
1 3	6.82	242
3 47	6.80	231
1 13	6.78	242
3 53	6.77	230
3 51	6.77	234
3 27	6.76	229
3 31	6.76	232
3 41	6.75	248
3 3	6.75	240
3 37	6.73	240
3 17	6.72	230
3 49	6.71	241
3 1	6.69	230
0 3	6.69	241
3 33	6.69	240
3 45	6.68	241
3 15	6.67	243
3 35	6.67	236
3 5	6.67	238
3 11	6.66	229
3 39	6.66	234
3 25	6.65	238
3 7	6.64	241
3 29	6.59	230
3 21	6.59	232
0 57	6.57	228
0 11	6.57	229
3 43	6.55	234
3 23	6.55	235
3 19	6.55	228
1 1	6.54	233
0 5	6.47	237
0 13	6.46	233
3 13	6.46	226
3 9	6.46	232
0 7	6.45	221
0 27	6.42	230
0 63	6.39	235
0 17	6.39	232
0 33	6.39	233
0 51	6.38	230
0 39	6.38	227
0 23	6.38	238
0 9	6.37	231
0 61	6.36	230
0 45	6.34	231
0 29	6.33	227
0 59	6.33	218
0 15	6.32	235
0 37	6.31	222
0 55	6.27	220
0 43	6.26	228
0 25	6.26	225
0 21	6.24	230
0 53	6.22	235
0 19	6.21	233
0 47	6.20	222
0 49	6.19	224
0 35	6.17	234
0 41	6.12	225
0 31	6.02	237
