hg
Chip Chan	RMS
0 0	791.14	663
1 0	504.57	428
2 2	325.37	307
0 28	279.40	265
3 60	227.86	245
2 0	177.80	237
2 4	135.50	241
0 4	86.82	218
0 2	80.79	232
0 6	68.27	230
0 16	64.79	233
0 8	60.84	233
0 14	60.74	230
0 18	59.75	223
0 22	57.50	230
0 40	56.97	226
0 46	56.09	232
0 56	56.04	224
0 52	55.52	239
0 62	54.97	227
0 24	54.80	239
0 34	53.69	221
0 42	53.49	237
0 54	52.75	227
0 50	52.35	231
0 30	52.17	229
0 26	51.46	238
0 36	51.01	231
0 44	50.91	236
0 32	50.50	238
0 58	49.68	235
0 38	49.16	223
0 10	48.84	220
0 48	40.61	224
3 32	35.81	231
0 12	35.31	236
3 62	35.15	235
0 60	35.09	225
3 58	34.70	230
2 56	33.98	244
2 20	33.13	257
2 58	32.91	246
0 20	32.61	228
2 62	32.01	250
2 6	31.79	243
3 54	31.66	239
2 42	31.42	240
2 46	31.24	252
3 0	30.99	234
2 52	30.94	240
3 52	30.25	236
3 42	30.22	228
3 44	30.19	234
2 40	29.95	250
3 2	29.84	229
3 48	29.73	232
3 30	29.61	233
2 48	29.56	258
2 18	29.46	249
3 40	29.37	237
3 34	29.12	234
2 50	28.95	245
2 54	28.69	244
3 4	28.56	235
3 6	28.51	239
3 16	28.41	235
2 28	28.39	245
2 10	28.36	261
3 38	28.32	234
3 36	28.23	232
2 30	28.01	246
2 8	27.65	246
3 22	27.47	237
3 8	27.45	230
2 38	27.38	247
3 18	27.32	245
2 14	27.24	243
2 24	27.18	235
3 14	27.16	226
2 32	27.12	253
2 60	27.09	241
3 12	26.81	235
3 28	26.79	240
3 20	26.75	242
2 36	26.58	246
3 24	26.55	234
2 44	25.93	252
2 12	25.32	258
3 26	24.19	225
2 22	22.69	247
3 56	21.78	226
3 10	20.89	235
2 26	20.71	241
3 50	20.37	234
2 16	19.58	248
1 58	19.25	244
1 56	19.17	243
1 2	18.57	238
1 4	18.15	250
2 34	18.07	240
3 46	18.01	235
1 10	17.73	245
1 30	17.71	242
1 6	17.44	244
1 24	17.06	236
1 50	16.42	236
1 60	16.05	242
1 48	15.82	250
1 46	15.75	247
1 52	15.55	239
1 32	14.92	244
1 44	14.49	235
1 34	14.37	229
1 14	14.30	242
1 22	14.29	237
1 38	14.28	230
1 20	13.95	239
1 18	13.94	238
1 8	13.89	230
1 40	13.83	236
1 36	13.70	248
1 26	13.62	248
1 28	13.23	238
1 42	12.90	236
1 62	12.43	239
1 54	11.55	227
1 12	10.47	241
1 16	10.00	248
0 3	5.23	240
0 1	5.06	235
2 45	4.99	266
2 19	4.99	246
2 13	4.92	254
0 5	4.88	237
0 13	4.86	233
2 23	4.84	254
0 7	4.83	221
2 5	4.82	243
2 53	4.81	238
2 43	4.80	254
0 9	4.80	231
2 9	4.80	233
2 37	4.79	252
2 61	4.79	247
2 27	4.79	245
2 15	4.78	244
0 11	4.77	229
2 41	4.77	255
2 51	4.76	247
2 1	4.75	249
2 39	4.74	243
2 49	4.74	245
2 29	4.74	251
0 19	4.73	233
2 33	4.71	238
2 7	4.70	253
2 17	4.70	247
2 47	4.70	239
2 57	4.70	246
2 35	4.70	248
2 21	4.68	249
2 59	4.68	251
2 3	4.68	256
2 63	4.66	243
2 11	4.66	247
2 31	4.65	249
2 55	4.62	245
0 15	4.58	234
2 25	4.58	254
0 23	4.54	237
0 17	4.49	231
0 33	4.46	233
0 39	4.41	226
0 29	4.40	226
0 25	4.38	225
0 27	4.37	229
0 51	4.36	230
0 21	4.35	229
0 57	4.34	228
0 61	4.33	229
0 55	4.30	219
0 45	4.28	230
0 63	4.27	234
0 31	4.22	237
0 43	4.21	228
0 59	4.21	218
0 47	4.20	221
0 37	4.19	221
0 53	4.17	235
0 49	4.17	223
0 41	4.14	225
3 7	4.12	241
3 3	4.12	239
3 57	4.11	236
3 49	4.10	241
0 35	4.08	233
3 61	4.07	231
3 5	3.99	237
3 59	3.97	240
3 51	3.93	233
3 41	3.92	248
3 55	3.91	225
3 27	3.89	229
3 13	3.88	225
3 11	3.87	229
3 47	3.86	231
3 15	3.86	243
3 53	3.86	229
3 21	3.86	232
1 57	3.85	235
3 43	3.85	234
3 9	3.85	232
3 37	3.84	240
3 45	3.83	241
3 33	3.82	240
3 23	3.80	235
1 59	3.79	246
3 39	3.79	233
3 63	3.79	240
1 11	3.77	236
1 49	3.77	243
3 35	3.76	236
3 29	3.75	229
3 1	3.75	230
3 17	3.74	230
1 39	3.73	230
3 31	3.73	232
1 25	3.73	244
1 43	3.71	240
1 51	3.71	237
1 63	3.71	230
1 53	3.69	240
3 19	3.68	227
1 31	3.67	239
1 29	3.66	249
1 41	3.65	234
3 25	3.64	238
1 15	3.63	240
1 47	3.62	241
1 61	3.61	238
1 19	3.61	238
1 45	3.60	243
1 33	3.59	240
1 37	3.59	243
1 55	3.59	232
1 5	3.57	238
1 27	3.56	232
1 13	3.55	242
1 9	3.54	245
1 21	3.53	235
1 35	3.52	232
1 23	3.50	241
1 17	3.44	241
1 3	3.44	241
1 1	3.36	232
1 7	3.33	232
