hg
Chip Chan	RMS
0 0	790.31	709
1 0	520.00	475
2 2	334.27	340
0 28	291.82	295
3 60	233.25	271
2 0	182.87	257
2 4	139.84	257
0 4	97.53	221
0 2	92.76	235
0 6	78.73	231
0 16	76.36	235
0 14	72.62	231
0 8	71.38	234
0 18	70.85	224
0 22	68.97	232
0 56	68.12	225
0 40	67.04	225
0 24	66.77	240
0 46	66.72	232
0 52	66.60	239
0 62	65.69	227
0 34	65.10	222
0 42	64.53	237
0 26	64.52	239
0 54	64.48	227
0 30	63.95	230
0 50	63.74	231
0 36	63.19	232
0 44	62.99	237
0 32	62.89	239
0 58	62.51	236
0 38	60.94	223
3 62	57.18	243
3 58	56.41	237
3 32	55.04	238
3 54	54.09	246
3 42	53.21	234
2 56	52.97	249
0 10	52.83	221
3 52	52.72	243
3 0	52.61	240
3 2	52.47	235
3 44	52.42	242
2 62	52.10	254
3 40	52.08	243
2 58	51.91	251
3 34	51.80	240
3 48	51.75	239
3 12	51.53	241
3 38	51.45	240
3 30	51.44	239
3 4	51.32	241
3 36	51.19	239
3 6	51.13	245
2 46	51.06	258
3 16	50.98	241
2 20	50.90	263
2 42	50.76	245
2 52	50.58	245
3 22	50.58	243
3 8	50.41	236
2 6	50.41	248
2 48	50.19	263
2 40	50.17	255
3 20	49.96	248
3 18	49.86	251
3 14	49.58	232
2 18	49.52	254
3 28	49.39	247
3 24	49.29	240
2 50	49.12	250
2 54	48.81	249
2 10	48.34	265
2 28	48.29	250
2 38	48.15	252
2 8	48.06	250
2 30	47.91	249
2 32	47.27	258
2 14	47.18	248
2 24	46.87	240
2 44	46.84	256
2 12	46.83	262
2 36	46.79	250
0 12	46.33	237
3 26	44.94	230
0 48	44.85	225
1 30	41.89	244
1 2	41.82	241
1 58	41.06	247
1 36	40.81	250
1 24	40.71	239
1 48	40.67	252
1 56	40.55	245
1 40	40.46	238
1 4	40.37	251
1 50	40.28	238
1 46	40.22	248
1 32	40.07	245
1 60	39.84	244
1 52	39.79	241
1 38	39.70	232
1 26	39.64	250
1 34	39.09	231
1 28	38.72	240
1 22	38.63	239
1 20	38.58	240
1 18	38.27	240
1 6	37.95	245
1 8	37.85	232
1 14	37.77	243
1 10	37.58	246
0 60	37.32	226
1 44	36.32	237
0 20	35.53	229
2 60	34.28	244
3 56	33.84	230
3 10	32.54	239
3 50	32.16	237
2 22	31.65	250
2 26	30.21	243
3 46	26.46	238
2 16	25.62	250
2 34	23.55	242
1 54	22.55	227
1 62	22.44	239
1 16	21.60	248
1 12	15.54	241
1 42	14.32	237
2 15	5.27	244
0 1	5.11	236
2 7	5.03	253
2 3	5.00	255
2 43	5.00	253
2 55	4.99	245
2 1	4.99	248
2 13	4.99	253
2 37	4.98	252
2 23	4.97	253
2 49	4.95	245
2 35	4.95	248
2 29	4.93	251
2 21	4.93	249
2 5	4.92	243
2 63	4.91	243
2 11	4.90	247
2 61	4.89	247
2 31	4.89	248
2 9	4.89	233
2 51	4.89	247
2 17	4.88	247
2 59	4.87	251
2 47	4.87	239
2 41	4.86	255
2 25	4.84	254
2 57	4.83	246
0 3	4.82	241
2 39	4.81	243
2 45	4.81	266
2 33	4.78	238
2 19	4.78	246
2 53	4.77	237
0 5	4.76	237
2 27	4.74	244
0 9	4.70	231
0 7	4.65	221
0 19	4.57	233
0 13	4.56	233
0 17	4.53	231
0 11	4.51	229
0 45	4.44	230
0 31	4.44	237
0 53	4.39	235
0 23	4.39	238
0 29	4.37	227
0 21	4.37	230
0 25	4.35	225
0 63	4.34	235
3 57	4.34	236
0 43	4.34	228
0 35	4.33	233
3 59	4.31	240
3 41	4.31	247
3 63	4.30	240
0 57	4.26	228
0 37	4.23	222
0 27	4.22	230
3 61	4.22	231
0 51	4.20	230
0 49	4.20	224
0 15	4.20	234
0 41	4.19	225
0 55	4.19	220
0 33	4.18	233
3 47	4.17	231
1 49	4.17	243
3 49	4.15	241
0 61	4.15	230
1 61	4.15	238
3 5	4.14	238
3 15	4.14	243
3 3	4.13	239
0 47	4.12	222
3 9	4.12	232
3 7	4.11	241
3 43	4.11	234
3 33	4.09	240
3 27	4.09	229
3 25	4.08	237
1 53	4.08	240
1 45	4.07	243
1 59	4.07	246
3 45	4.07	241
3 51	4.07	233
1 63	4.06	230
1 57	4.06	235
1 51	4.05	237
0 39	4.05	227
3 55	4.04	225
3 23	4.04	235
0 59	4.04	218
1 55	4.04	231
3 37	4.04	240
3 53	4.03	230
1 5	4.03	238
3 19	4.03	227
3 35	4.02	236
1 29	4.02	249
3 31	4.01	232
3 21	4.01	232
3 17	3.99	230
3 11	3.99	229
3 39	3.99	234
1 9	3.98	245
3 13	3.98	225
1 33	3.97	240
1 31	3.96	239
3 1	3.96	230
1 47	3.96	241
1 23	3.93	241
1 39	3.91	230
1 27	3.91	232
1 41	3.90	234
1 43	3.88	240
1 25	3.88	244
1 35	3.87	232
1 15	3.86	240
1 19	3.85	238
1 11	3.83	236
3 29	3.82	230
1 37	3.81	242
1 13	3.79	241
1 1	3.79	232
1 17	3.77	241
1 3	3.72	241
1 21	3.69	235
1 7	3.66	232
