hg
Chip Chan	RMS
0 0	773.90	631
1 0	512.62	422
2 2	326.84	304
0 28	261.75	250
3 60	221.42	241
2 0	183.68	235
2 4	144.61	238
0 4	78.09	210
0 2	74.48	225
0 6	70.36	223
0 8	69.02	226
0 14	68.41	223
0 18	67.34	217
0 16	66.80	226
0 40	65.80	219
0 46	64.89	225
0 52	64.81	233
0 22	64.71	224
0 62	64.01	221
0 34	63.13	215
0 42	63.02	230
0 54	62.98	220
0 24	62.52	233
0 30	62.46	223
0 50	62.25	225
0 56	61.81	217
0 36	61.81	225
0 32	61.65	232
0 44	61.50	230
0 26	60.24	232
0 38	59.67	216
0 58	56.94	229
0 10	49.44	216
2 20	47.17	256
2 56	46.73	243
2 42	46.46	239
2 6	46.45	242
2 58	46.18	245
3 32	46.11	230
2 62	45.89	249
3 62	45.60	235
2 46	45.45	252
2 18	45.36	249
2 48	45.22	257
3 58	45.18	230
2 52	45.08	240
2 50	45.06	245
2 40	44.75	250
2 28	44.74	244
2 10	44.51	260
3 44	44.33	234
2 8	44.21	245
3 54	43.90	239
2 14	43.88	243
2 54	43.86	243
2 24	43.78	235
2 38	43.76	246
2 12	43.71	257
0 12	43.70	232
3 2	43.69	228
2 30	43.64	244
2 36	43.56	245
2 32	43.43	253
3 48	43.42	232
2 44	43.40	251
3 42	43.36	228
3 38	43.21	234
3 4	43.18	235
3 52	43.13	236
3 0	43.08	233
3 40	42.85	236
3 36	42.83	232
3 30	42.79	233
3 34	42.78	234
3 22	42.74	236
3 12	42.69	235
0 48	42.66	220
3 6	42.64	239
3 8	42.60	229
3 16	42.56	234
3 24	42.29	233
3 14	42.24	225
3 20	42.17	242
3 28	42.17	240
3 18	41.81	245
1 2	41.64	236
1 56	41.55	241
1 30	41.24	240
1 58	41.23	242
1 60	41.07	240
1 46	40.86	244
1 4	40.84	247
1 36	40.83	246
1 48	40.81	248
1 52	40.69	237
1 32	40.69	242
1 50	40.55	234
1 40	40.55	234
1 10	40.48	242
1 6	40.44	241
1 26	40.42	246
1 22	40.41	235
1 14	40.33	239
1 38	40.25	228
1 24	40.22	234
1 34	40.14	227
1 28	40.10	236
1 18	40.02	236
1 20	39.85	236
1 8	39.79	228
3 26	37.97	224
1 44	35.72	233
0 60	35.35	222
0 20	33.83	225
2 60	27.62	241
2 22	26.25	247
2 26	25.50	241
3 56	24.70	227
3 10	24.66	235
3 50	24.44	234
1 62	22.60	238
1 54	22.51	225
1 16	21.77	247
2 16	20.33	248
2 34	19.40	240
3 46	19.11	236
1 12	16.47	240
1 42	12.66	236
0 3	5.59	241
0 5	5.45	237
0 1	5.39	235
0 7	5.37	221
0 9	5.37	231
0 17	5.30	231
0 13	5.26	233
0 23	5.23	237
0 11	5.20	229
0 53	5.17	235
0 19	5.16	233
0 21	5.15	230
0 33	5.11	233
0 63	5.10	235
0 45	5.04	230
0 51	5.03	230
0 61	5.02	230
0 57	5.00	228
0 47	4.98	221
0 25	4.98	225
0 41	4.97	225
0 49	4.95	223
0 37	4.92	222
0 27	4.90	230
0 43	4.89	228
0 31	4.87	237
0 59	4.86	218
0 55	4.85	220
0 35	4.85	233
0 39	4.82	227
0 29	4.81	227
2 15	4.53	244
2 1	4.45	249
0 15	4.41	235
2 13	4.40	254
2 29	4.37	252
2 3	4.36	256
2 63	4.35	243
2 7	4.33	254
2 23	4.31	254
2 31	4.30	249
2 59	4.28	251
2 49	4.28	246
2 25	4.28	255
2 41	4.28	255
2 21	4.27	249
2 45	4.27	266
2 27	4.26	245
2 9	4.25	233
2 11	4.25	248
2 17	4.25	247
2 47	4.24	240
2 51	4.23	247
2 53	4.23	238
2 55	4.22	246
2 5	4.22	244
2 43	4.21	254
2 39	4.21	243
2 57	4.18	247
2 37	4.17	253
2 35	4.17	248
2 33	4.16	239
2 61	4.14	247
2 19	4.14	247
1 55	4.00	232
1 59	3.93	247
1 53	3.91	240
1 49	3.90	243
1 63	3.89	231
1 45	3.88	244
1 21	3.87	235
1 47	3.85	242
1 61	3.84	239
1 41	3.83	235
1 25	3.83	245
1 37	3.82	243
1 57	3.80	236
1 51	3.79	237
1 15	3.78	241
1 9	3.77	246
1 11	3.76	236
1 35	3.76	233
1 27	3.75	233
1 33	3.74	241
1 17	3.73	242
1 43	3.73	241
1 31	3.73	240
1 29	3.73	250
1 39	3.73	230
1 3	3.69	242
1 7	3.67	232
1 5	3.67	238
1 19	3.65	238
1 13	3.64	242
1 1	3.64	233
1 23	3.64	241
3 63	3.54	240
3 57	3.44	237
3 5	3.44	238
3 21	3.42	233
3 59	3.40	241
3 49	3.39	242
3 3	3.39	240
3 39	3.39	234
3 53	3.39	230
3 61	3.38	232
3 25	3.38	238
3 37	3.35	240
3 55	3.35	226
3 31	3.35	233
3 45	3.33	242
3 29	3.32	230
3 51	3.31	234
3 7	3.29	242
3 41	3.29	248
3 33	3.29	240
3 17	3.27	231
3 43	3.27	235
3 1	3.26	230
3 35	3.25	236
3 11	3.23	229
3 19	3.23	228
3 47	3.23	231
3 23	3.21	235
3 15	3.11	243
3 27	3.10	229
3 13	3.09	226
3 9	3.01	233
