hg
Chip Chan	RMS
0 0	752.97	607
1 0	492.34	401
2 2	315.80	289
0 28	275.55	251
3 60	221.08	231
2 0	175.68	226
2 4	134.42	234
0 4	90.06	209
0 2	84.30	223
0 6	68.52	223
0 16	66.09	226
0 14	60.28	223
0 8	59.77	227
0 18	58.84	217
0 22	57.48	226
0 56	56.72	218
0 40	55.75	220
0 46	54.82	226
0 52	54.44	233
0 24	53.96	233
0 62	53.49	221
0 34	52.22	215
0 50	51.67	226
0 42	51.65	231
0 26	51.55	233
0 54	51.39	222
0 30	51.18	223
0 36	49.98	226
0 32	49.61	233
0 58	49.38	229
0 44	49.32	230
0 38	47.57	217
0 10	47.33	215
3 62	43.86	237
3 58	43.24	230
3 32	42.21	231
3 54	40.27	240
0 12	40.12	232
0 48	38.98	220
2 56	38.93	244
3 42	38.85	228
2 58	38.77	246
3 0	38.68	235
3 52	38.55	237
3 2	37.95	229
2 62	37.89	250
3 44	37.71	235
2 20	37.47	257
3 40	37.27	238
3 48	37.10	233
3 12	36.77	235
3 30	36.75	233
2 42	36.74	240
3 34	36.67	235
2 46	36.64	252
3 38	36.51	235
3 6	36.35	239
3 36	36.10	233
2 52	35.99	241
2 6	35.96	242
3 16	35.56	235
3 4	35.56	235
3 22	35.29	237
2 48	35.10	258
3 8	35.08	230
2 18	34.81	250
2 40	34.65	251
2 50	34.53	245
3 14	34.52	226
3 28	34.48	241
3 24	34.07	234
3 20	33.96	243
3 18	33.77	246
0 60	33.62	221
2 54	33.49	244
2 28	32.80	246
2 10	32.65	261
2 38	32.44	247
2 14	32.20	243
2 8	32.19	246
2 30	32.06	245
2 24	32.00	236
0 20	31.61	225
2 32	31.37	254
2 12	31.35	258
3 26	31.10	225
2 36	31.07	246
2 44	30.71	252
2 60	29.52	241
3 56	27.20	227
3 10	26.44	236
3 50	25.53	235
2 22	25.20	247
2 26	23.21	241
1 2	22.78	236
3 46	22.78	236
1 58	22.25	242
1 30	22.06	240
1 56	21.94	241
2 16	21.67	249
1 24	21.42	234
1 4	21.24	247
2 34	19.61	241
1 48	19.43	249
1 46	18.85	245
1 38	18.79	229
1 50	18.70	234
1 32	18.65	242
1 60	18.58	241
1 36	18.35	246
1 40	18.24	235
1 52	18.20	237
1 44	18.19	234
1 34	17.75	227
1 28	17.15	236
1 22	17.13	235
1 26	17.11	246
1 20	16.55	237
1 10	16.04	243
1 6	15.92	242
1 8	15.91	228
1 18	15.89	237
1 14	15.48	240
1 42	13.54	235
1 62	12.05	238
1 54	12.03	225
1 16	10.27	247
1 12	8.69	240
2 59	4.94	251
2 15	4.88	244
2 61	4.82	247
2 7	4.80	254
2 45	4.80	266
2 55	4.79	246
0 1	4.79	236
2 41	4.79	255
2 63	4.79	243
2 43	4.77	254
2 49	4.76	246
2 13	4.76	254
2 1	4.75	249
2 29	4.75	251
2 25	4.75	255
2 11	4.74	248
2 57	4.73	247
2 19	4.71	247
2 9	4.69	234
2 27	4.69	245
2 5	4.68	244
2 23	4.67	254
2 21	4.67	249
2 47	4.66	240
2 3	4.65	256
2 31	4.63	249
2 39	4.63	243
2 53	4.61	238
2 51	4.61	247
2 17	4.61	248
2 35	4.60	248
2 37	4.59	253
0 5	4.58	237
2 33	4.57	239
0 11	4.45	229
0 3	4.43	241
0 7	4.41	221
0 9	4.36	231
0 17	4.32	231
0 13	4.31	233
0 21	4.25	230
0 45	4.23	230
0 19	4.21	233
0 23	4.19	237
0 63	4.18	235
0 31	4.18	237
0 27	4.16	230
0 61	4.15	230
0 41	4.15	225
0 33	4.12	233
0 25	4.09	225
0 37	4.07	222
0 53	4.07	235
3 49	4.07	242
0 39	4.05	227
0 57	4.05	228
0 59	4.03	218
0 55	4.03	220
3 41	4.02	248
0 15	4.01	235
3 61	4.00	232
3 17	4.00	231
0 35	4.00	233
0 29	3.99	227
3 59	3.99	241
0 51	3.98	230
3 63	3.98	240
0 43	3.97	228
3 7	3.97	242
3 47	3.96	231
3 51	3.96	234
0 47	3.96	222
3 57	3.94	237
0 49	3.93	224
3 31	3.92	233
1 61	3.92	238
3 39	3.92	234
3 53	3.92	230
3 15	3.91	243
3 37	3.91	240
3 55	3.91	226
1 59	3.90	247
3 3	3.88	240
3 45	3.88	242
3 11	3.87	229
3 1	3.87	231
3 5	3.86	238
1 57	3.86	235
3 19	3.85	228
3 13	3.85	226
3 29	3.84	230
3 35	3.83	236
3 27	3.82	229
3 43	3.80	234
3 33	3.79	240
3 9	3.79	232
3 23	3.79	235
1 49	3.78	243
1 41	3.77	234
1 53	3.76	240
1 23	3.76	241
1 35	3.75	232
3 21	3.74	233
1 29	3.72	249
1 45	3.72	243
1 37	3.72	243
3 25	3.72	238
1 55	3.71	232
1 63	3.71	230
1 51	3.68	237
1 33	3.66	240
1 47	3.65	242
1 39	3.63	230
1 43	3.63	241
1 7	3.62	232
1 15	3.62	240
1 19	3.61	238
1 5	3.58	238
1 13	3.57	242
1 27	3.57	233
1 21	3.56	235
1 11	3.56	236
1 25	3.56	245
1 3	3.55	242
1 9	3.54	245
1 31	3.51	239
1 17	3.51	241
1 1	3.45	232
