hg
Chip Chan	RMS
0 0	739.09	594
1 0	471.50	405
2 2	301.89	302
0 28	270.14	265
3 60	217.13	250
2 0	182.40	246
2 4	164.73	247
0 4	146.71	216
0 2	144.96	229
0 16	140.80	228
0 6	140.57	225
0 24	139.99	233
0 14	139.48	224
0 22	139.02	225
0 52	138.94	233
0 40	138.71	219
0 18	138.64	218
0 26	138.34	232
0 8	138.22	227
0 56	138.18	218
2 18	137.58	243
0 44	137.34	230
0 42	137.23	230
0 46	137.10	225
0 62	136.89	221
0 36	136.74	225
0 32	136.66	232
2 28	136.57	239
2 40	136.51	244
0 30	136.48	223
0 38	136.33	217
0 54	136.30	221
2 20	136.13	252
2 50	136.07	239
0 50	136.00	225
2 48	135.87	252
0 34	135.74	216
2 44	135.65	246
0 58	135.62	229
2 10	135.41	254
2 54	135.21	238
2 42	135.21	234
2 36	134.99	240
2 52	134.73	235
2 62	134.56	243
2 8	134.37	240
2 58	134.34	240
2 38	134.28	241
2 46	134.27	246
2 30	133.98	239
2 24	133.76	230
2 32	133.63	248
2 6	133.54	237
2 12	133.42	251
2 56	132.82	238
2 14	132.66	238
3 58	130.25	226
3 48	130.13	227
3 62	130.06	231
3 44	130.04	230
3 52	130.03	232
3 38	129.56	230
3 42	129.51	224
3 28	129.02	235
3 22	128.75	231
3 4	128.68	230
3 54	128.63	234
3 36	128.53	228
1 14	128.51	235
3 2	128.49	224
3 16	128.49	230
3 40	128.32	232
3 18	128.32	241
3 6	128.31	234
3 12	127.84	230
3 34	127.60	229
3 30	127.54	228
3 14	127.53	222
1 36	127.39	241
3 24	127.34	229
3 32	127.33	227
1 40	127.31	229
1 48	127.24	243
3 8	127.10	226
1 58	126.85	237
3 0	126.80	229
3 20	126.76	237
1 4	126.51	242
1 10	126.41	237
1 2	126.35	231
1 26	126.18	241
1 60	125.96	235
1 30	125.78	235
1 56	125.76	236
1 50	125.71	229
1 20	125.71	232
1 22	125.63	230
1 6	125.59	236
1 46	125.57	239
1 8	125.57	224
1 24	125.49	229
1 18	125.18	231
1 28	125.11	231
1 52	124.95	232
1 32	124.82	237
1 38	124.45	224
1 34	124.41	222
3 26	115.81	220
1 44	108.34	229
0 10	79.39	216
0 12	76.63	233
0 48	75.95	220
2 60	71.16	238
2 22	70.72	243
2 26	70.32	237
3 50	68.09	231
3 10	67.05	232
3 56	66.95	224
1 62	65.29	235
1 54	64.76	222
1 16	64.17	244
0 60	56.90	222
0 20	56.44	226
2 16	50.40	246
2 34	49.53	238
3 46	48.82	233
1 12	45.73	238
1 42	20.90	234
2 11	4.57	247
0 1	4.56	235
0 7	4.56	221
2 63	4.54	242
2 7	4.48	253
2 47	4.45	239
2 9	4.44	233
2 59	4.43	251
2 15	4.42	244
2 3	4.40	255
2 31	4.40	248
2 33	4.39	238
2 41	4.39	254
2 55	4.39	245
2 13	4.37	253
0 9	4.37	231
2 1	4.37	248
2 53	4.35	238
2 21	4.35	249
2 61	4.35	247
2 35	4.34	248
2 19	4.34	246
2 25	4.33	254
2 39	4.32	243
2 49	4.32	245
0 3	4.32	241
2 5	4.32	243
2 43	4.31	253
0 5	4.30	237
2 51	4.30	246
2 57	4.28	246
2 45	4.27	266
2 37	4.26	252
2 23	4.26	253
0 11	4.20	229
2 17	4.17	247
2 29	4.15	251
0 17	4.12	231
2 27	4.09	245
0 63	4.09	235
0 23	4.07	238
0 19	4.07	233
0 21	4.01	230
3 63	3.98	240
0 53	3.97	235
0 57	3.96	228
0 13	3.93	233
0 25	3.91	225
0 35	3.90	233
3 9	3.90	232
0 49	3.90	223
3 53	3.89	230
3 3	3.88	239
3 37	3.85	240
3 15	3.83	243
3 61	3.82	231
0 15	3.82	234
0 31	3.81	237
3 57	3.81	237
3 47	3.81	231
3 5	3.80	238
0 47	3.79	221
0 39	3.78	227
3 49	3.78	241
0 29	3.78	227
1 63	3.78	230
0 51	3.77	230
3 7	3.77	241
0 37	3.76	222
3 55	3.76	225
0 41	3.75	224
3 1	3.74	230
3 13	3.74	225
1 37	3.74	243
3 17	3.74	230
0 43	3.73	228
3 11	3.73	229
3 39	3.73	233
3 45	3.72	241
3 29	3.71	230
0 61	3.71	230
3 43	3.70	234
0 45	3.69	230
3 59	3.68	240
0 33	3.68	233
3 31	3.66	232
1 49	3.65	243
0 55	3.65	219
1 55	3.65	232
1 45	3.63	243
0 27	3.63	230
3 41	3.63	247
1 31	3.62	239
3 23	3.62	235
1 57	3.61	235
1 33	3.61	240
3 51	3.60	234
3 33	3.59	240
3 19	3.58	227
3 35	3.58	236
1 17	3.57	241
1 61	3.57	238
3 27	3.56	229
1 11	3.55	236
1 5	3.55	238
1 9	3.54	245
1 51	3.53	237
1 47	3.53	241
3 21	3.53	232
1 53	3.51	240
0 59	3.51	218
3 25	3.51	237
1 59	3.50	247
1 41	3.49	234
1 43	3.48	240
1 39	3.45	230
1 25	3.43	245
1 19	3.43	238
1 13	3.42	242
1 27	3.39	232
1 29	3.38	249
1 35	3.38	232
1 15	3.38	240
1 23	3.37	241
1 21	3.34	234
1 7	3.32	232
1 3	3.27	241
1 1	3.22	232
