hg
Chip Chan	RMS
0 0	771.69	672
1 0	501.71	430
2 2	321.80	306
0 28	278.98	268
3 60	224.84	241
2 0	174.64	234
2 4	133.28	241
0 4	88.90	220
0 2	82.72	234
0 6	67.70	232
0 16	65.09	235
0 14	59.96	232
0 8	59.41	236
0 18	58.13	226
0 22	56.15	234
0 56	55.30	226
0 40	54.72	228
0 46	54.40	234
0 52	53.59	242
0 24	53.02	242
0 62	52.90	229
0 34	51.27	223
0 42	51.19	239
0 50	50.95	234
0 30	50.90	231
0 54	50.90	229
0 26	50.84	240
0 36	49.81	233
0 32	49.23	241
0 44	49.22	238
0 58	48.39	238
0 10	47.63	221
0 38	47.15	225
0 48	39.06	226
3 62	38.82	236
3 58	38.11	230
3 32	37.99	231
2 56	35.07	243
3 54	35.05	239
0 12	34.75	238
3 0	34.72	234
2 58	34.24	245
3 42	33.82	228
0 60	33.64	226
3 52	33.63	236
2 46	33.33	252
2 62	32.96	249
3 44	32.96	234
3 2	32.84	229
3 40	32.83	237
2 20	32.64	257
3 34	32.21	234
0 20	31.92	229
2 42	31.86	239
2 52	31.80	240
3 48	31.78	232
3 30	31.70	232
3 6	31.69	239
2 6	31.62	243
3 38	31.24	234
3 36	31.14	233
2 48	31.13	256
2 18	31.06	249
3 4	31.02	235
3 16	31.02	235
2 40	30.98	250
2 50	30.87	245
3 8	30.49	230
3 22	30.13	237
3 14	29.92	226
2 54	29.53	244
3 18	29.22	245
3 24	29.21	234
3 20	29.18	242
3 28	29.16	241
2 14	28.78	243
2 38	28.71	246
2 24	28.66	235
3 12	28.62	235
2 28	28.46	245
2 10	28.40	260
2 8	28.37	245
2 30	28.30	245
2 32	27.98	254
2 36	26.99	246
2 44	26.92	251
3 26	26.47	225
2 12	25.97	257
2 60	25.11	240
3 56	24.38	227
3 10	23.28	235
3 50	22.99	234
2 22	22.87	247
2 26	20.86	240
3 46	20.24	235
2 16	20.02	247
2 34	17.94	240
1 56	17.58	243
1 2	17.50	238
1 58	17.46	244
1 30	17.38	242
1 4	16.67	249
1 24	16.10	237
1 48	14.92	251
1 50	14.76	236
1 38	14.50	230
1 46	14.49	247
1 60	14.39	243
1 52	14.24	239
1 44	13.87	235
1 40	13.80	237
1 36	13.71	247
1 32	13.39	244
1 34	12.85	229
1 42	12.61	236
1 26	12.58	249
1 28	12.30	238
1 22	12.16	237
1 20	11.88	238
1 8	11.81	230
1 10	11.78	245
1 14	11.73	242
1 6	11.68	244
1 18	11.54	239
1 54	10.22	227
1 62	10.16	240
1 16	8.45	249
1 12	7.56	242
2 7	5.38	253
2 43	5.27	254
2 27	5.21	245
2 55	5.20	245
2 17	5.20	247
2 31	5.20	249
2 1	5.19	249
2 21	5.18	249
2 49	5.16	246
2 3	5.14	256
2 57	5.12	247
2 59	5.11	251
2 15	5.11	244
2 39	5.09	243
2 47	5.08	240
2 5	5.08	243
2 13	5.07	254
2 41	5.07	255
2 19	5.07	247
2 25	5.05	254
2 63	5.05	243
2 9	5.05	233
2 61	5.04	247
2 45	5.03	266
2 51	5.03	247
2 11	5.02	248
0 1	5.02	236
2 33	5.02	238
2 37	5.02	252
2 23	5.00	254
2 29	4.99	251
2 35	4.97	248
2 53	4.84	238
0 3	4.65	241
0 5	4.59	237
0 9	4.52	231
0 17	4.44	232
0 7	4.43	221
0 13	4.31	234
0 11	4.30	229
0 33	4.28	233
0 15	4.27	235
0 63	4.25	235
0 23	4.18	238
0 31	4.15	237
3 33	4.15	240
0 25	4.14	225
0 45	4.14	230
0 27	4.12	230
0 19	4.12	233
0 53	4.10	235
3 59	4.08	240
0 21	4.08	230
0 39	4.08	227
3 57	4.06	237
3 11	4.05	229
0 29	4.04	227
3 5	4.03	238
3 35	4.01	236
3 25	3.99	238
3 43	3.98	235
0 37	3.98	222
3 3	3.98	240
0 59	3.98	218
3 7	3.97	241
3 9	3.97	232
0 41	3.97	225
0 57	3.95	228
3 49	3.94	242
1 51	3.94	237
0 49	3.93	224
3 13	3.93	226
3 21	3.92	233
0 51	3.92	230
3 19	3.91	228
1 29	3.90	250
0 35	3.89	233
3 63	3.88	240
3 37	3.88	240
0 43	3.87	228
0 61	3.86	230
3 61	3.84	231
0 55	3.84	220
3 51	3.84	234
3 55	3.83	226
3 15	3.83	243
1 45	3.82	243
3 39	3.81	234
3 27	3.80	229
3 47	3.80	231
3 53	3.78	230
1 59	3.78	247
3 17	3.78	231
3 31	3.78	232
3 23	3.76	235
3 45	3.76	241
3 1	3.75	230
0 47	3.75	222
3 29	3.73	230
1 61	3.72	238
1 49	3.71	243
1 57	3.70	236
1 7	3.69	232
1 47	3.68	242
1 35	3.68	232
1 11	3.68	236
1 25	3.66	245
1 33	3.66	241
1 19	3.65	238
1 39	3.65	230
1 9	3.62	245
1 63	3.62	230
1 23	3.62	241
1 41	3.60	234
1 21	3.60	235
3 41	3.57	248
1 37	3.57	243
1 15	3.55	240
1 5	3.55	238
1 43	3.55	241
1 53	3.53	240
1 17	3.53	242
1 13	3.52	242
1 55	3.50	232
1 27	3.47	233
1 31	3.46	239
1 1	3.45	233
1 3	3.40	242
