hg
Chip Chan	RMS
0 0	771.46	670
1 0	510.59	447
2 2	332.15	320
0 28	277.12	270
3 60	232.39	252
2 0	187.45	243
2 4	147.56	245
0 4	87.04	218
0 2	82.37	232
0 6	72.40	229
0 16	69.70	233
0 14	68.36	230
0 8	68.22	233
0 18	66.84	223
0 22	64.14	230
0 40	63.06	225
0 52	63.05	238
0 46	62.94	231
0 56	62.37	224
0 24	62.28	239
0 62	62.03	226
0 34	61.84	221
0 54	61.42	227
0 42	61.14	236
0 30	60.95	229
0 50	60.41	231
0 36	60.12	231
0 26	59.79	238
0 32	59.78	238
0 44	59.46	235
0 38	58.01	222
0 58	56.63	235
3 62	54.37	240
3 32	53.43	235
3 58	53.08	234
2 56	52.04	247
3 54	51.57	243
2 20	51.23	260
2 58	51.15	248
2 62	50.82	252
2 42	50.80	242
3 42	50.77	232
0 10	50.62	219
3 52	50.59	240
3 0	50.54	238
2 6	50.47	245
3 2	50.38	232
3 44	49.91	238
2 46	49.91	255
3 40	49.65	240
3 48	49.51	236
3 4	49.48	238
3 38	49.37	237
2 52	49.22	243
2 40	49.10	253
3 34	49.09	238
3 12	49.05	239
3 30	48.92	236
2 48	48.89	260
3 16	48.78	238
3 36	48.70	236
3 6	48.65	242
2 18	48.53	251
3 22	48.45	241
3 8	48.41	234
2 50	48.24	248
2 10	48.10	263
3 18	48.04	249
3 20	47.87	246
3 28	47.63	244
2 30	47.60	248
3 14	47.59	230
2 54	47.58	247
2 38	47.28	250
2 28	47.28	248
3 24	47.24	237
2 8	47.05	249
2 32	46.57	256
2 12	46.52	260
2 14	46.36	246
2 24	46.20	238
2 44	45.77	254
2 36	45.70	248
0 12	44.65	235
0 48	42.91	224
3 26	42.78	228
1 30	42.20	243
1 56	41.70	244
1 58	41.35	246
1 2	41.32	240
1 46	41.03	248
1 24	40.90	238
1 32	40.88	245
1 48	40.81	251
1 40	40.72	238
1 4	40.65	250
1 60	40.38	243
1 50	40.31	237
1 36	40.27	249
1 52	40.14	240
1 38	40.00	232
1 34	39.91	230
1 26	39.47	249
1 28	38.97	239
1 22	38.88	238
1 20	38.75	240
1 18	38.28	239
1 8	38.08	232
1 10	38.02	245
1 14	37.90	242
1 6	37.65	245
1 44	37.03	236
0 60	35.92	225
0 20	34.69	228
2 60	33.74	243
3 56	31.57	229
3 10	30.95	238
3 50	30.94	236
2 22	30.69	249
2 26	29.62	242
2 16	24.98	250
3 46	24.59	238
1 54	23.48	227
1 62	23.19	239
2 34	23.07	242
1 16	21.61	249
1 12	16.18	241
1 42	13.94	236
0 1	5.33	235
0 5	5.31	237
0 3	5.24	241
0 9	5.15	231
2 15	5.15	244
0 11	5.05	229
0 7	5.05	221
2 3	4.94	256
0 13	4.93	233
2 1	4.91	248
0 23	4.91	237
0 19	4.88	233
0 17	4.86	231
2 13	4.85	254
2 17	4.83	247
0 63	4.82	235
0 21	4.81	229
2 61	4.80	247
2 45	4.78	266
0 59	4.78	217
2 7	4.76	253
2 35	4.75	248
2 51	4.75	247
2 11	4.75	247
0 45	4.74	230
0 57	4.74	228
2 59	4.74	251
0 25	4.73	225
2 19	4.73	246
0 51	4.73	230
0 53	4.72	234
2 55	4.72	245
2 23	4.71	253
2 57	4.70	246
2 21	4.70	249
0 33	4.70	233
0 31	4.69	237
2 41	4.69	255
2 47	4.69	240
0 43	4.68	228
0 41	4.68	225
2 9	4.67	233
2 31	4.67	248
0 27	4.66	230
0 29	4.66	226
2 33	4.66	238
2 5	4.65	243
2 63	4.65	243
2 43	4.65	254
2 39	4.65	243
2 27	4.65	245
2 25	4.64	254
2 49	4.64	245
0 61	4.64	229
0 49	4.63	223
0 37	4.63	222
0 55	4.63	219
2 29	4.62	251
2 37	4.62	252
2 53	4.59	238
0 47	4.56	221
0 35	4.53	233
0 39	4.50	226
0 15	4.33	234
1 51	4.13	237
1 59	4.13	246
1 55	4.12	232
1 47	4.09	241
1 33	4.08	240
1 53	4.04	240
1 57	4.04	235
1 49	4.04	243
3 15	4.04	243
1 37	4.02	243
1 41	4.02	234
1 17	4.01	241
3 61	4.00	232
1 63	3.98	230
1 61	3.98	238
3 43	3.97	234
1 23	3.95	241
1 19	3.95	238
3 23	3.95	235
3 59	3.95	240
3 3	3.93	240
1 45	3.93	243
1 13	3.93	242
1 3	3.93	241
1 39	3.93	230
3 63	3.92	240
3 33	3.92	240
3 57	3.92	237
1 11	3.92	236
1 29	3.91	249
3 51	3.91	234
3 49	3.90	241
3 45	3.90	241
3 37	3.90	240
1 35	3.90	232
3 9	3.90	232
3 1	3.89	230
3 55	3.89	226
1 43	3.89	240
1 21	3.89	235
1 9	3.88	245
3 7	3.88	241
1 15	3.87	240
1 27	3.87	233
3 5	3.86	238
1 5	3.86	238
3 41	3.85	247
3 19	3.85	227
3 21	3.84	232
1 25	3.83	245
1 7	3.82	232
3 29	3.82	230
3 17	3.82	230
1 31	3.80	239
3 13	3.80	226
3 27	3.78	229
3 53	3.78	230
3 25	3.78	238
3 47	3.76	231
3 39	3.75	233
3 31	3.74	232
3 11	3.74	229
3 35	3.67	236
1 1	3.62	232
