hg
Chip Chan	RMS
0 0	753.34	619
1 0	486.62	423
2 2	314.64	304
0 28	283.55	270
3 60	227.96	253
2 0	189.34	244
2 4	167.66	244
0 2	154.14	225
0 4	153.41	213
0 14	148.19	222
0 6	147.78	222
0 16	147.62	225
0 8	146.68	225
0 18	146.17	215
0 24	145.62	231
0 52	144.89	230
0 22	144.64	224
0 54	143.77	219
0 26	142.31	230
0 62	141.38	219
0 30	141.01	221
0 56	140.85	216
0 36	140.41	223
0 42	139.95	228
0 34	139.87	213
0 32	139.65	230
0 44	139.56	227
0 40	139.31	217
0 38	139.14	215
0 46	137.64	223
0 50	136.98	223
0 58	135.56	227
1 30	133.10	236
1 32	131.72	238
1 46	130.41	241
3 42	130.40	226
1 48	129.96	244
1 60	129.93	236
1 2	129.86	233
1 26	129.65	242
3 40	129.64	234
3 20	129.60	239
3 22	129.41	234
1 24	129.21	231
1 52	129.16	233
1 4	128.77	243
1 40	128.63	231
3 34	128.35	231
3 38	128.23	231
3 30	128.14	230
3 32	127.76	229
3 28	127.71	237
1 34	127.70	224
3 54	127.69	238
2 42	127.62	237
1 22	127.49	232
3 18	127.47	242
1 28	127.41	233
1 50	127.35	230
1 38	127.33	225
1 20	127.11	233
1 36	127.10	242
3 36	126.99	230
1 18	126.96	233
3 2	126.95	226
3 24	126.42	231
3 14	126.04	224
1 58	125.92	239
3 62	125.91	234
3 44	125.84	233
3 16	125.73	232
3 52	125.71	234
3 4	125.66	233
2 40	125.56	248
1 56	125.44	237
3 48	125.30	231
3 0	125.28	232
1 14	125.28	236
2 6	124.71	240
2 10	124.55	258
1 8	124.42	225
1 10	124.35	239
3 8	123.95	228
3 12	123.18	233
1 6	122.91	238
2 38	122.79	244
2 56	122.55	242
2 30	122.24	243
2 62	121.57	248
2 36	121.10	243
2 12	121.06	255
2 28	121.02	243
2 52	120.57	238
2 54	119.92	242
2 46	119.84	251
2 44	119.80	249
2 32	119.68	251
2 20	119.66	255
3 26	118.87	222
1 44	118.78	229
2 18	118.74	247
3 6	118.66	237
2 58	117.85	244
3 58	117.62	229
2 24	116.58	233
2 8	116.02	244
2 48	115.61	256
2 50	113.77	243
2 14	112.34	242
0 12	104.32	229
0 10	103.19	213
0 48	95.34	218
1 62	86.39	235
1 54	85.24	223
3 50	84.56	232
1 16	83.50	244
3 56	82.67	225
2 26	81.79	239
3 10	80.93	234
2 22	79.53	246
2 60	79.24	240
0 60	78.25	220
0 20	77.19	223
1 12	64.99	238
2 34	63.97	239
3 46	60.34	235
2 16	60.21	248
1 42	36.94	235
2 15	10.01	244
3 15	9.74	243
0 15	9.21	235
2 61	7.96	247
2 53	7.88	238
2 3	7.82	256
2 47	7.82	240
2 57	7.77	246
2 55	7.77	246
2 35	7.76	248
2 49	7.75	245
2 19	7.74	247
2 39	7.74	243
2 37	7.74	252
2 51	7.71	247
2 63	7.70	243
2 45	7.69	266
2 41	7.69	255
2 43	7.66	254
2 27	7.66	245
2 59	7.63	251
2 33	7.62	239
2 25	7.60	255
3 59	7.58	240
2 17	7.56	247
2 23	7.56	254
2 11	7.56	248
0 1	7.55	235
2 29	7.53	251
2 7	7.53	254
3 57	7.52	236
1 61	7.52	238
3 61	7.51	231
2 21	7.51	249
2 9	7.50	233
2 1	7.49	249
3 33	7.47	240
2 31	7.47	249
3 51	7.45	234
3 63	7.44	240
2 5	7.39	243
0 11	7.39	229
3 1	7.38	230
3 5	7.36	238
3 41	7.35	247
3 53	7.35	230
3 45	7.34	241
3 49	7.33	241
1 63	7.33	230
2 13	7.30	254
3 29	7.28	230
3 47	7.26	231
3 35	7.26	236
0 9	7.25	231
3 9	7.25	232
3 43	7.25	234
3 55	7.24	226
1 59	7.24	247
3 13	7.23	226
1 49	7.23	243
3 3	7.21	239
3 25	7.21	237
3 39	7.19	234
3 37	7.19	240
0 7	7.18	221
0 5	7.18	237
0 63	7.18	235
3 19	7.17	228
1 47	7.17	242
0 57	7.17	228
3 27	7.14	229
3 11	7.14	229
1 45	7.13	243
3 17	7.12	230
0 13	7.10	233
0 61	7.10	229
3 23	7.09	235
1 55	7.08	232
1 43	7.08	241
1 57	7.07	235
0 17	7.05	231
3 21	7.05	232
3 7	7.04	241
0 47	7.04	222
0 23	7.03	237
1 39	7.03	230
1 41	7.02	234
0 21	7.00	229
0 31	6.99	237
1 51	6.99	237
0 25	6.98	225
0 45	6.98	230
1 53	6.98	240
0 53	6.98	235
1 25	6.97	245
0 3	6.95	240
0 59	6.94	218
1 35	6.94	232
0 29	6.93	226
0 19	6.93	233
0 33	6.92	233
1 19	6.92	238
3 31	6.92	232
1 33	6.91	240
1 9	6.89	245
1 29	6.89	249
1 21	6.89	235
0 41	6.88	225
1 37	6.87	242
0 27	6.86	230
1 11	6.85	236
0 43	6.85	228
0 49	6.85	224
0 39	6.84	227
0 55	6.83	220
1 23	6.82	241
1 13	6.82	242
1 27	6.80	233
0 51	6.78	230
0 37	6.75	221
1 7	6.69	232
1 31	6.69	239
1 5	6.69	238
1 3	6.68	242
0 35	6.66	233
1 15	6.65	240
1 17	6.58	241
1 1	6.52	233
