hg
Chip Chan	RMS
2 18	1108.22	975
2 20	1103.10	971
2 10	1102.88	970
2 48	1102.27	971
2 28	1100.83	968
2 8	1100.80	967
2 50	1100.13	967
2 44	1099.46	967
2 12	1097.94	966
2 40	1097.94	966
2 36	1097.26	965
2 46	1094.79	964
2 32	1094.66	963
2 52	1094.52	962
2 30	1094.31	961
2 14	1093.86	959
2 62	1093.50	963
2 38	1093.33	962
2 42	1093.08	960
2 6	1092.56	959
2 54	1091.89	960
2 24	1091.17	957
2 58	1090.58	961
2 56	1088.40	957
0 24	1086.61	945
0 26	1085.53	942
0 22	1084.40	940
0 16	1082.00	939
0 40	1080.89	935
0 8	1080.54	936
0 6	1080.02	935
0 52	1079.95	938
0 2	1079.83	937
0 32	1079.45	937
0 44	1079.38	937
0 14	1079.27	935
0 42	1078.83	936
0 30	1078.01	935
0 36	1077.53	935
0 18	1077.49	932
0 56	1077.28	934
0 46	1076.53	933
0 58	1076.19	936
0 4	1075.81	931
0 38	1075.53	932
0 50	1075.08	932
0 62	1073.01	931
0 54	1072.48	931
0 34	1068.21	926
3 44	1063.48	929
3 48	1061.96	927
3 28	1060.07	926
3 6	1058.89	925
3 18	1057.60	926
3 52	1057.54	926
3 38	1057.48	924
3 4	1056.92	923
1 14	1056.74	923
1 4	1056.30	923
3 22	1056.25	924
3 16	1056.24	923
1 10	1056.11	920
3 36	1055.68	922
3 58	1055.53	923
3 54	1054.88	923
3 62	1054.75	925
3 30	1054.61	921
3 2	1054.38	920
3 24	1054.12	920
3 12	1053.78	921
3 8	1053.63	920
1 6	1053.43	919
1 2	1053.43	918
3 20	1053.41	922
3 42	1053.20	921
1 36	1052.95	921
3 14	1052.93	919
1 48	1051.21	920
3 40	1050.75	920
1 58	1050.45	918
1 26	1050.39	919
1 40	1050.13	917
1 20	1050.07	915
3 32	1050.01	917
3 34	1050.00	919
1 22	1049.86	915
1 60	1049.32	916
1 56	1049.16	916
3 0	1048.36	916
1 8	1047.81	912
1 18	1047.24	913
1 50	1047.02	914
1 28	1046.93	913
1 24	1045.68	912
1 46	1045.63	915
1 30	1044.53	913
1 52	1043.70	911
2 4	1043.60	932
1 32	1042.65	912
1 38	1042.22	909
1 34	1039.96	906
2 0	1009.55	908
3 26	1006.30	880
1 44	976.82	858
3 60	952.98	864
0 28	929.82	844
2 2	907.29	831
1 0	843.24	693
0 0	810.15	672
2 22	697.44	634
2 26	691.45	627
2 60	691.44	628
0 12	674.01	611
0 48	671.97	608
0 10	668.43	603
3 50	666.62	610
3 10	660.26	604
1 62	658.05	600
1 16	656.38	600
3 56	653.29	598
1 54	651.64	592
2 16	526.39	494
2 34	513.87	482
0 20	508.63	475
0 60	502.01	469
3 46	497.08	470
1 12	489.76	463
1 42	234.73	269
2 63	26.02	234
2 61	25.12	238
2 59	25.12	243
2 53	25.10	229
2 55	25.07	237
2 57	25.07	238
2 51	25.02	238
2 49	24.94	237
2 45	24.93	257
2 47	24.87	231
2 43	24.84	246
2 39	24.74	235
2 37	24.57	244
2 41	24.55	246
2 31	24.53	240
0 63	24.39	228
2 35	24.35	240
2 33	24.11	230
2 29	24.10	243
2 27	23.84	237
0 51	23.82	223
2 25	23.73	246
0 57	23.71	221
0 45	23.70	223
0 53	23.68	228
0 59	23.65	211
0 55	23.58	213
3 63	23.57	232
0 61	23.53	223
0 41	23.51	218
2 19	23.51	239
1 51	23.50	231
2 21	23.47	241
0 39	23.45	220
1 59	23.43	240
1 63	23.42	224
2 23	23.40	246
0 43	23.39	221
1 49	23.37	237
0 47	23.37	215
1 47	23.36	235
1 55	23.25	225
1 57	23.25	229
0 49	23.23	217
0 35	23.23	227
0 33	23.23	226
0 37	23.19	215
0 31	23.19	230
1 45	23.19	237
2 17	23.17	239
1 61	23.16	232
1 53	23.13	234
2 15	23.12	237
3 59	23.07	233
1 41	23.06	228
3 61	23.05	224
0 27	23.01	224
1 39	22.97	224
3 57	22.92	229
2 13	22.89	246
1 37	22.83	236
1 35	22.83	226
2 9	22.82	226
1 33	22.80	234
0 29	22.80	220
1 43	22.80	234
1 31	22.78	233
2 11	22.77	240
0 23	22.77	231
0 25	22.77	219
3 55	22.75	218
3 49	22.73	234
3 45	22.73	234
3 47	22.69	224
3 35	22.67	229
3 53	22.67	222
2 7	22.57	246
1 27	22.53	227
3 43	22.53	227
3 33	22.52	233
3 37	22.51	233
3 51	22.51	226
3 39	22.50	226
2 5	22.49	236
1 29	22.48	243
3 31	22.43	225
1 25	22.40	239
0 15	22.39	229
0 17	22.38	225
0 21	22.36	223
1 23	22.35	235
1 21	22.32	229
3 41	22.27	240
0 19	22.18	227
3 27	22.15	222
3 25	22.11	231
0 13	22.09	227
3 29	22.06	223
3 23	22.02	228
0 7	22.01	215
2 1	21.98	242
1 19	21.93	232
0 11	21.89	223
2 3	21.83	249
3 21	21.72	226
3 17	21.72	224
1 15	21.71	235
3 19	21.69	221
0 5	21.69	231
1 9	21.65	240
1 17	21.60	236
0 9	21.56	225
1 13	21.39	236
3 13	21.38	219
0 3	21.36	235
3 11	21.28	222
1 11	21.24	230
0 1	21.08	230
1 7	21.05	226
3 15	21.04	237
3 7	20.94	235
1 5	20.93	233
3 9	20.88	226
1 3	20.74	236
3 5	20.68	232
3 3	20.54	233
3 1	20.53	224
1 1	20.50	227
