hg
Chip Chan	RMS
0 0	739.67	605
1 0	488.04	401
2 2	315.11	291
0 28	270.06	251
3 60	221.81	236
2 0	177.79	231
2 4	141.22	236
0 4	94.56	209
0 2	89.40	224
0 6	77.53	223
0 16	75.12	226
0 14	71.46	224
0 8	71.31	227
0 18	70.42	217
0 40	68.05	220
0 22	68.05	225
0 56	67.66	218
0 46	67.41	226
0 52	66.55	233
0 24	66.51	233
0 62	65.72	222
0 34	65.08	215
0 42	64.92	231
0 54	64.26	221
0 50	64.23	226
0 26	64.21	233
0 30	63.94	223
0 36	63.64	226
0 44	63.18	231
0 32	63.07	233
0 38	62.20	218
0 58	61.67	230
3 62	57.84	238
3 58	57.65	232
3 32	56.76	233
2 56	55.86	245
3 54	55.55	242
2 58	55.21	247
2 20	54.96	259
2 62	54.64	251
3 42	54.53	230
3 52	54.43	238
2 42	54.25	241
2 46	53.89	254
3 2	53.85	231
2 18	53.74	251
3 44	53.67	237
2 50	53.53	247
2 52	53.52	242
2 6	53.47	244
3 0	53.44	236
2 48	53.14	260
3 48	53.10	234
2 40	53.08	252
3 38	52.95	236
3 40	52.84	239
3 12	52.72	238
3 30	52.69	235
3 34	52.62	236
3 16	52.62	237
3 6	52.44	241
3 36	52.35	235
3 4	52.27	237
2 54	51.92	245
2 28	51.88	247
3 22	51.88	239
2 10	51.87	262
2 8	51.68	247
3 8	51.66	232
2 38	51.54	249
2 14	51.43	245
2 30	51.32	247
3 14	51.30	228
2 24	51.26	237
0 10	51.14	215
3 20	51.07	244
3 24	51.07	236
3 28	51.06	242
3 18	50.87	247
2 32	50.62	255
2 36	50.62	248
2 12	50.58	259
2 44	50.47	253
3 26	46.11	226
0 12	44.74	231
1 58	44.69	243
1 2	44.49	237
1 56	44.30	242
1 30	44.24	241
0 48	44.00	220
1 24	43.89	235
1 4	43.78	248
1 46	43.44	245
1 36	43.36	247
1 48	43.28	249
1 40	43.16	235
1 60	43.08	241
1 50	42.98	235
1 52	42.72	238
1 32	42.51	243
1 38	42.51	229
1 34	42.51	228
1 14	42.46	240
1 28	42.27	237
1 26	42.23	247
1 22	41.91	236
1 10	41.82	243
1 20	41.75	238
1 6	41.68	242
1 8	41.52	229
1 18	41.39	237
1 44	37.74	234
0 60	36.52	221
2 60	34.77	242
0 20	34.50	225
3 56	32.85	228
2 22	32.06	248
3 10	31.93	236
3 50	31.66	235
2 26	30.47	241
3 46	25.90	237
2 16	25.59	249
2 34	23.71	241
1 54	23.24	225
1 62	23.23	238
1 16	21.95	247
1 12	16.58	240
1 42	14.41	235
0 1	5.27	235
0 7	5.01	221
0 3	4.93	241
2 15	4.86	244
0 13	4.85	233
0 9	4.82	231
0 5	4.82	237
2 59	4.80	251
0 11	4.80	229
0 17	4.80	231
2 61	4.68	247
2 3	4.64	256
2 55	4.64	246
2 47	4.64	240
0 19	4.64	233
2 1	4.64	249
2 63	4.63	243
2 43	4.63	254
0 57	4.62	228
2 7	4.62	254
2 57	4.62	247
2 53	4.61	238
2 49	4.59	246
0 53	4.58	235
2 23	4.56	254
0 29	4.56	226
0 25	4.56	225
2 45	4.56	267
2 41	4.55	255
0 23	4.55	238
0 21	4.55	230
2 37	4.55	253
2 51	4.55	247
2 21	4.54	249
0 63	4.54	235
0 47	4.53	222
2 9	4.53	233
2 19	4.52	247
2 13	4.52	254
0 39	4.52	227
2 35	4.51	248
2 5	4.51	244
0 33	4.48	233
0 45	4.48	230
2 31	4.48	249
0 49	4.48	224
0 35	4.46	233
2 39	4.46	243
0 37	4.46	222
0 51	4.46	230
0 55	4.45	220
0 31	4.44	237
2 33	4.44	239
0 41	4.43	225
2 25	4.42	255
2 27	4.41	245
0 61	4.41	230
0 27	4.41	230
2 11	4.41	248
2 29	4.40	251
2 17	4.39	247
0 43	4.37	228
0 59	4.35	218
0 15	4.12	235
1 59	3.96	247
1 53	3.90	240
3 63	3.87	240
1 45	3.87	244
1 55	3.86	232
3 15	3.86	243
3 57	3.84	237
1 29	3.82	250
1 61	3.82	238
3 9	3.81	232
1 47	3.80	242
3 33	3.79	240
3 59	3.79	241
1 57	3.78	235
3 5	3.78	238
1 63	3.78	230
3 43	3.77	235
3 61	3.77	232
1 51	3.76	237
3 55	3.75	226
3 27	3.74	230
3 35	3.74	236
3 39	3.74	234
3 3	3.74	240
1 15	3.73	241
1 21	3.73	235
3 45	3.72	242
1 49	3.72	243
1 43	3.70	241
3 49	3.70	242
3 23	3.69	235
3 1	3.68	230
3 29	3.68	230
1 27	3.68	233
3 37	3.68	240
1 23	3.68	241
3 41	3.67	248
3 17	3.67	231
1 41	3.66	234
3 53	3.66	230
3 21	3.66	233
1 37	3.66	243
1 19	3.65	238
3 47	3.65	231
1 25	3.65	245
1 33	3.65	241
3 51	3.65	234
3 7	3.64	242
3 11	3.63	229
1 3	3.63	242
1 39	3.63	230
3 19	3.62	228
1 9	3.61	245
1 17	3.61	242
3 25	3.61	238
3 13	3.61	226
1 35	3.60	232
1 11	3.60	236
1 7	3.59	232
1 13	3.57	242
1 5	3.56	238
1 31	3.51	239
3 31	3.50	232
1 1	3.39	233
