hg
Chip Chan	RMS
0 0	762.53	664
1 0	491.40	437
2 2	317.64	316
0 28	274.83	274
3 60	222.08	256
2 0	177.58	251
2 4	147.59	252
0 4	118.71	220
0 2	116.54	233
0 16	108.64	234
0 6	108.58	231
0 14	107.89	231
0 18	107.16	224
0 52	105.17	239
0 8	105.04	234
3 62	104.76	242
0 54	104.33	228
0 34	104.24	222
0 40	103.94	226
0 36	103.39	232
0 46	103.31	232
0 62	103.12	227
2 42	103.02	245
0 30	102.97	230
0 56	102.77	225
0 32	102.66	239
0 22	102.49	232
0 42	102.45	238
0 38	102.33	223
3 42	102.33	234
0 24	102.27	240
2 40	102.19	255
0 44	102.09	237
2 62	102.07	255
2 56	101.86	249
3 54	101.81	245
1 30	101.73	246
0 26	101.51	239
0 50	101.15	232
3 40	101.02	243
3 58	100.90	236
3 2	100.89	234
1 32	100.79	247
3 22	100.71	242
3 38	100.40	239
3 20	100.34	248
2 6	100.28	248
2 58	100.06	251
3 0	100.03	240
2 10	99.93	265
2 38	99.86	252
3 52	99.85	242
3 34	99.79	240
2 30	99.79	250
3 12	99.58	241
2 46	99.58	257
1 60	99.53	245
2 28	99.50	251
1 48	99.48	253
3 4	99.48	240
3 18	99.47	250
1 46	99.41	250
3 16	99.38	240
2 52	99.37	246
1 2	99.27	241
3 14	99.26	231
3 8	99.16	235
3 6	99.10	244
1 24	99.02	239
1 34	98.99	232
1 40	98.98	239
1 26	98.79	251
2 54	98.62	249
1 52	98.56	242
1 50	98.45	239
3 24	98.44	240
1 4	98.35	252
2 32	98.09	258
2 20	98.05	262
2 48	98.00	263
2 18	98.00	254
3 32	97.91	237
1 38	97.71	233
2 12	97.70	262
2 36	97.62	250
0 58	97.60	236
3 36	97.48	238
1 10	97.40	247
3 30	97.34	238
3 48	97.25	238
1 22	97.20	240
1 18	97.18	241
1 56	97.16	245
3 28	97.16	246
1 20	97.13	242
1 36	96.99	251
2 50	96.74	250
1 6	96.59	246
1 14	96.56	244
1 58	96.48	247
2 8	96.03	251
2 44	96.02	256
1 8	95.97	233
3 44	95.74	240
1 28	95.70	241
2 24	95.20	240
2 14	94.12	248
1 44	89.28	238
3 26	89.13	230
0 10	69.41	221
0 12	64.95	237
0 48	64.53	225
2 60	63.64	245
2 26	61.13	244
2 22	61.12	251
3 56	61.03	231
3 10	60.95	239
3 50	59.34	238
1 54	58.34	228
1 62	58.32	241
1 16	56.95	250
0 60	50.01	226
0 20	49.04	229
2 16	46.58	251
3 46	46.56	239
2 34	46.15	243
1 12	42.96	243
1 42	20.91	237
2 15	6.88	244
0 1	6.23	235
0 5	6.14	237
0 13	6.10	233
0 7	6.08	221
0 15	6.07	234
3 15	6.04	243
2 59	6.02	251
0 3	6.01	241
2 35	6.01	248
2 11	6.00	248
2 55	5.98	245
2 17	5.97	247
2 7	5.97	253
2 13	5.96	254
2 57	5.96	246
2 33	5.96	238
2 43	5.95	254
2 51	5.95	247
2 61	5.91	247
2 39	5.91	243
2 41	5.91	255
2 23	5.91	253
2 45	5.91	266
2 53	5.91	238
0 9	5.91	230
2 21	5.91	249
2 19	5.89	246
0 17	5.87	231
2 1	5.87	248
2 49	5.86	245
2 63	5.86	243
2 37	5.85	252
0 19	5.85	232
2 5	5.84	243
0 57	5.84	227
0 27	5.82	230
0 11	5.82	229
0 23	5.82	237
2 3	5.81	256
2 9	5.80	233
0 53	5.80	234
2 47	5.80	240
0 63	5.80	234
0 55	5.79	219
2 31	5.78	248
0 25	5.77	225
2 27	5.76	245
2 29	5.76	251
0 33	5.75	233
0 21	5.74	229
0 49	5.73	223
0 51	5.73	229
0 43	5.73	228
0 45	5.70	230
2 25	5.69	254
0 47	5.69	221
0 31	5.66	236
0 61	5.66	229
0 39	5.66	226
0 29	5.65	226
0 41	5.65	224
0 59	5.61	217
0 37	5.61	221
0 35	5.52	233
3 59	5.42	240
3 45	5.40	241
3 57	5.40	237
1 59	5.38	247
3 55	5.33	226
3 51	5.31	233
3 53	5.30	230
3 37	5.28	240
1 61	5.28	238
3 47	5.27	231
1 49	5.26	243
3 43	5.26	234
3 35	5.25	236
3 61	5.25	231
1 57	5.24	235
3 25	5.24	237
3 49	5.24	241
3 39	5.22	234
3 5	5.19	238
1 55	5.17	232
3 33	5.17	240
3 13	5.17	226
3 7	5.17	241
3 11	5.16	229
3 41	5.15	247
3 19	5.14	228
1 45	5.14	243
3 63	5.13	240
3 3	5.12	240
3 21	5.11	232
1 63	5.11	230
1 41	5.10	234
1 51	5.10	237
3 9	5.10	232
3 17	5.10	230
1 35	5.08	232
3 1	5.07	230
1 47	5.07	241
1 53	5.05	240
3 31	5.05	232
1 43	5.04	240
1 29	5.01	249
1 33	5.01	240
1 39	5.01	230
3 29	5.01	230
3 27	4.97	229
1 21	4.96	235
3 23	4.96	235
1 23	4.96	241
1 25	4.90	244
1 15	4.90	240
1 9	4.89	245
1 31	4.89	239
1 27	4.88	232
1 5	4.86	238
1 11	4.85	236
1 7	4.85	232
1 13	4.82	242
1 19	4.81	238
1 17	4.80	241
1 3	4.78	241
1 37	4.77	243
1 1	4.69	232
