hg
Chip Chan	RMS
0 0	767.27	647
2 18	665.18	574
2 28	660.75	569
2 10	660.08	572
2 40	659.04	569
2 44	657.05	568
2 20	656.69	569
2 48	656.29	569
2 50	654.17	564
2 36	654.11	564
2 12	651.94	566
2 42	651.84	561
2 54	651.18	562
2 38	650.63	562
2 8	650.06	562
2 46	649.92	563
2 52	649.61	560
2 32	648.35	561
2 30	648.09	560
2 62	648.05	561
2 58	648.04	560
2 6	646.75	559
2 24	643.56	554
2 56	643.47	556
2 14	641.81	554
0 24	637.86	548
0 26	633.15	545
0 52	631.46	543
0 22	629.54	540
0 44	628.83	540
0 40	626.98	537
0 14	626.21	538
0 16	626.04	538
3 52	625.48	540
0 38	625.46	536
1 0	625.36	510
0 32	625.26	539
0 36	625.20	537
3 44	624.43	539
0 42	624.13	538
0 30	624.03	535
0 18	624.01	534
3 38	623.29	538
0 56	623.22	534
3 48	623.06	538
1 14	622.81	538
3 62	622.66	538
3 58	622.22	536
3 42	622.17	536
0 58	622.12	536
0 54	621.94	534
0 8	621.76	535
3 28	621.71	538
1 48	621.48	539
0 62	621.20	533
3 18	621.14	539
0 46	620.97	534
2 2	620.97	536
0 50	620.78	533
2 4	620.49	550
0 6	620.36	533
1 36	619.26	536
3 16	619.25	535
1 40	619.16	534
1 10	619.16	535
3 22	619.00	535
3 4	618.76	535
3 6	618.66	536
3 54	618.20	535
0 2	617.67	533
0 34	617.50	529
1 58	617.46	535
3 36	617.19	533
1 4	617.15	536
3 40	617.00	533
1 60	616.85	533
3 2	616.82	532
1 26	616.40	534
3 20	615.72	534
1 46	615.01	533
3 30	615.01	531
3 12	614.79	532
1 56	614.52	531
3 24	614.48	531
0 4	614.40	528
1 2	613.91	531
1 50	613.68	530
3 14	613.60	529
1 6	613.49	531
3 34	612.28	530
3 8	611.57	528
1 30	611.54	529
1 52	611.37	528
1 22	610.62	528
1 8	610.26	526
1 20	610.08	527
1 32	609.49	528
1 18	609.20	526
1 24	609.07	526
3 32	608.30	526
1 28	607.98	526
3 0	607.70	527
0 28	606.36	514
1 34	605.62	522
1 38	604.81	522
2 0	603.09	536
3 60	590.02	518
3 26	558.86	486
1 44	534.58	469
2 22	368.54	348
2 26	366.02	344
2 60	364.01	343
0 12	354.93	332
3 50	352.66	332
1 62	349.70	330
0 48	349.53	325
3 10	349.26	330
0 10	346.95	321
1 16	346.81	332
3 56	345.41	325
1 54	343.62	322
2 16	282.42	290
2 34	278.94	284
0 20	271.09	273
3 46	270.70	277
0 60	269.88	271
1 12	267.63	277
1 42	122.69	231
2 63	11.55	241
2 51	11.49	245
2 59	11.40	249
2 57	11.38	245
2 55	11.36	244
2 49	11.33	243
2 61	11.27	245
0 55	11.27	219
2 45	11.21	264
2 53	11.18	236
0 63	11.14	234
2 47	11.14	238
2 43	11.13	252
2 41	11.11	253
0 57	11.08	227
0 59	11.08	217
0 51	11.07	229
0 43	11.06	227
0 47	11.01	221
2 37	10.97	251
2 31	10.97	247
0 53	10.96	234
0 61	10.96	229
0 49	10.93	223
2 39	10.92	241
0 41	10.91	224
2 35	10.89	246
0 45	10.83	229
0 39	10.81	226
0 35	10.79	232
2 29	10.77	249
0 37	10.76	221
2 33	10.75	237
0 31	10.67	236
0 27	10.58	229
0 23	10.56	237
0 29	10.55	226
0 33	10.52	232
2 25	10.49	253
0 25	10.41	224
1 57	10.39	235
0 17	10.37	231
2 23	10.36	252
2 19	10.35	245
2 27	10.34	243
1 59	10.34	246
1 47	10.30	241
1 61	10.30	238
1 55	10.28	232
0 21	10.28	229
2 21	10.26	247
0 19	10.25	232
1 49	10.20	243
1 63	10.18	230
3 51	10.16	232
2 13	10.16	252
1 51	10.15	237
0 13	10.14	233
1 41	10.14	234
2 17	10.12	245
0 11	10.11	229
1 53	10.10	240
1 39	10.08	230
2 11	10.07	246
1 43	10.06	240
1 45	10.05	243
0 15	10.01	234
0 7	10.00	220
3 53	9.97	228
3 57	9.97	235
1 33	9.95	240
3 49	9.95	239
1 31	9.94	239
0 9	9.93	230
3 55	9.92	224
2 9	9.91	232
3 63	9.90	238
1 27	9.89	232
1 37	9.86	242
3 45	9.86	239
3 61	9.85	229
3 43	9.85	232
1 35	9.80	232
2 7	9.79	252
3 41	9.78	246
3 59	9.77	238
2 5	9.76	242
0 3	9.76	240
3 31	9.75	230
1 29	9.75	249
2 15	9.75	243
3 47	9.74	229
3 37	9.72	238
0 1	9.71	235
0 5	9.67	236
3 35	9.66	234
3 39	9.65	232
3 33	9.63	238
1 21	9.55	235
1 25	9.55	244
3 29	9.53	228
3 27	9.52	227
1 19	9.50	238
3 23	9.48	233
3 17	9.47	229
3 21	9.45	230
2 3	9.44	254
1 23	9.41	241
1 15	9.38	240
3 25	9.34	236
1 17	9.32	241
2 1	9.30	247
1 13	9.25	242
3 11	9.19	227
3 13	9.18	224
1 9	9.17	245
3 19	9.14	226
1 7	9.11	232
3 9	9.09	230
1 11	9.07	236
1 5	8.92	238
3 7	8.88	240
3 15	8.86	241
1 3	8.76	241
3 5	8.69	236
1 1	8.64	233
3 3	8.58	238
3 1	8.55	228
