hg
Chip Chan	RMS
0 0	767.12	610
1 0	516.85	418
2 2	338.32	305
0 28	279.21	257
3 60	238.71	249
2 0	200.13	248
2 4	172.59	248
0 4	123.86	221
0 2	121.31	234
2 18	119.29	259
0 6	118.55	233
0 14	118.53	233
2 20	118.52	266
2 42	118.29	249
0 16	117.98	236
0 22	117.93	236
2 28	117.91	255
2 40	117.82	260
0 18	117.61	227
0 24	117.51	243
2 50	117.43	255
2 10	117.42	270
0 52	117.27	242
2 52	117.26	250
0 8	117.25	237
2 48	117.18	267
0 40	117.08	230
2 46	117.05	261
2 8	117.04	255
2 36	116.93	255
2 58	116.90	255
2 56	116.77	253
2 6	116.71	252
2 38	116.56	256
2 54	116.40	253
0 26	116.33	242
2 30	116.20	254
2 62	116.16	258
0 62	116.11	231
2 44	116.04	261
0 46	115.95	236
2 12	115.94	266
0 56	115.80	228
0 54	115.77	230
0 44	115.75	240
0 42	115.66	240
0 36	115.65	235
2 24	115.61	245
0 30	115.39	233
2 32	115.24	263
0 32	115.08	242
2 14	115.05	253
0 34	115.01	225
0 38	114.94	227
0 50	114.70	235
0 58	113.81	240
3 58	113.46	239
3 62	113.17	245
3 44	113.07	244
3 48	112.92	242
3 52	112.71	245
3 42	112.63	238
3 2	112.02	238
3 38	112.00	244
3 32	111.92	241
3 4	111.74	244
3 54	111.61	248
3 36	111.45	242
3 16	111.37	244
3 22	111.34	246
3 28	111.04	250
3 6	110.97	248
3 14	110.75	235
3 12	110.71	244
3 30	110.63	242
3 18	110.55	254
1 58	110.53	252
3 34	110.37	243
3 40	110.32	246
3 8	110.29	239
1 2	110.22	246
1 48	110.11	258
3 24	110.10	243
1 40	110.09	244
3 0	109.99	243
3 20	109.91	251
1 14	109.79	249
1 4	109.73	257
1 56	109.59	250
1 36	109.51	256
1 60	109.31	249
1 30	109.31	250
1 50	109.28	244
1 10	109.06	252
1 26	108.69	256
1 24	108.55	244
1 22	108.53	245
1 46	108.52	254
1 6	108.45	251
1 52	108.27	247
1 8	108.06	238
1 38	108.06	238
1 34	107.97	237
1 32	107.90	251
1 20	107.90	246
1 18	107.86	246
1 28	107.45	245
3 26	99.40	233
1 44	94.20	242
0 10	67.78	220
0 12	64.73	236
0 48	63.73	224
2 60	61.35	246
2 22	61.31	252
2 26	60.47	245
3 50	58.74	239
3 10	57.87	240
3 56	57.70	231
1 62	55.91	243
1 54	55.60	230
1 16	54.68	252
0 60	48.34	225
0 20	47.36	228
2 16	44.34	251
2 34	43.00	243
3 46	41.61	239
1 12	38.94	244
1 42	19.71	237
0 7	5.80	221
0 5	5.80	237
0 3	5.73	241
0 1	5.65	235
0 11	5.64	229
0 13	5.61	233
0 63	5.52	235
0 9	5.49	231
0 23	5.48	237
0 19	5.46	233
0 17	5.46	231
0 25	5.40	225
0 29	5.35	226
0 43	5.34	228
0 57	5.32	228
0 41	5.31	225
0 49	5.28	223
0 33	5.28	233
0 45	5.27	230
0 21	5.26	230
0 61	5.26	229
0 53	5.23	235
0 37	5.23	222
0 47	5.22	222
0 39	5.21	227
0 59	5.21	218
0 55	5.20	220
0 27	5.19	230
0 35	5.18	233
0 31	5.15	236
0 51	5.04	230
0 15	4.82	235
2 15	4.68	244
2 37	4.55	252
2 23	4.51	254
2 31	4.48	249
2 45	4.48	266
2 35	4.47	248
2 21	4.46	249
2 7	4.43	253
2 3	4.43	256
2 1	4.42	249
2 13	4.41	254
2 19	4.40	246
2 33	4.40	238
2 27	4.40	245
2 9	4.39	233
2 43	4.38	254
2 59	4.38	251
2 5	4.37	243
2 49	4.37	245
2 61	4.36	247
2 39	4.36	243
2 57	4.35	246
2 41	4.34	255
2 53	4.34	238
2 17	4.33	247
2 55	4.33	245
2 63	4.33	243
2 11	4.33	247
2 29	4.32	251
2 25	4.26	254
2 51	4.25	247
2 47	4.21	240
1 57	4.15	236
1 51	4.12	237
1 53	4.11	240
1 61	4.11	239
1 45	4.09	244
1 55	4.06	232
1 27	4.03	233
1 37	4.01	243
1 63	4.00	230
1 49	3.98	243
1 41	3.96	234
1 11	3.96	236
1 31	3.96	239
1 59	3.95	247
1 43	3.95	241
1 47	3.94	242
1 29	3.93	250
1 25	3.93	245
1 9	3.93	246
1 35	3.92	232
1 19	3.91	238
1 15	3.89	241
1 23	3.89	241
1 17	3.87	242
1 39	3.86	230
1 5	3.85	238
1 13	3.84	242
1 33	3.82	241
1 21	3.82	235
1 7	3.82	232
1 3	3.79	242
3 15	3.74	243
1 1	3.70	233
3 23	3.70	235
3 53	3.64	230
3 13	3.61	226
3 59	3.61	240
3 35	3.61	236
3 43	3.57	234
3 61	3.56	232
3 37	3.56	240
3 19	3.56	228
3 11	3.55	229
3 9	3.55	232
3 33	3.55	240
3 55	3.54	226
3 63	3.54	240
3 27	3.54	229
3 21	3.53	233
3 25	3.52	238
3 49	3.52	241
3 51	3.51	234
3 57	3.51	237
3 39	3.51	234
3 3	3.50	240
3 45	3.49	242
3 7	3.48	241
3 41	3.47	248
3 5	3.46	238
3 1	3.46	230
3 29	3.46	230
3 17	3.45	231
3 47	3.43	231
3 31	3.40	233
