hg
Chip Chan	RMS
0 0	773.46	671
1 0	504.93	446
2 2	323.98	320
0 28	278.29	275
3 60	223.90	256
2 0	176.51	247
2 4	137.70	249
0 4	92.33	215
0 2	86.53	230
0 6	73.99	227
0 16	70.88	231
0 8	67.16	231
0 14	67.12	227
0 18	65.89	221
0 22	63.59	230
0 56	62.82	222
0 40	62.49	223
0 46	61.96	229
0 52	61.74	236
0 24	61.31	237
0 62	60.90	224
0 34	59.96	218
0 42	59.39	234
0 54	59.38	224
0 30	59.12	226
0 26	59.06	236
0 50	58.67	228
0 32	57.82	236
0 36	57.77	228
0 44	57.39	233
0 58	55.73	233
0 38	55.19	220
0 10	50.88	218
3 62	49.93	240
3 32	48.90	236
3 58	48.73	235
2 56	47.04	247
3 54	46.93	244
2 62	46.06	253
2 58	45.67	249
3 0	45.56	238
2 20	45.42	261
3 42	45.35	232
2 42	45.26	243
3 52	45.23	241
3 2	45.18	233
2 46	44.89	255
3 44	44.78	239
3 40	44.51	241
2 6	44.49	246
3 48	44.32	236
3 34	44.02	238
3 6	44.02	243
3 12	44.00	239
3 38	43.99	238
2 52	43.93	244
2 40	43.78	254
3 30	43.52	237
0 12	43.47	234
2 48	43.42	261
3 4	43.32	239
3 36	43.20	237
2 18	43.07	253
3 22	43.07	241
3 16	43.02	239
2 50	42.95	249
0 48	42.77	222
3 8	42.42	234
3 14	42.29	230
2 10	42.20	263
3 18	42.19	249
3 20	42.10	246
3 28	42.07	244
2 54	41.98	247
2 28	41.88	248
2 30	41.77	248
3 24	41.65	238
2 38	41.55	249
2 8	41.07	249
2 32	40.91	257
2 14	40.89	247
2 12	40.87	260
2 24	40.54	238
2 36	40.28	249
2 44	39.70	254
3 26	37.71	228
0 60	35.95	223
1 30	35.27	242
1 2	34.59	238
0 20	34.56	227
1 56	34.41	242
1 58	34.09	244
1 24	33.80	236
1 4	33.43	249
1 46	33.35	246
1 48	33.30	249
1 40	33.20	236
1 32	33.07	243
1 60	33.07	241
1 50	32.85	236
1 36	32.67	247
1 52	32.42	238
1 38	32.26	230
1 34	32.09	228
1 26	31.86	248
2 60	31.83	243
1 28	31.30	237
1 22	31.15	237
1 20	31.08	238
1 18	30.80	237
1 10	30.57	243
1 8	30.46	230
1 44	30.22	235
1 6	30.00	242
1 14	29.98	241
3 56	29.84	229
2 22	29.35	248
3 10	29.00	237
3 50	28.51	236
2 26	27.52	242
2 16	23.99	250
3 46	23.98	237
2 34	22.46	241
1 54	19.60	225
1 62	19.35	238
1 16	17.64	247
1 42	13.73	236
1 12	13.46	240
0 1	5.14	236
2 15	5.13	244
0 3	5.10	241
0 5	5.10	237
2 3	5.08	256
0 7	5.01	221
2 1	5.00	249
2 13	5.00	254
2 61	4.99	247
2 45	4.97	266
2 19	4.93	246
2 49	4.93	245
2 23	4.92	254
0 9	4.90	231
2 41	4.90	255
2 59	4.89	251
2 25	4.89	254
2 51	4.89	247
2 37	4.88	252
2 11	4.87	247
2 7	4.86	253
2 63	4.86	243
2 29	4.86	251
2 31	4.85	248
2 33	4.85	238
2 53	4.84	237
2 43	4.83	254
2 47	4.82	239
2 9	4.82	233
2 55	4.81	245
2 39	4.80	243
2 21	4.80	249
2 27	4.79	245
0 11	4.79	229
2 57	4.78	246
2 17	4.74	247
2 35	4.68	248
2 5	4.68	243
0 13	4.67	233
0 17	4.64	231
0 63	4.60	234
0 19	4.58	233
0 25	4.53	225
0 21	4.51	229
0 31	4.50	237
0 23	4.48	237
0 33	4.45	233
0 61	4.45	229
0 27	4.44	230
0 49	4.43	223
0 53	4.43	235
0 29	4.41	226
0 43	4.40	228
0 57	4.38	228
0 35	4.37	233
0 45	4.35	230
0 39	4.35	226
0 41	4.31	225
0 51	4.30	230
3 15	4.26	243
0 37	4.25	222
0 47	4.24	221
0 59	4.23	217
0 55	4.21	219
3 59	4.21	240
0 15	4.19	235
1 59	4.16	246
3 49	4.13	241
3 7	4.11	241
3 25	4.10	238
3 57	4.09	237
3 47	4.09	231
3 51	4.07	234
3 37	4.07	240
3 61	4.05	231
3 45	4.05	242
3 3	4.03	240
3 43	4.02	234
3 55	4.02	226
3 5	4.01	238
3 21	4.01	232
3 1	3.99	230
3 63	3.99	240
1 63	3.99	230
3 53	3.98	230
1 51	3.96	237
3 41	3.96	247
3 19	3.95	227
3 31	3.95	232
3 9	3.94	232
3 39	3.94	234
3 23	3.94	235
1 57	3.93	235
1 43	3.92	240
3 13	3.91	226
1 53	3.91	240
1 49	3.90	243
3 27	3.87	229
3 35	3.87	236
3 33	3.86	240
1 45	3.86	243
3 11	3.86	229
3 17	3.85	230
1 61	3.85	238
1 55	3.83	232
1 47	3.82	241
3 29	3.82	230
1 13	3.80	242
1 33	3.78	240
1 37	3.77	242
1 39	3.77	230
1 41	3.77	234
1 35	3.77	232
1 27	3.76	232
1 23	3.75	241
1 15	3.75	240
1 7	3.75	232
1 25	3.73	244
1 9	3.72	245
1 29	3.70	249
1 5	3.67	238
1 11	3.66	236
1 31	3.66	239
1 21	3.66	235
1 19	3.62	237
1 3	3.56	241
1 17	3.55	241
1 1	3.51	232
