hg
Chip Chan	RMS
0 0	774.19	683
1 0	504.04	452
2 2	319.71	321
0 28	282.42	278
3 60	224.40	258
2 0	175.30	251
2 4	136.66	254
0 4	94.32	216
0 2	89.59	230
0 6	76.10	226
0 16	74.06	230
0 14	70.24	226
0 8	68.73	229
0 18	68.66	219
0 56	67.13	221
0 22	66.17	228
0 40	65.85	221
0 46	65.78	227
0 52	65.21	235
0 24	65.01	236
0 62	64.22	223
0 26	63.56	236
0 42	63.42	232
0 34	63.35	217
0 54	62.83	223
0 30	62.53	225
0 50	62.24	227
0 44	62.17	232
0 36	61.85	228
0 58	61.64	232
0 32	61.61	235
0 38	59.54	219
3 32	55.59	238
3 62	55.54	243
3 58	55.12	237
2 58	53.28	250
3 54	53.15	246
2 56	53.08	249
2 20	52.93	262
3 52	52.49	242
2 62	52.46	254
3 44	52.42	241
2 42	52.29	244
2 46	52.28	258
3 42	52.16	235
3 0	52.03	240
3 40	51.77	243
2 18	51.69	254
3 38	51.62	240
2 52	51.55	245
3 48	51.54	239
3 2	51.50	235
0 10	51.46	218
3 30	51.28	239
3 34	51.07	240
3 6	51.02	244
2 6	51.00	248
3 36	50.98	239
3 12	50.95	241
2 40	50.92	255
2 50	50.65	250
2 48	50.56	262
3 16	50.50	240
3 22	50.47	243
3 4	50.43	240
3 28	50.04	246
3 14	50.02	232
2 54	50.00	248
2 28	50.00	250
3 8	49.92	236
2 8	49.83	250
2 10	49.66	265
3 20	49.56	248
2 14	49.53	248
2 24	49.32	240
3 24	49.27	239
3 18	49.27	251
2 30	49.27	250
2 38	49.20	251
2 36	48.84	250
2 32	48.81	258
2 12	48.62	261
2 44	48.61	256
0 12	45.14	235
3 26	44.73	229
0 48	43.54	222
1 58	42.75	245
1 2	42.14	240
1 56	42.03	243
1 4	41.87	250
1 30	41.82	243
1 60	41.77	242
1 48	41.69	250
1 50	41.33	237
1 40	41.18	237
1 46	41.17	247
1 24	41.15	237
1 36	41.13	249
1 38	40.89	230
1 32	40.77	245
1 52	40.77	239
1 34	40.74	229
1 20	40.64	239
1 26	40.45	248
1 14	40.37	241
1 28	40.25	238
1 8	40.23	230
1 22	40.02	237
1 10	39.99	244
1 18	39.85	238
1 6	39.71	243
0 60	37.07	224
1 44	36.80	236
0 20	35.31	227
2 60	33.83	243
3 56	31.38	230
2 22	30.98	249
3 50	30.97	238
3 10	30.94	239
2 26	29.61	243
3 46	25.38	238
2 16	25.01	250
2 34	23.14	242
1 54	22.27	226
1 62	21.85	239
1 16	21.50	247
1 12	15.91	240
1 42	14.04	237
0 1	5.83	236
0 5	5.37	237
0 7	5.36	221
0 3	5.29	241
0 11	5.15	229
2 3	5.12	255
0 9	5.08	231
0 19	5.01	233
0 13	5.01	233
0 17	5.00	232
2 1	4.98	248
2 7	4.97	253
2 41	4.94	254
0 41	4.91	225
0 21	4.90	230
0 25	4.89	225
0 43	4.88	228
2 57	4.88	246
2 19	4.88	246
0 23	4.86	238
2 53	4.86	237
2 15	4.85	244
0 31	4.85	237
2 21	4.83	249
2 43	4.83	253
2 9	4.83	233
2 17	4.82	247
2 11	4.81	247
2 59	4.78	251
2 27	4.77	244
2 23	4.76	253
0 53	4.76	235
0 63	4.75	235
2 45	4.72	266
2 13	4.72	253
0 33	4.70	233
2 51	4.70	246
2 63	4.70	242
2 37	4.69	252
0 27	4.68	230
0 37	4.67	222
0 45	4.67	230
2 31	4.66	248
2 29	4.65	251
2 5	4.65	243
2 25	4.65	254
2 39	4.64	242
0 35	4.63	233
0 39	4.63	227
2 55	4.62	245
2 49	4.62	245
0 59	4.62	218
0 29	4.59	227
0 47	4.58	222
2 61	4.57	246
2 33	4.56	238
0 55	4.56	220
2 35	4.55	248
0 51	4.55	230
0 57	4.55	228
0 61	4.49	230
0 49	4.46	224
2 47	4.43	239
3 59	4.36	240
0 15	4.26	235
3 57	4.18	236
3 63	4.17	240
3 23	4.15	235
3 61	4.13	231
3 15	4.05	243
3 5	4.05	237
3 11	4.04	229
1 45	4.01	243
3 13	4.00	225
3 3	3.98	239
3 39	3.98	233
1 43	3.98	240
3 45	3.97	241
1 55	3.96	231
1 57	3.95	235
3 19	3.94	227
3 25	3.94	237
3 41	3.93	247
3 9	3.93	232
1 63	3.93	230
3 1	3.92	230
3 37	3.92	240
3 33	3.92	240
3 43	3.91	234
3 21	3.91	232
1 47	3.90	241
1 59	3.89	246
1 35	3.87	232
1 17	3.87	241
3 51	3.87	233
3 7	3.87	241
3 53	3.87	230
1 53	3.87	239
3 17	3.86	230
3 47	3.86	231
1 21	3.86	234
1 49	3.85	242
1 15	3.85	240
3 49	3.85	241
1 51	3.84	237
1 27	3.81	232
1 25	3.80	244
3 55	3.78	225
1 61	3.77	238
1 11	3.74	235
3 35	3.74	235
1 39	3.73	229
3 31	3.71	232
1 37	3.70	242
1 29	3.70	249
1 5	3.69	238
3 29	3.69	230
3 27	3.69	229
1 41	3.69	234
1 33	3.67	240
1 13	3.66	241
1 31	3.65	239
1 9	3.65	245
1 23	3.60	240
1 1	3.59	232
1 7	3.59	231
1 19	3.56	237
1 3	3.47	241
