hg
Chip Chan	RMS
2 4	11.27	289
0 22	10.11	255
2 16	4.60	277
2 22	3.97	272
2 6	3.94	266
2 18	3.90	270
2 10	3.90	268
2 14	3.87	279
2 28	3.81	271
2 0	3.75	263
2 12	3.75	268
2 50	3.68	274
2 26	3.65	275
2 2	3.57	267
2 8	3.56	267
2 34	3.54	262
2 48	3.54	282
2 24	3.46	267
0 46	3.43	255
0 20	3.38	247
2 52	3.37	277
2 30	3.33	266
1 16	3.32	251
1 8	3.29	256
2 36	3.28	273
2 56	3.25	274
2 40	3.24	279
2 60	3.23	271
1 14	3.22	244
2 20	3.22	269
1 6	3.22	246
2 44	3.17	261
1 20	3.16	256
2 42	3.13	277
2 46	3.12	266
0 62	3.12	255
0 50	3.11	255
0 48	3.10	240
1 26	3.10	252
1 12	3.09	245
2 32	3.09	265
2 58	3.08	268
1 18	3.06	243
2 62	3.06	268
0 44	3.06	252
1 10	3.02	240
3 44	3.01	242
0 12	2.99	246
0 60	2.99	245
0 24	2.99	252
1 50	2.98	248
0 40	2.97	242
1 54	2.95	249
0 28	2.95	249
0 38	2.94	252
2 54	2.94	266
3 32	2.94	247
0 36	2.93	243
1 38	2.93	250
0 0	2.92	259
0 58	2.92	256
2 38	2.91	266
3 6	2.91	244
3 46	2.90	237
0 10	2.90	246
1 24	2.90	252
0 2	2.88	260
0 34	2.88	261
1 52	2.87	247
1 62	2.87	240
1 56	2.87	239
1 2	2.86	241
1 4	2.86	242
0 52	2.85	252
0 4	2.85	255
1 40	2.85	245
1 0	2.85	243
3 26	2.83	246
1 34	2.82	255
1 22	2.82	242
0 42	2.82	240
1 36	2.81	242
3 14	2.81	239
2 45	2.80	275
0 32	2.80	254
3 8	2.79	245
2 57	2.79	271
0 30	2.78	246
2 1	2.77	285
0 16	2.77	249
3 28	2.77	241
3 12	2.76	236
2 61	2.76	275
1 28	2.76	238
3 30	2.76	239
3 58	2.76	230
2 9	2.76	269
3 48	2.76	239
2 5	2.75	272
0 57	2.75	256
0 8	2.75	237
0 6	2.75	250
2 37	2.75	283
2 47	2.75	275
0 56	2.74	251
2 53	2.74	272
0 14	2.74	248
2 35	2.74	278
1 58	2.73	231
3 50	2.73	230
2 15	2.72	273
0 9	2.72	264
3 36	2.71	233
2 21	2.71	281
2 55	2.70	272
2 3	2.70	278
2 7	2.69	267
1 46	2.68	246
3 56	2.68	236
3 34	2.68	239
3 54	2.67	235
0 26	2.67	241
0 18	2.67	244
0 21	2.67	257
2 49	2.67	276
2 59	2.67	272
3 22	2.67	243
3 60	2.67	239
0 55	2.67	253
2 13	2.66	274
3 24	2.66	232
0 27	2.65	258
0 31	2.64	258
1 9	2.64	252
2 43	2.64	271
0 35	2.64	259
2 41	2.63	268
1 60	2.63	235
0 41	2.63	257
1 48	2.63	243
0 5	2.63	249
2 23	2.63	268
0 17	2.63	251
0 3	2.62	253
3 10	2.62	230
3 25	2.62	243
1 44	2.61	244
3 9	2.61	241
1 32	2.61	245
0 11	2.60	253
2 11	2.60	269
0 13	2.60	249
0 54	2.60	243
0 37	2.58	255
0 1	2.58	255
2 27	2.57	265
3 38	2.57	236
0 23	2.57	250
2 51	2.56	265
3 0	2.56	233
2 19	2.56	269
1 49	2.56	248
0 45	2.55	252
3 57	2.55	241
1 27	2.55	250
2 25	2.55	268
1 17	2.54	257
2 63	2.54	271
3 52	2.54	233
3 18	2.54	233
3 62	2.54	226
0 59	2.52	246
2 39	2.52	268
3 45	2.51	245
1 42	2.51	242
2 29	2.50	267
3 5	2.50	245
3 42	2.50	239
3 15	2.50	244
1 21	2.50	248
2 17	2.49	268
3 16	2.49	234
0 15	2.49	246
1 41	2.49	247
2 31	2.48	264
1 15	2.48	246
0 51	2.48	248
3 1	2.48	234
0 43	2.48	247
2 33	2.48	263
0 7	2.48	242
1 57	2.47	245
3 61	2.47	239
1 61	2.47	247
3 40	2.46	242
3 4	2.46	236
3 20	2.46	232
1 47	2.46	245
0 29	2.45	245
3 63	2.45	240
0 49	2.45	243
1 11	2.44	243
3 21	2.44	241
1 3	2.43	248
1 29	2.43	247
3 51	2.43	242
0 53	2.43	236
3 23	2.42	241
1 53	2.42	239
0 61	2.42	238
1 43	2.41	240
0 63	2.41	239
1 51	2.41	246
3 43	2.40	245
0 25	2.40	243
1 13	2.39	240
1 63	2.39	245
3 31	2.39	242
3 35	2.39	240
3 2	2.38	232
1 55	2.38	243
3 33	2.37	248
3 13	2.37	236
1 23	2.36	238
1 7	2.36	236
3 55	2.35	234
0 19	2.35	240
0 39	2.35	242
1 30	2.35	240
1 33	2.35	244
3 53	2.35	227
1 25	2.34	243
1 5	2.33	232
0 33	2.32	243
3 37	2.32	225
3 11	2.32	228
1 19	2.31	243
1 1	2.31	241
1 39	2.31	243
1 31	2.31	240
3 59	2.30	232
3 47	2.30	236
3 3	2.30	236
3 49	2.29	235
3 41	2.29	236
1 59	2.28	241
3 39	2.28	236
1 45	2.28	242
3 29	2.28	235
0 47	2.28	244
3 27	2.27	231
1 35	2.22	241
3 17	2.22	232
3 7	2.21	232
1 37	2.21	241
3 19	2.18	234
