hg
Chip Chan	RMS
0 0	764.96	697
1 0	510.99	441
2 2	342.77	343
0 28	322.03	326
1 32	301.86	324
1 30	301.58	323
1 48	299.48	324
1 46	298.69	322
1 26	298.29	323
3 62	297.10	315
3 60	296.67	314
1 36	296.58	321
3 20	295.96	317
1 4	295.18	321
1 40	294.82	315
2 62	294.63	318
1 60	294.38	317
3 40	294.30	313
3 54	293.81	314
3 42	293.53	310
2 40	293.27	318
1 52	293.13	316
3 22	292.98	313
0 52	292.88	317
3 18	292.86	315
0 32	292.74	316
2 10	292.62	321
2 42	292.51	313
1 24	292.19	314
0 14	291.96	312
1 2	291.75	314
1 50	291.66	313
3 38	291.64	310
1 34	291.56	310
0 54	291.28	310
0 18	290.81	309
0 24	290.81	314
1 38	290.74	310
1 20	290.72	313
1 22	290.60	313
3 34	290.19	309
0 26	290.02	313
0 30	289.59	309
0 36	289.53	311
1 28	289.52	312
3 52	289.25	309
2 46	289.01	315
3 4	288.86	309
3 12	288.84	308
2 56	288.84	312
3 2	288.81	306
2 38	288.41	313
3 16	288.15	308
1 18	288.05	311
3 0	288.03	308
1 58	287.81	313
0 16	287.69	310
0 22	287.55	309
3 6	287.45	308
0 38	287.43	305
2 12	287.28	316
1 56	287.24	311
3 28	287.23	309
0 42	287.22	311
0 8	287.16	309
0 34	287.10	305
2 58	286.97	310
1 10	286.94	312
2 6	286.93	309
0 44	286.61	310
1 14	286.46	311
2 30	286.33	310
2 48	286.03	314
3 36	285.95	305
1 6	285.78	311
3 48	285.68	305
2 32	285.52	313
3 24	285.19	305
3 58	285.07	303
2 54	285.00	309
2 20	284.76	313
3 30	284.63	304
3 14	284.58	302
2 44	284.38	311
3 8	284.22	303
2 52	284.07	307
2 28	283.77	308
0 6	283.70	306
1 8	283.66	304
0 62	283.49	305
2 36	283.36	308
0 2	283.29	307
3 32	282.62	302
3 44	282.54	303
2 18	281.28	308
0 40	280.71	301
0 56	280.67	301
0 46	279.91	303
0 50	279.82	303
2 50	279.15	304
2 8	279.06	304
0 58	276.56	302
0 4	276.46	295
2 0	276.36	305
1 44	275.20	302
2 14	272.59	299
2 24	272.33	295
2 4	271.69	301
3 26	265.41	287
2 60	209.05	262
3 10	206.96	257
2 26	206.61	261
1 62	206.07	262
1 16	205.86	268
2 22	205.57	264
3 50	205.47	256
0 12	205.11	263
3 56	204.88	250
1 54	203.79	252
0 10	199.55	249
0 48	196.95	251
3 46	165.96	246
0 20	162.79	243
2 34	161.59	250
2 16	159.20	256
1 12	158.09	253
0 60	155.84	240
1 42	66.68	242
3 15	18.36	242
2 15	17.48	243
0 15	17.26	234
0 57	14.52	227
3 57	14.52	235
0 55	14.41	218
3 55	14.33	224
3 51	14.28	232
3 47	14.24	229
0 59	14.13	217
3 53	14.12	228
3 43	14.07	233
0 53	14.04	234
3 49	14.04	240
0 61	13.97	228
3 45	13.94	240
0 41	13.91	224
0 45	13.90	229
0 51	13.87	229
3 39	13.85	232
3 25	13.81	236
3 59	13.80	238
1 61	13.79	237
0 49	13.79	222
3 19	13.78	226
0 63	13.78	234
3 61	13.75	230
3 63	13.74	238
0 43	13.74	227
0 29	13.72	226
0 47	13.71	220
3 37	13.71	238
0 35	13.70	232
3 27	13.69	228
3 41	13.68	246
3 23	13.68	234
0 39	13.67	226
3 21	13.65	231
3 35	13.65	234
1 55	13.63	231
3 13	13.60	224
0 27	13.60	229
1 59	13.57	245
1 57	13.57	234
3 9	13.55	231
3 33	13.55	238
0 25	13.53	224
3 11	13.52	227
3 31	13.52	231
0 7	13.50	220
0 21	13.50	228
0 23	13.50	236
0 33	13.49	232
3 7	13.49	240
0 17	13.47	230
3 17	13.46	229
1 51	13.45	236
2 55	13.45	244
1 53	13.44	239
0 37	13.42	221
0 31	13.42	236
2 49	13.41	244
3 29	13.40	228
0 11	13.39	228
1 63	13.38	229
0 9	13.37	230
2 57	13.37	245
3 5	13.35	236
0 13	13.34	232
0 5	13.34	236
1 49	13.34	242
2 47	13.32	238
2 45	13.32	265
2 51	13.29	245
1 45	13.26	242
0 3	13.25	240
0 19	13.24	232
3 1	13.20	229
1 43	13.19	239
0 1	13.18	235
2 61	13.17	246
2 39	13.17	242
2 43	13.16	253
1 47	13.16	240
2 53	13.12	236
2 5	13.10	242
3 3	13.09	238
2 27	13.09	244
2 41	13.04	253
2 35	13.01	247
2 29	13.00	250
2 13	12.95	253
2 59	12.94	250
2 37	12.93	251
2 31	12.90	247
2 23	12.90	252
2 33	12.86	237
1 41	12.86	233
2 19	12.84	245
2 25	12.84	253
2 11	12.83	247
2 7	12.79	252
2 17	12.78	246
2 1	12.75	247
1 39	12.70	229
1 29	12.70	248
1 35	12.68	231
2 9	12.68	232
2 21	12.65	248
1 33	12.63	239
2 63	12.56	242
1 31	12.56	238
1 27	12.53	231
1 13	12.50	241
2 3	12.50	255
1 25	12.49	244
1 15	12.48	239
1 21	12.47	234
1 23	12.47	240
1 19	12.35	236
1 17	12.32	240
1 37	12.30	241
1 7	12.30	231
1 11	12.21	235
1 9	12.17	244
1 5	12.15	237
1 3	12.12	240
1 1	11.78	231
