hg
Chip Chan	RMS
0 0	759.43	633
1 0	484.20	431
2 2	313.10	314
0 28	270.18	271
3 60	221.79	253
2 0	171.64	247
2 4	130.02	248
0 4	80.04	216
0 2	74.87	230
0 6	63.22	227
0 16	60.57	231
0 14	57.39	227
0 8	56.47	230
0 18	56.10	221
0 40	53.30	223
0 46	52.55	229
0 56	52.24	222
0 22	52.08	231
0 52	52.03	237
0 62	51.24	224
0 24	50.01	237
0 42	49.71	235
0 34	49.41	219
0 50	49.03	228
0 30	48.90	227
0 54	48.80	225
0 36	48.38	229
0 26	48.15	235
0 44	47.52	234
0 32	47.43	236
0 38	45.55	220
0 10	45.41	218
0 58	45.31	234
0 48	37.72	223
3 62	36.16	240
3 32	36.08	235
3 58	35.95	234
2 56	34.62	247
0 12	33.93	234
2 58	33.79	250
2 20	32.98	261
2 62	32.80	253
0 60	32.56	224
3 54	32.37	243
3 0	32.17	238
2 42	32.05	243
2 6	32.04	246
2 46	31.71	256
3 52	31.41	240
2 52	31.38	244
3 42	31.27	232
3 44	30.92	239
3 2	30.65	233
0 20	30.41	227
2 48	30.31	261
2 18	30.25	253
3 48	30.24	237
3 40	30.21	241
3 34	30.03	238
2 40	29.85	254
3 30	29.75	236
2 50	29.74	249
3 6	29.72	243
3 38	29.56	238
3 16	29.46	238
3 4	29.39	239
3 36	29.27	236
3 8	28.77	234
2 28	28.64	248
2 10	28.48	264
3 22	28.37	241
2 54	28.34	247
2 8	28.23	248
2 30	28.10	248
3 14	27.93	229
2 24	27.88	239
2 38	27.78	250
3 20	27.76	245
2 14	27.73	247
3 24	27.66	237
3 28	27.41	244
2 60	27.38	244
2 32	27.20	257
3 18	27.15	249
3 12	26.22	238
2 44	26.09	255
2 36	26.07	249
2 12	25.12	260
3 26	24.73	228
3 56	23.23	229
2 22	22.18	249
3 10	22.00	237
3 50	21.72	236
2 26	20.22	243
2 16	19.78	250
3 46	19.13	238
1 58	17.31	246
2 34	17.24	243
1 2	17.20	240
1 56	17.12	245
1 30	16.79	244
1 4	15.74	251
1 24	15.47	237
1 48	14.82	252
1 50	14.70	237
1 46	14.41	248
1 60	13.95	244
1 52	13.86	240
1 34	13.77	230
1 36	13.70	250
1 38	13.69	231
1 32	13.63	246
1 40	13.40	238
1 44	13.27	237
1 26	13.25	249
1 42	12.92	237
1 22	12.56	238
1 28	12.19	239
1 20	11.88	239
1 8	11.84	231
1 6	11.83	245
1 10	11.76	245
1 14	11.17	243
1 18	11.12	239
1 54	9.90	227
1 62	9.87	240
1 16	8.52	249
1 12	7.73	242
0 1	5.21	235
0 5	5.08	237
2 1	5.03	249
0 7	4.92	221
0 3	4.91	241
2 17	4.89	247
2 43	4.87	253
0 9	4.87	231
2 41	4.87	255
2 5	4.86	243
2 13	4.85	254
0 17	4.85	231
0 11	4.85	229
2 45	4.82	266
0 15	4.81	234
2 19	4.81	246
0 13	4.81	233
2 51	4.78	247
2 35	4.78	248
2 33	4.76	238
2 47	4.75	239
2 3	4.75	256
2 63	4.74	243
2 49	4.74	245
2 7	4.73	253
2 55	4.71	245
2 15	4.70	244
2 53	4.70	238
2 25	4.69	254
2 61	4.69	246
2 59	4.69	251
2 27	4.68	245
2 39	4.68	243
2 37	4.67	252
2 9	4.65	233
2 57	4.65	246
2 23	4.65	253
0 23	4.65	237
2 31	4.64	249
2 29	4.63	251
0 63	4.60	234
2 21	4.57	249
0 25	4.56	225
0 19	4.55	233
2 11	4.54	247
0 31	4.53	237
0 41	4.53	224
0 21	4.46	229
0 47	4.44	221
0 33	4.44	233
0 53	4.44	235
0 43	4.43	228
0 45	4.43	230
0 35	4.41	233
0 27	4.37	230
0 57	4.35	228
0 61	4.34	229
0 55	4.34	219
0 51	4.32	230
0 59	4.30	217
0 39	4.29	226
0 37	4.29	221
0 29	4.27	226
0 49	4.19	223
3 59	4.00	240
3 7	3.97	241
3 25	3.96	238
3 17	3.93	230
3 15	3.92	243
3 41	3.88	247
3 61	3.85	231
3 35	3.85	236
3 63	3.83	240
3 13	3.83	226
3 3	3.82	239
3 1	3.82	230
3 23	3.81	235
1 57	3.81	235
3 49	3.81	241
1 47	3.80	241
3 19	3.80	227
3 29	3.79	230
3 33	3.78	240
3 51	3.78	233
3 39	3.77	234
3 45	3.76	241
3 43	3.76	234
1 43	3.76	241
3 57	3.76	237
1 33	3.74	240
1 55	3.74	232
1 45	3.74	243
3 53	3.73	230
3 55	3.72	225
1 59	3.71	246
1 53	3.71	240
3 31	3.71	232
3 21	3.69	232
3 47	3.69	231
1 35	3.68	232
1 15	3.68	240
1 63	3.68	230
3 5	3.67	238
1 17	3.66	241
1 51	3.65	237
1 61	3.64	238
1 9	3.64	245
3 37	3.64	240
1 37	3.63	242
1 23	3.62	241
1 39	3.61	230
1 49	3.60	243
1 41	3.60	234
1 31	3.60	239
3 9	3.58	232
1 25	3.58	245
3 11	3.57	229
1 27	3.57	232
1 19	3.56	238
1 29	3.54	249
1 7	3.52	232
1 13	3.49	242
1 1	3.43	232
1 3	3.42	241
3 27	3.41	229
1 21	3.41	235
1 5	3.39	238
1 11	3.35	236
