hg
Chip Chan	RMS
0 0	769.56	676
1 0	492.30	440
2 2	315.62	321
0 28	271.33	279
3 60	221.86	258
2 0	172.26	250
2 4	131.22	249
0 4	86.23	219
0 2	80.68	233
0 6	69.78	231
0 16	65.80	234
0 14	63.62	231
0 8	63.46	234
0 18	61.74	224
0 22	59.97	230
0 24	58.01	239
0 56	57.55	225
0 40	56.81	227
0 46	56.60	232
0 62	56.40	228
0 52	56.36	239
0 34	55.40	222
0 30	55.07	229
0 26	54.88	238
0 54	54.11	228
0 42	53.63	238
0 50	53.10	232
0 32	53.00	239
0 36	52.66	232
0 44	51.70	237
0 38	50.16	223
0 58	50.15	237
0 10	49.41	220
3 32	43.85	234
3 62	43.07	239
3 58	41.87	233
3 44	41.61	238
3 54	40.83	242
0 48	40.25	225
3 48	40.19	235
3 52	39.73	239
2 56	39.52	247
2 58	39.51	249
2 62	39.04	252
3 42	38.69	231
3 30	38.69	236
3 0	38.68	236
3 34	38.51	237
3 40	38.28	239
3 36	38.21	235
3 2	38.01	231
0 12	37.95	236
2 46	37.82	255
3 38	37.78	237
2 20	37.55	260
2 42	37.50	242
2 52	36.87	243
2 6	36.55	246
3 4	36.27	238
2 48	36.25	260
2 50	36.08	248
3 6	36.07	242
3 16	36.01	238
3 22	35.97	239
3 28	35.64	243
2 40	35.38	253
3 20	35.31	245
2 18	35.13	252
3 8	34.91	233
0 60	34.90	226
3 18	34.57	248
2 54	34.55	246
0 20	34.43	228
3 14	34.39	229
2 10	33.59	263
2 38	33.59	249
3 24	33.52	237
2 14	33.22	245
2 8	33.16	249
2 30	33.10	248
2 44	33.02	254
3 12	32.82	238
2 28	32.78	248
2 24	32.37	238
2 36	32.15	247
2 32	31.49	256
3 26	31.34	227
2 60	30.06	243
2 12	29.20	260
3 56	27.36	228
3 50	26.38	235
2 22	25.77	248
3 10	25.30	236
1 36	24.34	248
1 30	23.92	244
2 26	23.14	242
1 40	23.07	238
1 38	22.98	231
1 28	22.76	239
1 24	22.51	238
1 48	22.11	251
1 34	22.04	230
1 32	21.94	246
3 46	21.91	236
1 46	21.81	248
1 2	21.75	240
1 58	21.62	246
2 16	21.62	249
1 26	21.40	249
1 22	21.27	238
1 56	20.82	244
1 44	20.51	236
1 52	20.29	240
1 50	20.26	238
1 4	19.34	251
1 20	19.32	240
2 34	19.31	241
1 60	19.25	243
1 8	18.79	232
1 14	17.99	244
1 18	17.27	240
1 10	14.18	246
1 6	14.07	245
1 54	13.60	227
1 42	13.29	237
1 16	12.88	249
1 62	11.89	240
1 12	7.90	242
0 1	5.18	236
0 7	5.04	221
0 9	4.98	231
2 3	4.96	256
2 5	4.94	243
0 3	4.92	241
0 11	4.91	229
2 17	4.91	247
0 13	4.88	233
0 17	4.82	231
2 55	4.77	245
2 1	4.75	248
2 59	4.73	251
2 43	4.72	254
2 61	4.71	247
2 37	4.71	252
2 7	4.70	253
2 47	4.69	240
2 19	4.69	246
2 27	4.69	245
0 5	4.67	237
2 29	4.66	251
2 41	4.65	255
2 35	4.64	248
2 57	4.63	246
2 49	4.63	245
2 21	4.63	249
2 31	4.61	248
2 11	4.60	247
2 63	4.60	243
2 9	4.59	233
0 15	4.59	235
0 19	4.58	233
2 45	4.57	266
0 21	4.56	230
2 25	4.56	254
0 25	4.54	225
2 53	4.54	238
2 51	4.53	247
0 45	4.51	230
2 39	4.50	243
0 29	4.50	227
2 33	4.49	238
2 13	4.46	254
0 31	4.46	237
0 39	4.45	227
2 23	4.44	254
2 15	4.43	244
0 23	4.40	238
0 27	4.38	230
0 33	4.37	233
0 57	4.35	228
0 53	4.32	235
0 41	4.29	225
0 63	4.27	235
0 35	4.25	233
0 51	4.24	230
0 61	4.22	230
0 37	4.21	222
0 55	4.20	219
0 59	4.20	218
0 49	4.14	224
3 59	4.13	240
0 47	4.07	222
3 33	4.07	240
3 23	4.07	235
0 43	4.05	228
3 5	4.04	238
3 55	4.04	226
3 1	4.00	230
3 57	4.00	236
3 49	3.99	241
3 7	3.99	241
3 17	3.96	230
3 51	3.95	233
3 63	3.94	240
3 45	3.94	241
3 9	3.92	232
3 35	3.91	236
3 15	3.90	243
1 49	3.90	243
3 37	3.88	240
3 41	3.87	247
1 55	3.86	232
3 13	3.86	226
3 43	3.85	234
3 27	3.84	229
3 47	3.83	231
1 41	3.81	234
3 39	3.79	233
3 21	3.78	232
3 25	3.78	238
3 19	3.78	227
3 61	3.77	231
1 45	3.77	243
1 25	3.76	245
3 11	3.76	229
1 53	3.76	240
1 61	3.76	239
1 51	3.75	237
3 29	3.75	230
3 3	3.73	240
3 53	3.73	230
1 43	3.72	241
1 11	3.71	236
1 47	3.69	242
1 39	3.68	230
1 59	3.68	247
3 31	3.67	232
1 3	3.66	242
1 35	3.65	232
1 9	3.65	245
1 23	3.65	241
1 13	3.63	242
1 37	3.63	243
1 5	3.62	238
1 57	3.62	235
1 33	3.58	241
1 19	3.58	238
1 31	3.58	239
1 27	3.57	233
1 29	3.57	250
1 21	3.56	235
1 15	3.54	240
1 63	3.54	230
1 7	3.52	232
1 17	3.49	242
1 1	3.39	233
