hg
Chip Chan	RMS
1 44	4.38	234
0 16	3.95	267
2 45	3.88	259
0 40	3.88	268
2 46	3.81	260
0 56	3.76	264
0 46	3.71	264
1 45	3.68	242
0 52	3.68	267
0 33	3.65	266
1 24	3.62	245
0 44	3.59	265
0 32	3.57	261
0 57	3.56	264
2 13	3.56	267
2 49	3.53	260
2 52	3.53	260
0 14	3.52	258
0 41	3.52	264
1 25	3.51	240
1 38	3.49	235
0 42	3.45	258
0 25	3.44	263
0 49	3.44	269
0 8	3.42	267
1 46	3.42	235
0 38	3.42	261
0 37	3.41	268
2 22	3.41	262
0 17	3.40	264
0 26	3.40	262
2 37	3.38	261
2 38	3.36	260
2 57	3.36	262
1 48	3.35	236
2 26	3.35	259
0 22	3.35	261
1 50	3.35	241
1 32	3.35	248
1 36	3.34	248
1 26	3.34	241
0 4	3.33	255
2 10	3.33	257
1 28	3.33	221
0 36	3.33	267
1 13	3.32	229
1 12	3.32	237
3 17	3.32	245
3 14	3.31	246
0 20	3.31	270
2 36	3.30	263
1 10	3.29	237
2 20	3.28	260
2 40	3.27	244
0 45	3.27	253
2 28	3.27	250
0 18	3.27	257
2 24	3.27	258
0 6	3.25	262
1 52	3.25	234
2 0	3.25	262
2 60	3.24	266
0 62	3.24	265
0 48	3.24	264
2 12	3.24	252
0 53	3.23	254
0 54	3.22	253
3 18	3.21	244
2 21	3.20	261
0 9	3.20	255
0 24	3.20	257
2 55	3.19	256
2 4	3.19	258
2 2	3.18	247
3 16	3.17	232
2 48	3.17	251
2 50	3.15	248
2 53	3.14	260
2 25	3.14	249
1 30	3.14	234
0 58	3.14	268
0 61	3.13	259
0 28	3.12	263
0 60	3.11	263
1 20	3.11	246
0 2	3.11	261
1 17	3.10	239
2 34	3.10	257
0 29	3.10	257
1 22	3.09	237
0 12	3.09	274
2 56	3.09	246
0 5	3.09	262
1 18	3.08	232
2 54	3.08	252
3 38	3.08	233
1 37	3.08	235
2 42	3.07	253
1 49	3.06	235
2 18	3.06	255
3 37	3.05	244
2 32	3.05	265
3 22	3.05	246
3 42	3.02	239
0 59	3.02	264
0 55	3.01	260
2 62	3.00	258
0 34	3.00	259
2 1	2.99	262
2 30	2.99	264
2 44	2.99	246
1 14	2.98	230
0 0	2.97	258
0 50	2.97	255
2 58	2.96	262
2 33	2.95	258
3 44	2.95	248
0 10	2.95	263
3 41	2.94	241
0 13	2.94	255
0 63	2.94	261
0 21	2.94	253
2 41	2.94	253
2 17	2.94	256
1 42	2.93	236
2 29	2.93	257
0 27	2.93	258
1 2	2.93	241
1 56	2.92	233
3 52	2.92	238
2 14	2.92	254
2 5	2.91	254
2 8	2.91	254
2 16	2.91	254
0 51	2.90	261
3 9	2.90	250
1 53	2.90	228
1 54	2.88	241
0 30	2.88	257
0 19	2.87	269
1 40	2.87	243
1 41	2.87	237
1 21	2.85	229
2 35	2.85	267
0 23	2.85	258
0 43	2.84	261
3 54	2.84	242
1 16	2.83	232
2 27	2.83	266
3 7	2.83	238
0 35	2.83	255
3 46	2.82	237
3 24	2.82	242
2 7	2.81	263
0 7	2.81	257
0 1	2.80	254
2 61	2.80	254
3 40	2.80	237
1 60	2.80	239
2 3	2.80	259
3 21	2.79	236
2 23	2.79	259
2 6	2.79	250
2 9	2.78	254
3 25	2.78	236
0 15	2.76	252
0 31	2.75	261
2 39	2.74	251
3 29	2.73	240
3 56	2.73	242
3 50	2.72	245
3 30	2.71	240
1 29	2.71	244
3 28	2.71	242
3 53	2.70	235
3 6	2.70	236
1 9	2.69	229
1 34	2.69	237
2 15	2.69	254
2 63	2.69	255
3 45	2.69	236
3 20	2.68	239
1 4	2.68	233
0 39	2.68	259
3 26	2.67	234
3 36	2.67	239
2 19	2.66	257
2 51	2.66	256
3 4	2.65	242
2 11	2.65	253
0 3	2.65	254
2 31	2.63	253
3 49	2.63	251
0 11	2.62	257
1 1	2.61	242
1 7	2.61	231
3 2	2.60	238
3 13	2.59	246
1 8	2.59	243
2 43	2.59	256
1 33	2.58	237
2 47	2.58	256
0 47	2.56	251
1 55	2.56	231
3 0	2.54	245
3 8	2.54	239
2 59	2.53	249
3 34	2.53	234
1 0	2.52	228
3 62	2.52	238
3 57	2.51	236
3 33	2.51	234
3 60	2.50	244
3 32	2.50	238
3 48	2.50	234
1 35	2.48	245
3 12	2.48	248
1 5	2.48	233
3 58	2.47	251
1 62	2.47	229
1 63	2.45	236
3 5	2.44	241
1 39	2.43	242
1 6	2.43	237
3 55	2.42	243
1 58	2.42	236
1 31	2.41	242
1 11	2.41	244
3 10	2.40	236
3 51	2.40	244
1 61	2.40	229
3 11	2.39	242
1 3	2.39	238
1 15	2.38	235
3 1	2.38	237
1 57	2.37	230
1 27	2.36	237
1 59	2.35	234
1 43	2.34	237
3 47	2.34	246
3 63	2.34	243
3 61	2.32	237
3 39	2.31	245
3 31	2.31	245
1 23	2.29	233
1 51	2.26	231
3 19	2.24	242
3 43	2.24	233
1 47	2.24	233
3 59	2.22	239
1 19	2.21	235
3 27	2.19	242
3 23	2.15	236
3 35	2.14	232
3 3	2.13	236
3 15	2.10	233
