hg
Chip Chan	RMS
0 0	747.76	587
1 0	490.90	410
2 2	319.10	299
0 28	260.39	246
3 60	223.22	239
2 0	186.10	234
2 4	150.04	238
0 4	90.05	212
0 2	86.28	226
0 6	81.75	224
0 8	80.46	228
0 14	79.90	225
0 16	79.75	227
0 18	78.57	218
0 22	77.28	226
0 40	77.27	221
0 52	77.09	234
0 46	76.79	227
0 62	76.38	221
0 24	76.30	234
0 54	75.26	222
0 42	75.20	232
0 34	75.04	217
0 30	74.95	224
0 36	74.84	226
0 44	74.81	231
0 56	74.73	219
0 50	74.45	226
0 32	74.29	233
0 26	74.23	233
0 38	72.93	218
0 58	71.13	231
2 20	66.67	258
2 42	66.29	240
2 56	66.27	244
2 18	65.81	250
2 6	65.78	243
2 58	65.74	245
3 32	65.57	232
2 62	65.40	250
2 52	65.35	241
2 40	65.33	251
2 46	65.24	253
3 62	65.14	237
2 48	64.87	258
2 8	64.77	246
2 28	64.62	245
2 10	64.59	261
2 50	64.51	246
3 58	64.43	231
2 38	64.04	247
2 54	63.99	244
2 30	63.86	246
3 44	63.85	235
3 48	63.80	234
3 52	63.69	237
3 54	63.68	240
2 32	63.66	254
2 12	63.58	258
3 42	63.57	229
2 44	63.52	252
2 14	63.47	244
2 36	63.45	246
3 2	63.45	230
2 24	63.42	236
3 30	63.26	234
3 12	63.08	236
3 0	63.07	235
3 16	63.06	236
3 38	63.04	235
3 4	63.00	236
3 6	62.84	240
3 36	62.80	234
3 22	62.74	238
3 40	62.61	238
3 8	62.56	231
3 34	62.56	235
3 14	62.52	227
3 28	62.48	241
3 24	62.39	235
3 18	62.32	246
3 20	62.20	243
1 58	61.92	243
1 40	61.24	236
1 2	61.19	237
1 56	61.17	242
1 60	61.14	241
1 4	61.13	249
1 30	60.98	241
1 36	60.92	247
1 24	60.88	236
1 46	60.71	246
1 48	60.68	249
1 50	60.54	235
1 14	60.23	240
1 22	60.15	237
1 52	60.04	239
1 26	60.02	247
1 20	60.02	238
1 38	59.92	230
1 32	59.91	243
1 6	59.86	242
1 8	59.53	229
1 34	59.50	228
1 10	59.46	244
1 18	59.46	237
1 28	59.19	237
3 26	56.30	225
0 10	54.03	216
1 44	53.06	235
0 12	48.62	232
0 48	48.37	221
0 60	38.57	222
0 20	37.14	225
2 60	36.87	241
2 22	36.23	248
2 26	35.67	241
3 10	34.78	236
3 56	34.65	227
3 50	34.44	235
1 62	32.44	238
1 54	31.93	226
1 16	31.31	248
2 16	27.42	249
2 34	26.31	241
3 46	25.94	237
1 12	22.84	241
1 42	15.04	236
0 3	5.65	241
0 5	5.61	237
0 7	5.54	221
0 1	5.49	235
0 9	5.47	231
0 17	5.31	231
0 13	5.30	233
0 11	5.30	229
0 63	5.29	234
0 19	5.29	232
0 53	5.26	235
0 55	5.24	219
0 23	5.23	237
0 49	5.22	223
0 45	5.21	230
0 57	5.20	228
0 33	5.20	233
0 31	5.19	237
0 43	5.18	228
0 21	5.16	229
0 25	5.15	225
0 47	5.15	221
0 41	5.14	224
0 51	5.12	230
0 27	5.11	230
0 61	5.10	229
0 59	5.10	217
0 37	5.07	221
0 39	5.04	226
0 29	5.00	226
0 35	4.96	233
0 15	4.91	235
2 15	4.58	244
2 45	4.37	266
2 63	4.28	243
2 13	4.28	254
2 41	4.25	255
2 39	4.25	243
2 37	4.23	253
2 53	4.23	238
2 21	4.23	249
2 5	4.22	244
2 3	4.21	256
2 49	4.21	246
2 1	4.21	249
2 29	4.20	251
2 47	4.20	240
2 7	4.19	254
2 25	4.17	255
2 35	4.17	248
2 23	4.17	254
2 57	4.16	247
2 9	4.15	233
2 33	4.14	239
1 45	4.12	244
2 31	4.12	249
2 11	4.12	248
2 61	4.11	247
1 59	4.11	247
2 51	4.10	247
1 55	4.09	232
2 55	4.09	246
2 27	4.09	245
2 59	4.08	251
2 19	4.08	247
1 57	4.06	236
2 43	4.05	254
2 17	4.04	247
1 53	4.03	241
1 25	4.02	245
1 51	4.02	238
1 21	4.01	235
1 49	4.01	243
1 63	3.99	231
1 61	3.98	239
1 29	3.98	250
1 35	3.98	232
1 9	3.97	246
1 37	3.96	243
1 43	3.94	241
1 17	3.92	242
1 15	3.92	241
1 23	3.92	241
1 47	3.92	242
1 19	3.90	238
1 13	3.90	242
1 39	3.89	230
1 11	3.89	236
1 27	3.87	233
1 33	3.82	241
1 41	3.82	235
1 31	3.81	240
1 3	3.81	242
1 1	3.81	233
1 5	3.77	239
1 7	3.73	232
3 57	3.60	237
3 59	3.55	241
3 43	3.54	235
3 49	3.52	242
3 15	3.50	243
3 41	3.49	248
3 51	3.48	234
3 55	3.47	226
3 53	3.46	230
3 9	3.42	232
3 5	3.42	238
3 1	3.40	230
3 7	3.39	242
3 63	3.39	241
3 37	3.38	240
3 45	3.37	242
3 19	3.37	228
3 61	3.36	232
3 33	3.36	240
3 17	3.35	231
3 25	3.34	238
3 13	3.34	226
3 31	3.30	233
3 21	3.30	233
3 39	3.29	234
3 3	3.29	240
3 29	3.27	230
3 47	3.26	231
3 35	3.23	236
3 23	3.20	235
3 27	3.17	230
3 11	3.14	229
